Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,game_id
DET,2022-10-23,3,Sun,6,7,@,DAL,L 6-24,3,3,3,1,1,0,DET_DAL_2022-10-23
SEA,2022-10-23,3,Sun,7,7,@,LAC,W 37-23,3,3,3,0,0,1,SEA_LAC_2022-10-23
KAN,2022-10-16,3,Sun,6,6,,BUF,L 20-24,3,3,3,1,1,0,KAN_BUF_2022-10-16
CAR,2022-10-16,3,Sun,6,6,@,LAR,L 10-24,3,3,3,1,1,0,CAR_LAR_2022-10-16
BAL,2022-10-16,3,Sun,6,6,@,NYG,L 20-24,3,3,3,1,1,0,BAL_NYG_2022-10-16
MIA,2022-10-16,3,Sun,6,6,,MIN,L 16-24,3,2,1,1,1,0,MIA_MIN_2022-10-16
DAL,2022-10-16,3,Sun,6,6,@,PHI,L 17-26,3,2,2,2,2,0,DAL_PHI_2022-10-16
KAN,2022-10-10,3,Mon,5,5,,LVR,W 30-29,3,2,2,3,3,0,KAN_LVR_2022-10-10
WAS,2022-10-09,3,Sun,5,5,,TEN,L 17-21,3,3,3,0,0,0,WAS_TEN_2022-10-09
GNB,2022-10-09,3,Sun,5,5,,NYG,L 22-27,3,3,3,2,2,0,GNB_NYG_2022-10-09
CLE,2022-10-09,3,Sun,5,5,,LAC,L 28-30,3,3,3,3,3,0,CLE_LAC_2022-10-09
LAR,2022-10-03,3,Mon,4,4,@,SFO,L 9-24,3,3,3,2,1,0,LAR_SFO_2022-10-03
LVR,2022-10-02,3,Sun,4,4,,DEN,W 32-23,3,3,2,1,1,0,LVR_DEN_2022-10-02
NWE,2022-10-02,3,Sun,4,4,@,GNB,L 24-27 (OT),3,3,3,2,2,0,NWE_GNB_2022-10-02
CAR,2022-10-02,3,Sun,4,4,,ARI,L 16-26,3,2,2,2,2,0,CAR_ARI_2022-10-02
IND,2022-10-02,3,Sun,4,4,,TEN,L 17-24,3,3,3,1,1,0,IND_TEN_2022-10-02
MIN,2022-10-02,3,Sun,4,4,@,NOR,W 28-25,3,2,2,2,1,0,MIN_NOR_2022-10-02
GNB,2022-10-02,3,Sun,4,4,,NWE,W 27-24 (OT),3,3,3,1,1,0,GNB_NWE_2022-10-02
LAC,2022-10-02,3,Sun,4,4,@,HOU,W 34-24,3,3,3,2,1,0,LAC_HOU_2022-10-02
PHI,2022-10-02,3,Sun,4,4,,JAX,W 29-21,3,3,3,0,0,0,PHI_JAX_2022-10-02
DEN,2022-10-02,3,Sun,4,4,@,LVR,L 23-32,3,3,2,4,4,0,DEN_LVR_2022-10-02
PIT,2022-10-02,3,Sun,4,4,,NYJ,L 20-24,3,3,3,1,1,0,PIT_NYJ_2022-10-02
MIA,2022-09-29,3,Thu,4,4,@,CIN,L 15-27,3,3,3,2,2,0,MIA_CIN_2022-09-29
BUF,2022-09-25,3,Sun,3,3,@,MIA,L 19-21,3,3,3,0,0,0,BUF_MIA_2022-09-25
LVR,2022-09-25,3,Sun,3,3,@,TEN,L 22-24,3,3,3,1,1,0,LVR_TEN_2022-09-25
NYJ,2022-09-25,3,Sun,3,3,,CIN,L 12-27,3,3,3,3,2,0,NYJ_CIN_2022-09-25
BAL,2022-09-25,3,Sun,3,3,@,NWE,W 37-26,3,2,2,2,2,0,BAL_NWE_2022-09-25
SEA,2022-09-25,3,Sun,3,3,,ATL,L 23-27,3,3,3,2,2,0,SEA_ATL_2022-09-25
MIN,2022-09-25,3,Sun,3,3,,DET,W 28-24,3,3,3,3,1,0,MIN_DET_2022-09-25
WAS,2022-09-25,3,Sun,3,3,,PHI,L 8-24,3,3,3,1,1,0,WAS_PHI_2022-09-25
MIN,2022-09-19,3,Mon,2,2,@,PHI,L 7-24,3,3,3,2,1,0,MIN_PHI_2022-09-19
CHI,2022-09-18,3,Sun,2,2,@,GNB,L 10-27,3,3,3,2,2,0,CHI_GNB_2022-09-18
SEA,2022-09-18,3,Sun,2,2,@,SFO,L 7-27,3,3,3,3,2,0,SEA_SFO_2022-09-18
IND,2022-09-18,3,Sun,2,2,@,JAX,L 0-24,3,3,3,1,1,0,IND_JAX_2022-09-18
LAC,2022-09-15,3,Thu,2,2,@,KAN,L 24-27,3,3,3,2,2,0,LAC_KAN_2022-09-15
KAN,2022-09-15,3,Thu,2,2,,LAC,W 27-24,3,3,3,1,1,0,KAN_LAC_2022-09-15
KAN,2022-09-11,3,Sun,1,1,@,ARI,W 44-21,3,1,1,0,0,0,KAN_ARI_2022-09-11
SFO,2022-09-11,3,Sun,1,1,@,CHI,L 10-19,3,3,1,0,0,0,SFO_CHI_2022-09-11
ATL,2022-09-11,3,Sun,1,1,,NOR,L 26-27,3,1,1,3,2,0,ATL_NOR_2022-09-11
CLE,2022-09-11,3,Sun,1,1,@,CAR,W 26-24,3,3,3,1,1,0,CLE_CAR_2022-09-11
TEN,2022-09-11,3,Sun,1,1,,NYG,L 20-21,3,1,1,0,0,0,TEN_NYG_2022-09-11
NYJ,2022-09-11,3,Sun,1,1,,BAL,L 9-24,3,3,3,1,1,0,NYJ_BAL_2022-09-11
LVR,2022-09-11,3,Sun,1,1,@,LAC,L 19-24,3,3,3,2,1,0,LVR_LAC_2022-09-11
LAC,2022-01-09,3,Sun,17,18,@,LVR,L 32-35 (OT),3,2,2,5,5,0,LAC_LVR_2022-01-09
NYJ,2022-01-09,3,Sun,17,18,@,BUF,L 10-27,3,3,3,2,2,0,NYJ_BUF_2022-01-09
LAR,2022-01-09,3,Sun,17,18,,SFO,L 24-27 (OT),3,3,3,2,2,0,LAR_SFO_2022-01-09
SEA,2022-01-09,3,Sun,17,18,@,ARI,W 38-30,3,3,3,3,3,0,SEA_ARI_2022-01-09
SFO,2022-01-09,3,Sun,17,18,@,LAR,W 27-24 (OT),3,3,3,1,1,0,SFO_LAR_2022-01-09
ATL,2022-01-09,3,Sun,17,18,,NOR,L 20-30,3,3,3,4,3,0,ATL_NOR_2022-01-09
MIA,2022-01-09,3,Sun,17,18,,NWE,W 33-24,3,3,3,1,1,0,MIA_NWE_2022-01-09
CIN,2022-01-09,3,Sun,17,18,@,CLE,L 16-21,3,3,3,0,0,0,CIN_CLE_2022-01-09
TEN,2022-01-09,3,Sun,17,18,@,HOU,W 28-25,3,2,2,1,1,0,TEN_HOU_2022-01-09
DAL,2022-01-08,3,Sat,17,18,@,PHI,W 51-26,3,2,2,2,2,0,DAL_PHI_2022-01-08
KAN,2022-01-08,3,Sat,17,18,@,DEN,W 28-24,3,3,3,1,1,0,KAN_DEN_2022-01-08
DEN,2022-01-08,3,Sat,17,18,,KAN,L 24-28,3,2,2,2,2,0,DEN_KAN_2022-01-08
TAM,2022-01-02,3,Sun,16,17,@,NYJ,W 28-24,3,3,3,1,1,0,TAM_NYJ_2022-01-02
NYJ,2022-01-02,3,Sun,16,17,,TAM,L 24-28,3,2,2,2,2,0,NYJ_TAM_2022-01-02
NYG,2022-01-02,3,Sun,16,17,@,CHI,L 3-29,3,3,3,2,2,1,NYG_CHI_2022-01-02
BAL,2022-01-02,3,Sun,16,17,,LAR,L 19-20,3,2,2,1,0,0,BAL_LAR_2022-01-02
ARI,2022-01-02,3,Sun,16,17,@,DAL,W 25-22,3,2,2,1,0,0,ARI_DAL_2022-01-02
CIN,2021-12-26,3,Sun,15,16,,BAL,W 41-21,3,3,3,0,0,0,CIN_BAL_2021-12-26
HOU,2021-12-26,3,Sun,15,16,,LAC,W 41-29,3,0,0,3,3,0,HOU_LAC_2021-12-26
JAX,2021-12-26,3,Sun,15,16,@,NYJ,L 21-26,3,3,2,2,2,0,JAX_NYJ_2021-12-26
CAR,2021-12-26,3,Sun,15,16,,TAM,L 6-32,3,2,2,4,4,0,CAR_TAM_2021-12-26
SEA,2021-12-26,3,Sun,15,16,,CHI,L 24-25,3,2,2,1,1,0,SEA_CHI_2021-12-26
MIN,2021-12-26,3,Sun,15,16,,LAR,L 23-30,3,3,3,3,3,0,MIN_LAR_2021-12-26
BUF,2021-12-26,3,Sun,15,16,@,NWE,W 33-21,3,3,3,0,0,0,BUF_NWE_2021-12-26
CHI,2021-12-26,3,Sun,15,16,@,SEA,W 25-24,3,3,3,2,1,0,CHI_SEA_2021-12-26
CLE,2021-12-25,3,Sat,15,16,@,GNB,L 22-24,3,3,3,1,1,0,CLE_GNB_2021-12-25
GNB,2021-12-25,3,Sat,15,16,,CLE,W 24-22,3,2,1,1,1,0,GNB_CLE_2021-12-25
WAS,2021-12-21,3,Tue,14,15,@,PHI,L 17-27,3,3,3,2,2,0,WAS_PHI_2021-12-21
ARI,2021-12-19,3,Sun,14,15,@,DET,L 12-30,3,3,3,3,3,0,ARI_DET_2021-12-19
MIA,2021-12-19,3,Sun,14,15,,NYJ,W 31-24,3,3,3,1,1,0,MIA_NYJ_2021-12-19
JAX,2021-12-19,3,Sun,14,15,,HOU,L 16-30,3,3,3,3,3,0,JAX_HOU_2021-12-19
ARI,2021-12-13,3,Mon,13,14,,LAR,L 23-30,3,3,3,3,3,0,ARI_LAR_2021-12-13
DAL,2021-12-12,3,Sun,13,14,@,WAS,W 27-20,3,1,0,0,0,0,DAL_WAS_2021-12-12
TAM,2021-12-12,3,Sun,13,14,,BUF,W 33-27 (OT),3,3,3,2,2,0,TAM_BUF_2021-12-12
CIN,2021-12-12,3,Sun,13,14,,SFO,L 23-26 (OT),3,2,2,3,2,0,CIN_SFO_2021-12-12
GNB,2021-12-12,3,Sun,13,14,,CHI,W 45-30,3,3,3,3,3,0,GNB_CHI_2021-12-12
NYJ,2021-12-12,3,Sun,13,14,,NOR,L 9-30,3,3,3,3,3,0,NYJ_NOR_2021-12-12
ATL,2021-12-12,3,Sun,13,14,@,CAR,W 29-21,3,3,3,0,0,0,ATL_CAR_2021-12-12
CAR,2021-12-12,3,Sun,13,14,,ATL,L 21-29,3,2,2,3,3,0,CAR_ATL_2021-12-12
BAL,2021-12-12,3,Sun,13,14,@,CLE,L 22-24,3,3,3,2,1,0,BAL_CLE_2021-12-12
LAC,2021-12-12,3,Sun,13,14,,NYG,W 37-21,3,1,1,0,0,0,LAC_NYG_2021-12-12
DET,2021-12-05,3,Sun,12,13,,MIN,W 29-27,3,0,0,3,3,0,DET_MIN_2021-12-05
MIN,2021-12-05,3,Sun,12,13,@,DET,L 27-29,3,2,2,3,3,0,MIN_DET_2021-12-05
PHI,2021-12-05,3,Sun,13,13,@,NYJ,W 33-18,3,2,0,0,0,0,PHI_NYJ_2021-12-05
NYJ,2021-12-05,3,Sun,12,13,,PHI,L 18-33,3,3,3,4,4,0,NYJ_PHI_2021-12-05
SEA,2021-12-05,3,Sun,12,13,,SFO,W 30-23,3,3,2,1,1,0,SEA_SFO_2021-12-05
ARI,2021-12-05,3,Sun,12,13,@,CHI,W 33-22,3,2,2,0,0,0,ARI_CHI_2021-12-05
LAC,2021-12-05,3,Sun,12,13,@,CIN,W 41-22,3,2,1,1,1,0,LAC_CIN_2021-12-05
NOR,2021-12-02,3,Thu,12,13,,DAL,L 17-27,3,3,3,2,2,0,NOR_DAL_2021-12-02
CAR,2021-11-28,3,Sun,12,12,@,MIA,L 10-33,3,4,3,2,2,0,CAR_MIA_2021-11-28
GNB,2021-11-28,3,Sun,12,12,,LAR,W 36-28,3,2,2,2,2,0,GNB_LAR_2021-11-28
TEN,2021-11-28,3,Sun,12,12,@,NWE,L 13-36,3,3,3,6,5,0,TEN_NWE_2021-11-28
JAX,2021-11-28,3,Sun,11,12,,ATL,L 14-21,3,3,3,0,0,0,JAX_ATL_2021-11-28
DAL,2021-11-25,3,Thu,11,12,,LVR,L 33-36 (OT),3,3,3,5,5,0,DAL_LVR_2021-11-25
NYG,2021-11-22,3,Mon,10,11,@,TAM,L 10-30,3,3,3,3,3,0,NYG_TAM_2021-11-22
CAR,2021-11-21,3,Sun,11,11,,WAS,L 21-27,3,3,3,2,2,0,CAR_WAS_2021-11-21
NYJ,2021-11-21,3,Sun,10,11,,MIA,L 17-24,3,3,3,2,1,0,NYJ_MIA_2021-11-21
JAX,2021-11-21,3,Sun,10,11,,SFO,L 10-30,3,3,3,3,3,0,JAX_SFO_2021-11-21
SEA,2021-11-21,3,Sun,10,11,,ARI,L 13-23,3,3,2,3,1,0,SEA_ARI_2021-11-21
LVR,2021-11-21,3,Sun,10,11,,CIN,L 13-32,3,3,2,4,4,0,LVR_CIN_2021-11-21
WAS,2021-11-21,3,Sun,10,11,@,CAR,W 27-21,3,3,3,0,0,0,WAS_CAR_2021-11-21
TAM,2021-11-14,3,Sun,9,10,@,WAS,L 19-29,3,2,2,3,3,0,TAM_WAS_2021-11-14
LAC,2021-11-14,3,Sun,9,10,,MIN,L 20-27,3,3,3,2,2,0,LAC_MIN_2021-11-14
DEN,2021-11-14,3,Sun,10,10,,PHI,L 13-30,3,3,3,3,3,0,DEN_PHI_2021-11-14
TEN,2021-11-14,3,Sun,10,10,,NOR,W 23-21,3,2,0,1,1,0,TEN_NOR_2021-11-14
ARI,2021-11-14,3,Sun,10,10,,CAR,L 10-34,3,2,2,4,4,0,ARI_CAR_2021-11-14
PIT,2021-11-08,3,Mon,8,9,,CHI,W 29-27,3,3,3,3,2,0,PIT_CHI_2021-11-08
CHI,2021-11-08,3,Mon,9,9,@,PIT,L 27-29,3,3,2,3,3,0,CHI_PIT_2021-11-08
PHI,2021-11-07,3,Sun,9,9,,LAC,L 24-27,3,2,1,2,2,0,PHI_LAC_2021-11-07
LAC,2021-11-07,3,Sun,8,9,@,PHI,W 27-24,3,3,3,1,1,0,LAC_PHI_2021-11-07
DAL,2021-11-07,3,Sun,8,9,,DEN,L 16-30,3,2,1,4,3,0,DAL_DEN_2021-11-07
ATL,2021-11-07,3,Sun,8,9,@,NOR,W 27-25,3,1,1,2,2,0,ATL_NOR_2021-11-07
CAR,2021-11-07,3,Sun,9,9,,NWE,L 6-24,3,3,3,2,1,0,CAR_NWE_2021-11-07
NOR,2021-11-07,3,Sun,8,9,,ATL,L 25-27,3,3,3,2,2,0,NOR_ATL_2021-11-07
NWE,2021-10-31,3,Sun,8,8,@,LAC,W 27-24,3,3,3,1,1,0,NWE_LAC_2021-10-31
MIA,2021-10-31,3,Sun,8,8,@,BUF,L 11-26,3,2,2,2,2,0,MIA_BUF_2021-10-31
CHI,2021-10-31,3,Sun,8,8,,SFO,L 22-33,3,2,1,5,4,0,CHI_SFO_2021-10-31
LAR,2021-10-31,3,Sun,8,8,@,HOU,W 38-22,3,2,2,1,0,0,LAR_HOU_2021-10-31
ARI,2021-10-28,3,Thu,8,8,,GNB,L 21-24,3,3,3,1,1,0,ARI_GNB_2021-10-28
GNB,2021-10-28,3,Thu,8,8,@,ARI,W 24-21,3,3,3,0,0,0,GNB_ARI_2021-10-28
LVR,2021-10-24,3,Sun,7,7,,PHI,W 33-22,3,2,2,0,0,0,LVR_PHI_2021-10-24
WAS,2021-10-24,3,Sun,7,7,@,GNB,L 10-24,3,3,3,2,1,0,WAS_GNB_2021-10-24
KAN,2021-10-24,3,Sun,7,7,@,TEN,L 3-27,3,3,3,2,2,0,KAN_TEN_2021-10-24
DET,2021-10-24,3,Sun,7,7,@,LAR,L 19-28,3,2,2,2,2,0,DET_LAR_2021-10-24
MIA,2021-10-24,3,Sun,7,7,,ATL,L 28-30,3,3,3,3,3,0,MIA_ATL_2021-10-24
TEN,2021-10-18,3,Mon,6,6,,BUF,W 34-31,3,2,2,3,3,0,TEN_BUF_2021-10-18
LVR,2021-10-17,3,Sun,6,6,@,DEN,W 34-24,3,3,3,1,1,0,LVR_DEN_2021-10-17
CHI,2021-10-17,3,Sun,6,6,,GNB,L 14-24,3,3,3,1,1,0,CHI_GNB_2021-10-17
TAM,2021-10-14,3,Thu,6,6,@,PHI,W 28-22,3,2,2,1,0,0,TAM_PHI_2021-10-14
BAL,2021-10-11,3,Mon,5,5,,IND,W 31-25 (OT),3,2,1,4,2,0,BAL_IND_2021-10-11
GNB,2021-10-10,3,Sun,5,5,@,CIN,W 25-22 (OT),3,2,2,2,0,0,GNB_CIN_2021-10-10
DEN,2021-10-10,3,Sun,5,5,@,PIT,L 19-27,3,3,3,2,2,0,DEN_PIT_2021-10-10
NYJ,2021-10-10,3,Sun,5,5,@,ATL,L 20-27,3,3,3,2,2,0,NYJ_ATL_2021-10-10
NWE,2021-10-10,3,Sun,5,5,@,HOU,W 25-22,3,3,1,2,1,0,NWE_HOU_2021-10-10
TEN,2021-10-10,3,Sun,5,5,@,JAX,W 37-19,3,2,1,1,0,0,TEN_JAX_2021-10-10
SEA,2021-10-07,3,Thu,5,5,,LAR,L 17-26,3,3,2,2,2,0,SEA_LAR_2021-10-07
MIA,2021-10-03,3,Sun,4,4,,IND,L 17-27,3,3,3,2,2,0,MIA_IND_2021-10-03
TEN,2021-10-03,3,Sun,4,4,@,NYJ,L 24-27 (OT),3,3,3,2,2,0,TEN_NYJ_2021-10-03
KAN,2021-10-03,3,Sun,4,4,@,PHI,W 42-30,3,3,3,3,3,0,KAN_PHI_2021-10-03
PIT,2021-10-03,3,Sun,4,4,@,GNB,L 17-27,3,3,3,2,2,0,PIT_GNB_2021-10-03
SEA,2021-10-03,3,Sun,4,4,@,SFO,W 28-21,3,2,1,1,0,0,SEA_SFO_2021-10-03
DET,2021-10-03,3,Sun,4,4,@,CHI,L 14-24,3,3,3,1,1,0,DET_CHI_2021-10-03
NYG,2021-10-03,3,Sun,4,4,@,NOR,W 27-21 (OT),3,3,3,1,0,0,NYG_NOR_2021-10-03
NOR,2021-10-03,3,Sun,4,4,,NYG,L 21-27 (OT),3,1,1,3,2,0,NOR_NYG_2021-10-03
JAX,2021-09-30,3,Thu,4,4,@,CIN,L 21-24,3,3,3,2,1,0,JAX_CIN_2021-09-30
CIN,2021-09-30,3,Thu,4,4,,JAX,W 24-21,3,3,3,0,0,0,CIN_JAX_2021-09-30
DAL,2021-09-27,3,Mon,3,3,,PHI,W 41-21,3,3,3,0,0,0,DAL_PHI_2021-09-27
BUF,2021-09-26,3,Sun,3,3,,WAS,W 43-21,3,3,3,0,0,0,BUF_WAS_2021-09-26
SEA,2021-09-26,3,Sun,3,3,@,MIN,L 17-30,3,3,3,3,3,0,SEA_MIN_2021-09-26
MIA,2021-09-26,3,Sun,3,3,@,LVR,L 28-31 (OT),3,3,2,3,3,1,MIA_LVR_2021-09-26
LAR,2021-09-26,3,Sun,3,3,,TAM,W 34-24,3,3,3,2,1,0,LAR_TAM_2021-09-26
LVR,2021-09-26,3,Sun,3,3,,MIA,W 31-28 (OT),3,2,2,3,2,0,LVR_MIA_2021-09-26
SFO,2021-09-26,3,Sun,3,3,,GNB,L 28-30,3,3,3,3,3,0,SFO_GNB_2021-09-26
IND,2021-09-26,3,Sun,3,3,@,TEN,L 16-25,3,2,2,1,1,0,IND_TEN_2021-09-26
PIT,2021-09-26,3,Sun,3,3,,CIN,L 10-24,3,3,3,1,1,0,PIT_CIN_2021-09-26
LAC,2021-09-26,3,Sun,3,3,@,KAN,W 30-24,3,3,3,1,1,0,LAC_KAN_2021-09-26
HOU,2021-09-23,3,Thu,3,3,,CAR,L 9-24,3,3,3,1,1,0,HOU_CAR_2021-09-23
SEA,2021-09-19,3,Sun,2,2,,TEN,L 30-33 (OT),3,3,3,5,4,0,SEA_TEN_2021-09-19
IND,2021-09-19,3,Sun,2,2,,LAR,L 24-27,3,3,3,2,2,0,IND_LAR_2021-09-19
NOR,2021-09-19,3,Sun,2,2,@,CAR,L 7-26,3,3,2,3,2,0,NOR_CAR_2021-09-19
TAM,2021-09-19,3,Sun,2,2,,ATL,W 48-25,3,2,2,1,1,0,TAM_ATL_2021-09-19
CLE,2021-09-19,3,Sun,2,2,,HOU,W 31-21,3,3,3,1,0,0,CLE_HOU_2021-09-19
NYG,2021-09-16,3,Thu,2,2,@,WAS,L 29-30,3,3,3,3,3,0,NYG_WAS_2021-09-16
LVR,2021-09-13,3,Mon,1,1,,BAL,W 33-27 (OT),3,3,3,2,2,0,LVR_BAL_2021-09-13
CIN,2021-09-12,3,Sun,1,1,,MIN,W 27-24 (OT),3,3,3,1,1,0,CIN_MIN_2021-09-12
NYG,2021-09-12,3,Sun,1,1,,DEN,L 13-27,3,3,3,2,2,0,NYG_DEN_2021-09-12
MIN,2021-09-12,3,Sun,1,1,@,CIN,L 24-27 (OT),3,3,3,2,2,0,MIN_CIN_2021-09-12
HOU,2021-09-12,3,Sun,1,1,,JAX,W 37-21,3,3,3,1,0,0,HOU_JAX_2021-09-12
TAM,2021-09-09,3,Thu,1,1,,DAL,W 31-29,3,3,2,5,3,0,TAM_DAL_2021-09-09
TAM,2021-01-03,3,Sun,16,17,,ATL,W 44-27,3,3,3,2,2,0,TAM_ATL_2021-01-03
PIT,2021-01-03,3,Sun,16,17,@,CLE,L 22-24,3,3,3,1,1,0,PIT_CLE_2021-01-03
LAC,2021-01-03,3,Sun,16,17,@,KAN,W 38-21,3,3,3,0,0,0,LAC_KAN_2021-01-03
DAL,2021-01-03,3,Sun,16,17,@,NYG,L 19-23,3,3,2,1,1,0,DAL_NYG_2021-01-03
JAX,2021-01-03,3,Sun,16,17,@,IND,L 14-28,3,2,2,4,2,0,JAX_IND_2021-01-03
LVR,2021-01-03,3,Sun,16,17,@,DEN,W 32-31,3,2,2,6,3,0,LVR_DEN_2021-01-03
BUF,2021-01-03,3,Sun,16,17,,MIA,W 56-26,3,2,2,2,2,0,BUF_MIA_2021-01-03
SFO,2021-01-03,3,Sun,16,17,,SEA,L 23-26,3,3,2,2,2,0,SFO_SEA_2021-01-03
WAS,2020-12-27,3,Sun,15,16,,CAR,L 13-20,3,3,2,0,0,0,WAS_CAR_2020-12-27
NYG,2020-12-27,3,Sun,15,16,@,BAL,L 13-27,3,3,3,2,2,0,NYG_BAL_2020-12-27
PIT,2020-12-27,3,Sun,15,16,,IND,W 28-24,3,3,3,1,1,0,PIT_IND_2020-12-27
CLE,2020-12-27,3,Sun,15,16,@,NYJ,L 16-23,3,3,2,2,1,0,CLE_NYJ_2020-12-27
ARI,2020-12-26,3,Sat,15,16,,SFO,L 12-20,3,3,2,2,0,0,ARI_SFO_2020-12-26
PIT,2020-12-21,3,Mon,14,15,@,CIN,L 17-27,3,3,3,3,2,0,PIT_CIN_2020-12-21
TAM,2020-12-20,3,Sun,14,15,@,ATL,W 31-27,3,3,3,2,2,0,TAM_ATL_2020-12-20
NYG,2020-12-20,3,Sun,14,15,,CLE,L 6-20,3,3,2,0,0,0,NYG_CLE_2020-12-20
CHI,2020-12-20,3,Sun,14,15,@,MIN,W 33-27,3,3,3,2,2,0,CHI_MIN_2020-12-20
HOU,2020-12-20,3,Sun,14,15,@,IND,L 20-27,3,3,3,2,2,0,HOU_IND_2020-12-20
TEN,2020-12-20,3,Sun,14,15,,DET,W 46-25,3,3,2,1,1,1,TEN_DET_2020-12-20
NWE,2020-12-20,3,Sun,14,15,@,MIA,L 12-22,3,2,2,1,0,0,NWE_MIA_2020-12-20
MIN,2020-12-20,3,Sun,14,15,,CHI,L 27-33,3,3,3,4,4,0,MIN_CHI_2020-12-20
BUF,2020-12-19,3,Sat,14,15,@,DEN,W 48-19,3,3,1,1,0,0,BUF_DEN_2020-12-19
CAR,2020-12-19,3,Sat,14,15,@,GNB,L 16-24,3,3,3,1,1,0,CAR_GNB_2020-12-19
LAC,2020-12-17,3,Thu,14,15,@,LVR,W 30-27 (OT),3,3,3,2,2,0,LAC_LVR_2020-12-17
DEN,2020-12-13,3,Sun,13,14,@,CAR,W 32-27,3,3,3,2,2,0,DEN_CAR_2020-12-13
CIN,2020-12-13,3,Sun,13,14,,DAL,L 7-30,3,3,3,3,3,0,CIN_DAL_2020-12-13
GNB,2020-12-13,3,Sun,13,14,@,DET,W 31-24,3,3,3,1,1,0,GNB_DET_2020-12-13
IND,2020-12-13,3,Sun,13,14,@,LVR,W 44-27,3,3,3,2,2,0,IND_LVR_2020-12-13
NOR,2020-12-13,3,Sun,13,14,@,PHI,L 21-24,3,3,3,2,1,0,NOR_PHI_2020-12-13
MIN,2020-12-13,3,Sun,13,14,@,TAM,L 14-26,3,3,2,2,2,0,MIN_TAM_2020-12-13
PIT,2020-12-13,3,Sun,13,14,@,BUF,L 15-26,3,3,2,2,2,0,PIT_BUF_2020-12-13
KAN,2020-12-13,3,Sun,13,14,@,MIA,W 33-27,3,3,3,3,2,0,KAN_MIA_2020-12-13
PHI,2020-12-13,3,Sun,13,14,,NOR,W 24-21,3,3,3,2,0,0,PHI_NOR_2020-12-13
NWE,2020-12-10,3,Thu,13,14,@,LAR,L 3-24,3,3,3,1,1,0,NWE_LAR_2020-12-10
BUF,2020-12-07,3,Mon,12,13,@,SFO,W 34-24,3,3,3,1,1,0,BUF_SFO_2020-12-07
MIN,2020-12-06,3,Sun,12,13,,JAX,W 27-24 (OT),3,2,1,2,1,0,MIN_JAX_2020-12-06
JAX,2020-12-06,3,Sun,12,13,@,MIN,L 24-27 (OT),3,3,1,3,2,1,JAX_MIN_2020-12-06
HOU,2020-12-06,3,Sun,12,13,,IND,L 20-26,3,3,3,1,1,1,HOU_IND_2020-12-06
ATL,2020-12-06,3,Sun,12,13,,NOR,L 16-21,3,3,3,1,0,0,ATL_NOR_2020-12-06
MIN,2020-11-29,3,Sun,11,12,,CAR,W 28-27,3,3,3,4,2,0,MIN_CAR_2020-11-29
JAX,2020-11-29,3,Sun,11,12,,CLE,L 25-27,3,3,3,2,2,0,JAX_CLE_2020-11-29
CLE,2020-11-29,3,Sun,11,12,@,JAX,W 27-25,3,1,1,3,2,0,CLE_JAX_2020-11-29
TAM,2020-11-29,3,Sun,12,12,,KAN,L 24-27,3,3,3,2,2,0,TAM_KAN_2020-11-29
CAR,2020-11-29,3,Sun,12,12,@,MIN,L 27-28,3,2,2,2,2,0,CAR_MIN_2020-11-29
KAN,2020-11-29,3,Sun,11,12,@,TAM,W 27-24,3,3,3,1,1,0,KAN_TAM_2020-11-29
LAC,2020-11-29,3,Sun,11,12,@,BUF,L 17-27,3,3,3,2,2,0,LAC_BUF_2020-11-29
GNB,2020-11-29,3,Sun,11,12,,CHI,W 41-25,3,2,2,1,1,0,GNB_CHI_2020-11-29
HOU,2020-11-26,3,Thu,11,12,@,DET,W 41-25,3,2,2,1,1,0,HOU_DET_2020-11-26
LAR,2020-11-23,3,Mon,10,11,@,TAM,W 27-24,3,3,3,1,1,0,LAR_TAM_2020-11-23
TAM,2020-11-23,3,Mon,11,11,,LAR,L 24-27,3,3,3,3,2,0,TAM_LAR_2020-11-23
ATL,2020-11-22,3,Sun,10,11,@,NOR,L 9-24,3,3,3,2,1,0,ATL_NOR_2020-11-22
JAX,2020-11-22,3,Sun,10,11,,PIT,L 3-27,3,3,3,3,2,0,JAX_PIT_2020-11-22
NWE,2020-11-22,3,Sun,10,11,@,HOU,L 20-27,3,3,3,2,2,0,NWE_HOU_2020-11-22
GNB,2020-11-22,3,Sun,10,11,@,IND,L 31-34 (OT),3,2,2,5,4,0,GNB_IND_2020-11-22
BAL,2020-11-22,3,Sun,10,11,,TEN,L 24-30 (OT),3,1,1,3,3,0,BAL_TEN_2020-11-22
SEA,2020-11-19,3,Thu,10,11,,ARI,W 28-21,3,3,3,0,0,0,SEA_ARI_2020-11-19
ARI,2020-11-19,3,Thu,10,11,@,SEA,L 21-28,3,3,2,2,2,1,ARI_SEA_2020-11-19
SEA,2020-11-15,3,Sun,9,10,@,LAR,L 16-23,3,3,2,1,1,0,SEA_LAR_2020-11-15
SFO,2020-11-15,3,Sun,10,10,@,NOR,L 13-27,3,3,3,2,2,0,SFO_NOR_2020-11-15
BAL,2020-11-15,3,Sun,9,10,@,NWE,L 17-23,3,3,2,1,1,0,BAL_NWE_2020-11-15
