Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,TO,game_id
MIA,2019-09-08,643,Sun,1,1,,BAL,L 10-59,643,0,MIA_BAL_2019-09-08
HOU,2020-10-18,607,Sun,6,6,@,TEN,L 36-42 (OT),607,2,HOU_TEN_2020-10-18
ATL,2019-10-06,592,Sun,5,5,@,HOU,L 32-53,592,1,ATL_HOU_2019-10-06
DET,2020-12-26,588,Sat,15,16,,TAM,L 7-47,588,0,DET_TAM_2020-12-26
MIN,2020-12-25,583,Fri,15,16,@,NOR,L 33-52,583,2,MIN_NOR_2020-12-25
SEA,2022-11-27,576,Sun,11,12,,LVR,L 34-40 (OT),576,2,SEA_LVR_2022-11-27
PHI,2018-12-09,576,Sun,13,14,@,DAL,L 23-29 (OT),576,3,PHI_DAL_2018-12-09
CIN,2018-10-28,576,Sun,8,8,,TAM,W 37-34,576,4,CIN_TAM_2018-10-28
BAL,2021-12-26,575,Sun,15,16,@,CIN,L 21-41,575,0,BAL_CIN_2021-12-26
ARI,2020-10-25,572,Sun,7,7,,SEA,W 37-34 (OT),572,3,ARI_SEA_2020-10-25
CAR,2021-10-17,571,Sun,6,6,,MIN,L 28-34 (OT),571,1,CAR_MIN_2021-10-17
CIN,2019-09-15,571,Sun,2,2,,SFO,L 17-41,571,1,CIN_SFO_2019-09-15
DET,2022-12-24,570,Sat,15,16,@,CAR,L 23-37,570,0,DET_CAR_2022-12-24
ATL,2020-09-20,570,Sun,2,2,@,DAL,L 39-40,570,3,ATL_DAL_2020-09-20
NWE,2021-10-17,567,Sun,6,6,,DAL,L 29-35 (OT),567,2,NWE_DAL_2021-10-17
CLE,2020-10-04,566,Sun,4,4,@,DAL,W 49-38,566,3,CLE_DAL_2020-10-04
CLE,2018-09-30,565,Sun,4,4,@,OAK,L 42-45 (OT),565,2,CLE_OAK_2018-09-30
GNB,2019-10-06,563,Sun,5,5,@,DAL,W 34-24,563,3,GNB_DAL_2019-10-06
MIA,2021-10-10,558,Sun,5,5,@,TAM,L 17-45,558,0,MIA_TAM_2021-10-10
MIN,2018-09-27,556,Thu,4,4,@,LAR,L 31-38,556,0,MIN_LAR_2018-09-27
DET,2022-10-02,555,Sun,4,4,,SEA,L 45-48,555,1,DET_SEA_2022-10-02
NOR,2017-09-17,555,Sun,2,2,,NWE,L 20-36,555,0,NOR_NWE_2017-09-17
PIT,2022-10-09,552,Sun,5,5,@,BUF,L 3-38,552,2,PIT_BUF_2022-10-09
WAS,2019-12-22,552,Sun,15,16,,NYG,L 35-41 (OT),552,0,WAS_NYG_2019-12-22
OAK,2019-12-08,552,Sun,13,14,,TEN,L 21-42,552,1,OAK_TEN_2019-12-08
NYJ,2021-10-24,551,Sun,6,7,@,NWE,L 13-54,551,0,NYJ_NWE_2021-10-24
CIN,2018-10-21,551,Sun,7,7,@,KAN,L 10-45,551,1,CIN_KAN_2018-10-21
ARI,2019-12-01,549,Sun,12,13,,LAR,L 7-34,549,0,ARI_LAR_2019-12-01
MIA,2017-11-13,548,Mon,9,10,@,CAR,L 21-45,548,0,MIA_CAR_2017-11-13
BAL,2022-09-18,547,Sun,2,2,,MIA,L 38-42,547,2,BAL_MIA_2022-09-18
LAR,2018-11-19,546,Mon,11,11,,KAN,W 54-51,546,5,LAR_KAN_2018-11-19
PHI,2018-11-18,546,Sun,10,11,@,NOR,L 7-48,546,0,PHI_NOR_2018-11-18
BAL,2017-12-10,545,Sun,13,14,@,PIT,L 38-39,545,0,BAL_PIT_2017-12-10
CAR,2020-11-15,544,Sun,10,10,,TAM,L 23-46,544,1,CAR_TAM_2020-11-15
TAM,2020-11-29,543,Sun,12,12,,KAN,L 24-27,543,1,TAM_KAN_2020-11-29
IND,2019-12-08,542,Sun,13,14,@,TAM,L 35-38,542,4,IND_TAM_2019-12-08
CHI,2018-10-14,541,Sun,5,6,@,MIA,L 28-31 (OT),541,3,CHI_MIA_2018-10-14
KAN,2018-09-09,541,Sun,1,1,@,LAC,W 38-28,541,2,KAN_LAC_2018-09-09
HOU,2020-12-27,540,Sun,15,16,,CIN,L 31-37,540,0,HOU_CIN_2020-12-27
NYJ,2018-12-23,540,Sun,15,16,,GNB,L 38-44 (OT),540,1,NYJ_GNB_2018-12-23
ATL,2022-10-23,537,Sun,7,7,@,CIN,L 17-35,537,0,ATL_CIN_2022-10-23
NWE,2017-09-07,537,Thu,1,1,,KAN,L 27-42,537,1,NWE_KAN_2017-09-07
WAS,2017-11-19,535,Sun,10,11,@,NOR,L 31-34 (OT),535,1,WAS_NOR_2017-11-19
DEN,2020-12-19,534,Sat,14,15,,BUF,L 19-48,534,1,DEN_BUF_2020-12-19
ATL,2018-09-23,534,Sun,3,3,,NOR,L 37-43 (OT),534,0,ATL_NOR_2018-09-23
PIT,2021-11-21,533,Sun,10,11,@,LAC,L 37-41,533,1,PIT_LAC_2021-11-21
NYJ,2021-11-04,532,Thu,8,9,@,IND,L 30-45,532,0,NYJ_IND_2021-11-04
SEA,2021-09-19,532,Sun,2,2,,TEN,L 30-33 (OT),532,1,SEA_TEN_2021-09-19
LAC,2021-10-10,531,Sun,5,5,,CLE,W 47-42,531,0,LAC_CLE_2021-10-10
TEN,2019-11-10,530,Sun,10,10,,KAN,W 35-32,530,1,TEN_KAN_2019-11-10
BAL,2019-09-29,530,Sun,4,4,,CLE,L 25-40,530,1,BAL_CLE_2019-09-29
SFO,2022-10-23,529,Sun,7,7,,KAN,L 23-44,529,2,SFO_KAN_2022-10-23
NOR,2018-09-09,529,Sun,1,1,,TAM,L 40-48,529,0,NOR_TAM_2018-09-09
DEN,2018-11-25,527,Sun,11,12,,PIT,W 24-17,527,4,DEN_PIT_2018-11-25
PHI,2020-12-20,526,Sun,14,15,@,ARI,L 26-33,526,3,PHI_ARI_2020-12-20
CIN,2021-01-03,525,Sun,16,17,,BAL,L 3-38,525,1,CIN_BAL_2021-01-03
JAX,2019-12-08,525,Sun,13,14,,LAC,L 10-45,525,0,JAX_LAC_2019-12-08
IND,2021-10-11,523,Mon,5,5,@,BAL,L 25-31 (OT),523,1,IND_BAL_2021-10-11
MIA,2020-09-20,523,Sun,2,2,,BUF,L 28-31,523,1,MIA_BUF_2020-09-20
SEA,2020-09-27,522,Sun,3,3,,DAL,W 38-31,522,3,SEA_DAL_2020-09-27
MIN,2020-09-13,522,Sun,1,1,,GNB,L 34-43,522,0,MIN_GNB_2020-09-13
SFO,2018-10-15,521,Mon,6,6,@,GNB,L 30-33,521,0,SFO_GNB_2018-10-15
DET,2018-10-07,521,Sun,5,5,,GNB,W 31-23,521,3,DET_GNB_2018-10-07
LAC,2018-09-23,521,Sun,3,3,@,LAR,L 23-35,521,2,LAC_LAR_2018-09-23
SEA,2022-10-02,520,Sun,4,4,@,DET,W 48-45,520,2,SEA_DET_2022-10-02
BAL,2021-10-24,520,Sun,7,7,,CIN,L 17-41,520,1,BAL_CIN_2021-10-24
WAS,2021-12-21,519,Tue,14,15,@,PHI,L 17-27,519,2,WAS_PHI_2021-12-21
SEA,2020-10-25,519,Sun,6,7,@,ARI,L 34-37 (OT),519,2,SEA_ARI_2020-10-25
HOU,2018-12-23,519,Sun,15,16,@,PHI,L 30-32,519,3,HOU_PHI_2018-12-23
IND,2022-12-17,518,Sat,14,15,@,MIN,L 36-39 (OT),518,3,IND_MIN_2022-12-17
JAX,2019-12-22,518,Sun,15,16,@,ATL,L 12-24,518,2,JAX_ATL_2019-12-22
TAM,2019-09-29,518,Sun,4,4,@,LAR,W 55-40,518,4,TAM_LAR_2019-09-29
IND,2017-10-22,518,Sun,7,7,,JAX,L 0-27,518,2,IND_JAX_2017-10-22
HOU,2022-09-11,517,Sun,1,1,,IND,T 20-20 (OT),517,2,HOU_IND_2022-09-11
BAL,2020-09-28,517,Mon,3,3,,KAN,L 20-34,517,1,BAL_KAN_2020-09-28
WAS,2019-12-29,517,Sun,16,17,@,DAL,L 16-47,517,1,WAS_DAL_2019-12-29
LVR,2021-11-14,516,Sun,9,10,,KAN,L 14-41,516,1,LVR_KAN_2021-11-14
NOR,2019-12-08,516,Sun,13,14,,SFO,L 46-48,516,1,NOR_SFO_2019-12-08
TAM,2017-11-26,516,Sun,11,12,@,ATL,L 20-34,516,1,TAM_ATL_2017-11-26
NYG,2021-10-10,515,Sun,5,5,@,DAL,L 20-44,515,2,NYG_DAL_2021-10-10
DAL,2017-11-23,515,Thu,11,12,,LAC,L 6-28,515,0,DAL_LAC_2017-11-23
CIN,2019-10-06,514,Sun,5,5,,ARI,L 23-26,514,0,CIN_ARI_2019-10-06
NOR,2019-09-22,514,Sun,3,3,@,SEA,W 33-27,514,1,NOR_SEA_2019-09-22
BAL,2021-10-11,513,Mon,5,5,,IND,W 31-25 (OT),513,1,BAL_IND_2021-10-11
PHI,2020-12-27,513,Sun,15,16,@,DAL,L 17-37,513,1,PHI_DAL_2020-12-27
DEN,2018-10-07,512,Sun,5,5,@,NYJ,L 16-34,512,2,DEN_NYJ_2018-10-07
CIN,2021-10-31,511,Sun,8,8,@,NYJ,L 31-34,511,3,CIN_NYJ_2021-10-31
ARI,2019-10-27,510,Sun,8,8,@,NOR,L 9-31,510,1,ARI_NOR_2019-10-27
SEA,2019-10-27,510,Sun,8,8,@,ATL,W 27-20,510,3,SEA_ATL_2019-10-27
HOU,2019-09-09,510,Mon,1,1,@,NOR,L 28-30,510,1,HOU_NOR_2019-09-09
NYG,2018-11-18,510,Sun,10,11,,TAM,W 38-35,510,4,NYG_TAM_2018-11-18
ATL,2018-10-14,510,Sun,6,6,,TAM,W 34-29,510,2,ATL_TAM_2018-10-14
DAL,2021-11-25,509,Thu,11,12,,LVR,L 33-36 (OT),509,0,DAL_LVR_2021-11-25
DET,2019-11-17,509,Sun,10,11,,DAL,L 27-35,509,1,DET_DAL_2019-11-17
CIN,2018-11-11,509,Sun,9,10,,NOR,L 14-51,509,0,CIN_NOR_2018-11-11
SEA,2017-10-29,509,Sun,7,8,,HOU,W 41-38,509,3,SEA_HOU_2017-10-29
DET,2021-01-03,508,Sun,16,17,,MIN,L 35-37,508,0,DET_MIN_2021-01-03
DAL,2020-10-04,508,Sun,4,4,,CLE,L 38-49,508,0,DAL_CLE_2020-10-04
CAR,2019-10-06,507,Sun,5,5,,JAX,W 34-27,507,3,CAR_JAX_2019-10-06
SEA,2020-09-13,506,Sun,1,1,@,ATL,W 38-25,506,2,SEA_ATL_2020-09-13
JAX,2020-10-04,505,Sun,4,4,@,CIN,L 25-33,505,1,JAX_CIN_2020-10-04
KAN,2017-10-19,505,Thu,7,7,@,OAK,L 30-31,505,0,KAN_OAK_2017-10-19
CHI,2023-01-01,504,Sun,16,17,@,DET,L 10-41,504,0,CHI_DET_2023-01-01
DET,2019-10-20,504,Sun,6,7,,MIN,L 30-42,504,0,DET_MIN_2019-10-20
PHI,2017-12-17,504,Sun,14,15,@,NYG,W 34-29,504,1,PHI_NYG_2017-12-17
DAL,2022-12-18,503,Sun,14,15,@,JAX,L 34-40 (OT),503,3,DAL_JAX_2022-12-18
BAL,2019-09-22,503,Sun,3,3,@,KAN,L 28-33,503,0,BAL_KAN_2019-09-22
NYJ,2018-09-30,503,Sun,4,4,@,JAX,L 12-31,503,3,NYJ_JAX_2018-09-30
HOU,2022-12-18,502,Sun,14,15,,KAN,L 24-30 (OT),502,2,HOU_KAN_2022-12-18
CIN,2019-12-22,502,Sun,15,16,@,MIA,L 35-38 (OT),502,1,CIN_MIA_2019-12-22
KAN,2018-10-07,502,Sun,5,5,,JAX,W 30-14,502,5,KAN_JAX_2018-10-07
WAS,2018-11-11,501,Sun,9,10,@,TAM,W 16-3,501,4,WAS_TAM_2018-11-11
SFO,2017-10-22,501,Sun,7,7,,DAL,L 10-40,501,0,SFO_DAL_2017-10-22
SFO,2023-01-01,500,Sun,16,17,@,LVR,W 37-34 (OT),500,2,SFO_LVR_2023-01-01
GNB,2022-11-27,500,Sun,12,12,@,PHI,L 33-40,500,1,GNB_PHI_2022-11-27
MIN,2021-11-07,500,Sun,8,9,@,BAL,L 31-34 (OT),500,2,MIN_BAL_2021-11-07
KAN,2018-10-14,500,Sun,6,6,@,NWE,L 40-43,500,1,KAN_NWE_2018-10-14
TEN,2022-11-06,499,Sun,8,9,@,KAN,L 17-20 (OT),499,1,TEN_KAN_2022-11-06
WAS,2021-10-17,499,Sun,6,6,,KAN,L 13-31,499,3,WAS_KAN_2021-10-17
NYG,2019-09-22,499,Sun,3,3,@,TAM,W 32-31,499,1,NYG_TAM_2019-09-22
CLE,2018-11-04,499,Sun,9,9,,KAN,L 21-37,499,1,CLE_KAN_2018-11-04
NYJ,2018-11-25,498,Sun,11,12,,NWE,L 13-27,498,0,NYJ_NWE_2018-11-25
MIA,2022-09-25,497,Sun,3,3,,BUF,W 21-19,497,1,MIA_BUF_2022-09-25
DET,2022-01-02,497,Sun,16,17,@,SEA,L 29-51,497,0,DET_SEA_2022-01-02
WAS,2021-12-26,497,Sun,15,16,@,DAL,L 14-56,497,0,WAS_DAL_2021-12-26
MIA,2021-09-26,497,Sun,3,3,@,LVR,L 28-31 (OT),497,1,MIA_LVR_2021-09-26
CIN,2019-10-13,497,Sun,6,6,@,BAL,L 17-23,497,1,CIN_BAL_2019-10-13
LAC,2021-12-16,496,Thu,14,15,,KAN,L 28-34 (OT),496,2,LAC_KAN_2021-12-16
NYJ,2020-11-01,496,Sun,8,8,@,KAN,L 9-35,496,0,NYJ_KAN_2020-11-01
NYJ,2020-10-11,496,Sun,5,5,,ARI,L 10-30,496,1,NYJ_ARI_2020-10-11
DET,2019-12-15,495,Sun,14,15,,TAM,L 17-38,495,1,DET_TAM_2019-12-15
CIN,2018-09-30,495,Sun,4,4,@,ATL,W 37-36,495,0,CIN_ATL_2018-09-30
OAK,2017-12-31,495,Sun,16,17,@,LAC,L 10-30,495,0,OAK_LAC_2017-12-31
ARI,2022-10-20,494,Thu,7,7,,NOR,W 42-34,494,3,ARI_NOR_2022-10-20
NYG,2019-09-08,494,Sun,1,1,@,DAL,L 17-35,494,0,NYG_DAL_2019-09-08
TAM,2017-09-24,494,Sun,2,3,@,MIN,L 17-34,494,0,TAM_MIN_2017-09-24
CLE,2021-10-10,493,Sun,5,5,@,LAC,L 42-47,493,1,CLE_LAC_2021-10-10
BAL,2020-12-14,493,Mon,13,14,@,CLE,W 47-42,493,1,BAL_CLE_2020-12-14
CIN,2018-12-23,493,Sun,15,16,@,CLE,L 18-26,493,0,CIN_CLE_2018-12-23
HOU,2021-01-03,492,Sun,16,17,,TEN,L 38-41,492,1,HOU_TEN_2021-01-03
TAM,2019-11-03,492,Sun,8,9,@,SEA,L 34-40 (OT),492,1,TAM_SEA_2019-11-03
CLE,2022-11-13,491,Sun,9,10,@,MIA,L 17-39,491,0,CLE_MIA_2022-11-13
BAL,2021-09-13,491,Mon,1,1,@,LVR,L 27-33 (OT),491,1,BAL_LVR_2021-09-13
HOU,2019-11-17,491,Sun,10,11,@,BAL,L 7-41,491,0,HOU_BAL_2019-11-17
PHI,2019-09-26,491,Thu,4,4,@,GNB,W 34-27,491,2,PHI_GNB_2019-09-26
JAX,2019-09-08,491,Sun,1,1,,KAN,L 26-40,491,0,JAX_KAN_2019-09-08
WAS,2018-11-04,491,Sun,8,9,,ATL,L 14-38,491,1,WAS_ATL_2018-11-04
KAN,2020-10-11,490,Sun,5,5,,LVR,L 32-40,490,1,KAN_LVR_2020-10-11
NYG,2019-10-06,490,Sun,5,5,,MIN,L 10-28,490,1,NYG_MIN_2019-10-06
NYJ,2021-11-14,489,Sun,9,10,,BUF,L 17-45,489,2,NYJ_BUF_2021-11-14
TAM,2018-12-30,489,Sun,16,17,,ATL,L 32-34,489,1,TAM_ATL_2018-12-30
ARI,2022-09-11,488,Sun,1,1,,KAN,L 21-44,488,1,ARI_KAN_2022-09-11
BUF,2021-12-12,488,Sun,13,14,@,TAM,L 27-33 (OT),488,0,BUF_TAM_2021-12-12
CIN,2020-12-27,488,Sun,15,16,@,HOU,W 37-31,488,1,CIN_HOU_2020-12-27
DET,2020-09-20,488,Sun,2,2,@,GNB,L 21-42,488,0,DET_GNB_2020-09-20
WAS,2017-12-10,488,Sun,13,14,@,LAC,L 13-30,488,1,WAS_LAC_2017-12-10
KAN,2017-12-03,488,Sun,12,13,@,NYJ,L 31-38,488,0,KAN_NYJ_2017-12-03
DET,2020-11-08,487,Sun,8,9,@,MIN,L 20-34,487,0,DET_MIN_2020-11-08
LAR,2018-11-04,487,Sun,9,9,@,NOR,L 35-45,487,1,LAR_NOR_2018-11-04
OAK,2018-09-30,487,Sun,4,4,,CLE,W 45-42 (OT),487,4,OAK_CLE_2018-09-30
MIN,2022-12-04,486,Sun,12,13,,NYJ,W 27-22,486,2,MIN_NYJ_2022-12-04
MIN,2022-11-13,486,Sun,9,10,@,BUF,W 33-30 (OT),486,4,MIN_BUF_2022-11-13
JAX,2022-11-13,486,Sun,10,10,@,KAN,L 17-27,486,3,JAX_KAN_2022-11-13
MIN,2022-09-19,486,Mon,2,2,@,PHI,L 7-24,486,1,MIN_PHI_2022-09-19
IND,2021-11-04,486,Thu,9,9,,NYJ,W 45-30,486,2,IND_NYJ_2021-11-04
JAX,2020-10-11,486,Sun,5,5,@,HOU,L 14-30,486,2,JAX_HOU_2020-10-11
LAC,2022-11-20,485,Sun,10,11,,KAN,L 27-30,485,1,LAC_KAN_2022-11-20
NOR,2021-10-03,485,Sun,4,4,,NYG,L 21-27 (OT),485,1,NOR_NYG_2021-10-03
ATL,2021-01-03,485,Sun,16,17,@,TAM,L 27-44,485,1,ATL_TAM_2021-01-03
DEN,2020-11-01,485,Sun,7,8,,LAC,W 31-30,485,2,DEN_LAC_2020-11-01
GNB,2017-10-22,485,Sun,7,7,,NOR,L 17-26,485,2,GNB_NOR_2017-10-22
JAX,2020-10-25,484,Sun,7,7,@,LAC,L 29-39,484,0,JAX_LAC_2020-10-25
LAC,2020-10-04,484,Sun,4,4,@,TAM,L 31-38,484,1,LAC_TAM_2020-10-04
GNB,2019-10-20,484,Sun,7,7,,OAK,W 42-24,484,2,GNB_OAK_2019-10-20
NOR,2018-11-04,483,Sun,8,9,,LAR,W 45-35,483,1,NOR_LAR_2018-11-04
TAM,2018-09-30,483,Sun,4,4,@,CHI,L 10-48,483,0,TAM_CHI_2018-09-30
CHI,2023-01-08,482,Sun,17,18,,MIN,L 13-29,482,2,CHI_MIN_2023-01-08
CIN,2017-12-10,482,Sun,13,14,,CHI,L 7-33,482,0,CIN_CHI_2017-12-10
BUF,2017-11-12,482,Sun,9,10,,NOR,L 10-47,482,1,BUF_NOR_2017-11-12
PIT,2017-10-29,482,Sun,8,8,@,DET,W 20-15,482,1,PIT_DET_2017-10-29
BUF,2022-11-13,481,Sun,9,10,,MIN,L 30-33 (OT),481,2,BUF_MIN_2022-11-13
MIN,2022-01-02,481,Sun,16,17,@,GNB,L 10-37,481,0,MIN_GNB_2022-01-02
WAS,2021-09-26,481,Sun,3,3,@,BUF,L 21-43,481,0,WAS_BUF_2021-09-26
KAN,2021-09-19,481,Sun,2,2,@,BAL,L 35-36,481,2,KAN_BAL_2021-09-19
CLE,2019-12-22,481,Sun,15,16,,BAL,L 15-31,481,1,CLE_BAL_2019-12-22
OAK,2019-10-20,481,Sun,6,7,@,GNB,L 24-42,481,0,OAK_GNB_2019-10-20
CIN,2018-10-14,481,Sun,6,6,,PIT,L 21-28,481,0,CIN_PIT_2018-10-14
TEN,2020-09-20,480,Sun,2,2,,JAX,W 33-30,480,2,TEN_JAX_2020-09-20
LAR,2019-11-25,480,Mon,11,12,,BAL,L 6-45,480,0,LAR_BAL_2019-11-25
NWE,2018-09-16,480,Sun,2,2,@,JAX,L 20-31,480,2,NWE_JAX_2018-09-16
GNB,2018-09-16,480,Sun,2,2,,MIN,T 29-29 (OT),480,1,GNB_MIN_2018-09-16
KAN,2020-09-20,479,Sun,2,2,@,LAC,W 23-20 (OT),479,1,KAN_LAC_2020-09-20
DEN,2018-11-18,479,Sun,10,11,@,LAC,W 23-22,479,2,DEN_LAC_2018-11-18
HOU,2017-10-29,479,Sun,7,8,@,SEA,L 38-41,479,1,HOU_SEA_2017-10-29
CAR,2023-01-01,478,Sun,16,17,@,TAM,L 24-30,478,1,CAR_TAM_2023-01-01
ATL,2022-10-30,478,Sun,8,8,,CAR,W 37-34 (OT),478,1,ATL_CAR_2022-10-30
BUF,2020-09-27,478,Sun,3,3,,LAR,W 35-32,478,2,BUF_LAR_2020-09-27
HOU,2018-09-30,478,Sun,4,4,@,IND,W 37-34 (OT),478,2,HOU_IND_2018-09-30
DAL,2020-12-27,477,Sun,15,16,,PHI,W 37-17,477,3,DAL_PHI_2020-12-27
DEN,2019-12-29,477,Sun,16,17,,OAK,W 16-15,477,1,DEN_OAK_2019-12-29
SEA,2019-10-03,477,Thu,5,5,,LAR,W 30-29,477,2,SEA_LAR_2019-10-03
ARI,2019-09-08,477,Sun,1,1,,DET,T 27-27 (OT),477,2,ARI_DET_2019-09-08
IND,2017-10-01,477,Sun,4,4,@,SEA,L 18-46,477,2,IND_SEA_2017-10-01
DET,2022-10-30,476,Sun,7,8,,MIA,L 27-31,476,1,DET_MIA_2022-10-30
SEA,2021-10-07,476,Thu,5,5,,LAR,L 17-26,476,1,SEA_LAR_2021-10-07
MIA,2019-09-22,476,Sun,3,3,@,DAL,L 6-31,476,1,MIA_DAL_2019-09-22
SEA,2018-11-25,476,Sun,11,12,@,CAR,W 30-27,476,1,SEA_CAR_2018-11-25
PHI,2022-01-08,475,Sat,17,18,,DAL,L 26-51,475,0,PHI_DAL_2022-01-08
KAN,2022-01-02,475,Sun,16,17,@,CIN,L 31-34,475,0,KAN_CIN_2022-01-02
LAR,2019-12-15,475,Sun,14,15,@,DAL,L 21-44,475,0,LAR_DAL_2019-12-15
KAN,2018-09-16,475,Sun,2,2,@,PIT,W 42-37,475,0,KAN_PIT_2018-09-16
TAM,2018-09-09,475,Sun,1,1,@,NOR,W 48-40,475,2,TAM_NOR_2018-09-09
MIN,2021-09-19,474,Sun,2,2,@,ARI,L 33-34,474,2,MIN_ARI_2021-09-19
NWE,2020-12-28,474,Mon,15,16,,BUF,L 9-38,474,0,NWE_BUF_2020-12-28
WAS,2019-09-15,474,Sun,2,2,,DAL,L 21-31,474,1,WAS_DAL_2019-09-15
NYJ,2017-12-03,474,Sun,12,13,,KAN,W 38-31,474,0,NYJ_KAN_2017-12-03
NYG,2017-11-12,474,Sun,9,10,@,SFO,L 21-31,474,2,NYG_SFO_2017-11-12
MIA,2022-09-18,473,Sun,2,2,@,BAL,W 42-38,473,0,MIA_BAL_2022-09-18
OAK,2019-11-03,473,Sun,8,9,,DET,W 31-24,473,2,OAK_DET_2019-11-03
NYG,2017-11-05,473,Sun,8,9,,LAR,L 17-51,473,0,NYG_LAR_2017-11-05
IND,2017-10-16,473,Mon,6,6,@,TEN,L 22-36,473,1,IND_TEN_2017-10-16
KAN,2019-10-13,472,Sun,6,6,,HOU,L 24-31,472,3,KAN_HOU_2019-10-13
CLE,2018-09-09,472,Sun,1,1,,PIT,T 21-21 (OT),472,6,CLE_PIT_2018-09-09
SFO,2017-12-24,472,Sun,15,16,,JAX,W 44-33,472,3,SFO_JAX_2017-12-24
OAK,2017-09-24,472,Sun,3,3,@,WAS,L 10-27,472,2,OAK_WAS_2017-09-24
LAC,2023-01-08,471,Sun,17,18,@,DEN,L 28-31,471,2,LAC_DEN_2023-01-08
JAX,2022-01-02,471,Sun,16,17,@,NWE,L 10-50,471,0,JAX_NWE_2022-01-02
PHI,2021-10-03,471,Sun,4,4,,KAN,L 30-42,471,1,PHI_KAN_2021-10-03
MIA,2020-11-01,471,Sun,7,8,,LAR,W 28-17,471,4,MIA_LAR_2020-11-01
JAX,2019-11-24,471,Sun,11,12,@,TEN,L 20-42,471,2,JAX_TEN_2019-11-24
MIN,2018-12-02,471,Sun,12,13,@,NWE,L 10-24,471,1,MIN_NWE_2018-12-02
JAX,2017-10-01,471,Sun,4,4,@,NYJ,L 20-23 (OT),471,2,JAX_NYJ_2017-10-01
CIN,2019-10-27,470,Sun,8,8,@,LAR,L 10-24,470,0,CIN_LAR_2019-10-27
DAL,2019-09-08,470,Sun,1,1,,NYG,W 35-17,470,2,DAL_NYG_2019-09-08
SEA,2018-09-09,470,Sun,1,1,@,DEN,L 24-27,470,3,SEA_DEN_2018-09-09
NOR,2017-09-11,470,Mon,1,1,@,MIN,L 19-29,470,0,NOR_MIN_2017-09-11
OAK,2018-12-02,469,Sun,12,13,,KAN,L 33-40,469,1,OAK_KAN_2018-12-02
CLE,2020-10-25,468,Sun,7,7,@,CIN,W 37-34,468,2,CLE_CIN_2020-10-25
SEA,2018-10-07,468,Sun,5,5,,LAR,L 31-33,468,2,SEA_LAR_2018-10-07
NYJ,2022-01-02,467,Sun,16,17,,TAM,L 24-28,467,1,NYJ_TAM_2022-01-02
MIN,2021-11-21,467,Sun,10,11,,GNB,W 34-31,467,0,MIN_GNB_2021-11-21
HOU,2021-10-31,467,Sun,8,8,,LAR,L 22-38,467,0,HOU_LAR_2021-10-31
CHI,2021-10-31,467,Sun,8,8,,SFO,L 22-33,467,0,CHI_SFO_2021-10-31
NWE,2020-10-25,467,Sun,6,7,,SFO,L 6-33,467,2,NWE_SFO_2020-10-25
HOU,2019-12-29,467,Sun,16,17,,TEN,L 14-35,467,0,HOU_TEN_2019-12-29
MIA,2019-11-24,467,Sun,11,12,@,CLE,L 24-41,467,1,MIA_CLE_2019-11-24
OAK,2019-09-15,467,Sun,2,2,,KAN,L 10-28,467,1,OAK_KAN_2019-09-15
MIA,2018-10-14,467,Sun,6,6,,CHI,W 31-28 (OT),467,3,MIA_CHI_2018-10-14
CHI,2022-11-27,466,Sun,12,12,@,NYJ,L 10-31,466,0,CHI_NYJ_2022-11-27
TAM,2021-12-12,466,Sun,13,14,,BUF,W 33-27 (OT),466,1,TAM_BUF_2021-12-12
CIN,2021-10-10,466,Sun,5,5,,GNB,L 22-25 (OT),466,1,CIN_GNB_2021-10-10
BUF,2020-10-19,466,Mon,6,6,,KAN,L 17-26,466,1,BUF_KAN_2020-10-19
IND,2018-09-30,466,Sun,4,4,,HOU,L 34-37 (OT),466,1,IND_HOU_2018-09-30
CLE,2022-10-09,465,Sun,5,5,,LAC,L 28-30,465,0,CLE_LAC_2022-10-09
LAR,2021-10-03,465,Sun,4,4,,ARI,L 20-37,465,0,LAR_ARI_2021-10-03
DEN,2021-01-03,465,Sun,16,17,,LVR,L 31-32,465,4,DEN_LVR_2021-01-03
SFO,2019-12-08,465,Sun,13,14,@,NOR,W 48-46,465,1,SFO_NOR_2019-12-08
PIT,2019-09-08,465,Sun,1,1,@,NWE,L 3-33,465,0,PIT_NWE_2019-09-08
MIN,2022-12-11,464,Sun,13,14,@,DET,L 23-34,464,0,MIN_DET_2022-12-11
CAR,2022-11-06,464,Sun,9,9,@,CIN,L 21-42,464,0,CAR_CIN_2022-11-06
DET,2020-11-15,464,Sun,9,10,,WAS,W 30-27,464,1,DET_WAS_2020-11-15
TEN,2020-09-27,464,Sun,3,3,@,MIN,W 31-30,464,3,TEN_MIN_2020-09-27
SEA,2020-09-20,464,Sun,2,2,,NWE,W 35-30,464,1,SEA_NWE_2020-09-20
LAR,2019-09-29,464,Sun,4,4,,TAM,L 40-55,464,1,LAR_TAM_2019-09-29
KAN,2018-12-23,464,Sun,15,16,@,SEA,L 31-38,464,0,KAN_SEA_2018-12-23
HOU,2017-12-17,464,Sun,14,15,@,JAX,L 7-45,464,0,HOU_JAX_2017-12-17
DET,2020-12-20,463,Sun,14,15,@,TEN,L 25-46,463,0,DET_TEN_2020-12-20
ARI,2020-12-06,463,Sun,12,13,,LAR,L 28-38,463,1,ARI_LAR_2020-12-06
