Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,game_id
BUF,2021-10-31,351,Sun,7,8,,MIA,W 26-11,351,66,5.32,64,4.09,0,30:47,3:11,BUF_MIA_2021-10-31
DET,2021-10-03,351,Sun,4,4,@,CHI,L 14-24,351,67,5.24,57,6.54,2,31:17,2:57,DET_CHI_2021-10-03
DEN,2020-11-01,351,Sun,7,8,,LAC,W 31-30,351,59,5.95,84,5.77,1,24:07,3:27,DEN_LAC_2020-11-01
SFO,2020-11-01,351,Sun,8,8,@,SEA,L 27-37,351,66,5.32,67,5.22,2,29:02,3:07,SFO_SEA_2020-11-01
CAR,2019-11-24,351,Sun,11,12,@,NOR,L 31-34,351,69,5.09,59,7.08,1,31:33,3:26,CAR_NOR_2019-11-24
CLE,2019-11-03,351,Sun,8,9,@,DEN,L 19-24,351,73,4.81,43,7.02,0,35:30,3:08,CLE_DEN_2019-11-03
SFO,2018-12-16,351,Sun,14,15,,SEA,W 26-23 (OT),351,58,6.05,69,5.58,1,29:40,3:18,SFO_SEA_2018-12-16
BAL,2018-10-21,351,Sun,7,7,,NOR,L 23-24,351,64,5.48,70,4.84,0,26:29,3:03,BAL_NOR_2018-10-21
GNB,2018-09-16,351,Sun,2,2,,MIN,T 29-29 (OT),351,70,5.01,68,7.06,0,38:08,3:37,GNB_MIN_2018-09-16
MIN,2017-10-15,351,Sun,6,6,,GNB,W 23-10,351,70,5.01,65,3.49,2,32:09,3:16,MIN_GNB_2017-10-15
PIT,2022-12-24,350,Sat,15,16,,LVR,W 13-10,350,66,5.30,52,3.87,1,32:39,2:53,PIT_LVR_2022-12-24
TAM,2022-12-05,350,Mon,12,13,,NOR,W 17-16,350,75,4.67,56,5.32,2,30:05,2:57,TAM_NOR_2022-12-05
DEN,2022-09-18,350,Sun,2,2,,HOU,W 16-9,350,65,5.38,59,3.97,1,32:33,3:04,DEN_HOU_2022-09-18
MIA,2021-11-11,350,Thu,10,10,,BAL,W 22-10,350,62,5.65,70,4.34,0,28:12,3:24,MIA_BAL_2021-11-11
PHI,2021-10-31,350,Sun,8,8,@,DET,W 44-6,350,62,5.65,58,3.93,0,35:00,2:48,PHI_DET_2021-10-31
NYJ,2021-01-03,350,Sun,16,17,@,NWE,L 14-28,350,62,5.65,63,6.41,2,33:32,3:01,NYJ_NWE_2021-01-03
ARI,2020-12-26,350,Sat,15,16,,SFO,L 12-20,350,80,4.38,55,7.24,2,32:16,2:58,ARI_SFO_2020-12-26
IND,2020-12-20,350,Sun,14,15,,HOU,W 27-20,350,53,6.60,67,6.34,0,29:10,2:49,IND_HOU_2020-12-20
CHI,2020-11-29,350,Sun,11,12,@,GNB,L 25-41,350,65,5.38,68,5.78,3,22:16,3:05,CHI_GNB_2020-11-29
NYG,2020-11-08,350,Sun,9,9,@,WAS,W 23-20,350,74,4.73,50,8.04,0,36:27,2:57,NYG_WAS_2020-11-08
SEA,2020-11-01,350,Sun,7,8,,SFO,W 37-27,350,67,5.22,66,5.32,0,30:58,3:07,SEA_SFO_2020-11-01
LAC,2020-10-12,350,Mon,5,5,@,NOR,L 27-30 (OT),350,69,5.07,75,5.44,0,30:42,3:20,LAC_NOR_2020-10-12
BAL,2020-10-04,350,Sun,4,4,@,WAS,W 31-17,350,56,6.25,70,4.90,2,29:22,2:50,BAL_WAS_2020-10-04
KAN,2019-12-22,350,Sun,15,16,@,CHI,W 26-3,350,63,5.56,59,3.97,0,33:24,2:47,KAN_CHI_2019-12-22
DEN,2019-10-06,350,Sun,5,5,@,LAC,W 20-13,350,55,6.36,64,3.84,2,29:36,3:03,DEN_LAC_2019-10-06
CAR,2018-10-14,350,Sun,5,6,@,WAS,L 17-23,350,59,5.93,67,4.30,3,24:36,2:55,CAR_WAS_2018-10-14
CAR,2018-10-07,350,Sun,4,5,,NYG,W 33-31,350,67,5.22,54,8.00,2,35:27,3:21,CAR_NYG_2018-10-07
CIN,2017-10-01,350,Sun,4,4,@,CLE,W 31-7,350,63,5.56,61,3.52,1,35:02,2:56,CIN_CLE_2017-10-01
TEN,2017-09-10,350,Sun,1,1,,OAK,L 16-26,350,63,5.56,63,5.70,0,28:21,2:59,TEN_OAK_2017-09-10
KAN,2023-01-07,349,Sat,17,18,@,LVR,W 31-13,349,56,6.23,67,4.16,0,25:47,2:50,KAN_LVR_2023-01-07
WAS,2022-12-24,349,Sat,15,16,@,SFO,L 20-37,349,69,5.06,51,7.27,2,33:35,3:10,WAS_SFO_2022-12-24
KAN,2022-12-04,349,Sun,12,13,@,CIN,L 24-27,349,54,6.46,66,6.53,1,27:54,2:56,KAN_CIN_2022-12-04
CAR,2022-11-27,349,Sun,12,12,,DEN,W 23-10,349,65,5.37,57,4.32,1,37:03,3:06,CAR_DEN_2022-11-27
TAM,2022-10-27,349,Thu,8,8,,BAL,L 22-27,349,62,5.63,74,6.12,1,21:37,3:08,TAM_BAL_2022-10-27
CLE,2021-11-21,349,Sun,11,11,,DET,W 13-10,349,66,5.29,46,5.33,2,34:56,3:02,CLE_DET_2021-11-21
IND,2021-10-03,349,Sun,4,4,@,MIA,W 27-17,349,67,5.21,49,4.14,1,37:09,3:00,IND_MIA_2021-10-03
NWE,2020-11-01,349,Sun,7,8,@,BUF,L 21-24,349,61,5.72,57,5.95,1,30:46,2:50,NWE_BUF_2020-11-01
PIT,2020-09-14,349,Mon,1,1,@,NYG,W 26-16,349,64,5.45,64,4.55,1,31:44,2:55,PIT_NYG_2020-09-14
ATL,2019-11-17,349,Sun,10,11,@,CAR,W 29-3,349,61,5.72,70,4.96,0,31:26,3:04,ATL_CAR_2019-11-17
ARI,2019-09-15,349,Sun,2,2,@,BAL,L 17-23,349,54,6.46,72,6.11,0,22:22,3:09,ARI_BAL_2019-09-15
LAR,2019-09-08,349,Sun,1,1,@,CAR,W 30-27,349,72,4.85,64,5.36,1,33:16,3:12,LAR_CAR_2019-09-08
LAC,2018-09-16,349,Sun,2,2,@,BUF,W 31-20,349,55,6.35,60,4.88,0,33:02,3:07,LAC_BUF_2018-09-16
NYJ,2018-09-10,349,Mon,1,1,@,DET,W 48-17,349,59,5.92,67,5.06,2,33:07,3:18,NYJ_DET_2018-09-10
MIA,2017-12-17,349,Sun,14,15,@,BUF,L 16-24,349,73,4.78,61,5.38,3,32:25,3:05,MIA_BUF_2017-12-17
CHI,2017-12-16,349,Sat,14,15,@,DET,L 10-20,349,63,5.54,57,5.14,3,30:55,3:04,CHI_DET_2017-12-16
PIT,2017-11-16,349,Thu,10,11,,TEN,W 40-17,349,69,5.06,60,5.27,0,31:40,3:17,PIT_TEN_2017-11-16
LAC,2017-10-29,349,Sun,8,8,@,NWE,L 13-21,349,52,6.71,82,5.05,1,23:01,2:59,LAC_NWE_2017-10-29
NOR,2022-12-18,348,Sun,14,15,,ATL,W 21-18,348,55,6.33,69,4.64,1,29:04,2:52,NOR_ATL_2022-12-18
CIN,2022-10-16,348,Sun,6,6,@,NOR,W 30-26,348,54,6.44,71,5.62,1,27:46,2:58,CIN_NOR_2022-10-16
NYJ,2022-10-02,348,Sun,4,4,@,PIT,W 24-20,348,67,5.19,60,4.95,2,29:59,3:13,NYJ_PIT_2022-10-02
CIN,2021-11-07,348,Sun,9,9,,CLE,L 16-41,348,70,4.97,46,7.85,3,35:22,3:07,CIN_CLE_2021-11-07
ATL,2021-09-19,348,Sun,2,2,@,TAM,L 25-48,348,69,5.04,60,5.68,3,33:31,3:10,ATL_TAM_2021-09-19
SEA,2019-12-29,348,Sun,16,17,,SFO,L 21-26,348,71,4.90,48,8.29,0,32:56,3:05,SEA_SFO_2019-12-29
DEN,2019-12-22,348,Sun,15,16,,DET,W 27-17,348,67,5.19,49,3.90,0,36:08,2:54,DEN_DET_2019-12-22
ATL,2019-11-28,348,Thu,12,13,,NOR,L 18-26,348,85,4.09,49,5.69,3,35:37,3:12,ATL_NOR_2019-11-28
SEA,2019-11-24,348,Sun,11,12,@,PHI,W 17-9,348,57,6.11,71,4.85,2,28:05,3:12,SEA_PHI_2019-11-24
LAC,2019-10-13,348,Sun,6,6,,PIT,L 17-24,348,59,5.90,56,4.57,3,25:55,2:55,LAC_PIT_2019-10-13
CLE,2018-12-09,348,Sun,13,14,,CAR,W 26-20,348,45,7.73,69,5.70,2,26:10,3:10,CLE_CAR_2018-12-09
DEN,2018-11-04,348,Sun,9,9,,HOU,L 17-19,348,64,5.44,61,4.75,1,27:35,3:05,DEN_HOU_2018-11-04
PIT,2017-12-31,348,Sun,16,17,,CLE,W 28-24,348,58,6.00,63,5.94,2,29:05,3:05,PIT_CLE_2017-12-31
OAK,2017-11-26,348,Sun,11,12,,DEN,W 21-14,348,63,5.52,57,3.79,1,35:54,3:09,OAK_DEN_2017-11-26
TAM,2022-09-11,347,Sun,1,1,@,DAL,W 19-3,347,62,5.60,64,3.81,1,32:42,2:57,TAM_DAL_2022-09-11
CHI,2021-12-12,347,Sun,13,14,@,GNB,L 30-45,347,58,5.98,64,6.86,3,25:00,3:16,CHI_GNB_2021-12-12
LAR,2021-11-07,347,Sun,9,9,,TEN,L 16-28,347,74,4.69,56,3.46,2,32:21,3:08,LAR_TEN_2021-11-07
NOR,2021-01-03,347,Sun,16,17,@,CAR,W 33-7,347,64,5.42,60,5.33,0,30:54,2:52,NOR_CAR_2021-01-03
SEA,2020-11-19,347,Thu,10,11,,ARI,W 28-21,347,62,5.60,63,4.98,0,35:07,3:12,SEA_ARI_2020-11-19
LVR,2020-10-25,347,Sun,6,7,,TAM,L 20-45,347,63,5.51,70,6.49,1,31:04,3:09,LVR_TAM_2020-10-25
CAR,2019-11-17,347,Sun,10,11,,ATL,L 3-29,347,70,4.96,61,5.72,4,28:34,3:04,CAR_ATL_2019-11-17
SEA,2019-10-20,347,Sun,7,7,,BAL,L 16-30,347,68,5.10,56,6.07,2,30:06,3:05,SEA_BAL_2019-10-20
OAK,2018-10-28,347,Sun,7,8,,IND,L 28-42,347,47,7.38,71,6.49,1,23:30,3:01,OAK_IND_2018-10-28
DET,2017-10-15,347,Sun,6,6,@,NOR,L 38-52,347,76,4.57,67,5.66,5,27:49,3:47,DET_NOR_2017-10-15
NOR,2017-10-01,347,Sun,4,4,@,MIA,W 20-0,347,70,4.96,47,3.96,0,34:28,3:04,NOR_MIA_2017-10-01
MIN,2023-01-01,346,Sun,16,17,@,GNB,L 17-41,346,57,6.07,61,5.16,4,25:56,2:54,MIN_GNB_2023-01-01
SEA,2023-01-01,346,Sun,16,17,,NYJ,W 23-6,346,71,4.87,67,4.16,0,33:38,3:04,SEA_NYJ_2023-01-01
SFO,2022-10-16,346,Sun,6,6,@,ATL,L 14-28,346,57,6.07,56,5.16,3,26:35,2:51,SFO_ATL_2022-10-16
HOU,2022-10-02,346,Sun,4,4,,LAC,L 24-34,346,53,6.53,67,6.25,2,28:21,3:00,HOU_LAC_2022-10-02
LVR,2022-01-09,346,Sun,17,18,,LAC,W 35-32 (OT),346,74,4.68,88,5.00,0,38:41,3:52,LVR_LAC_2022-01-09
IND,2021-12-25,346,Sat,15,16,@,ARI,W 22-16,346,63,5.49,64,5.91,0,35:29,3:04,IND_ARI_2021-12-25
GNB,2021-12-19,346,Sun,14,15,@,BAL,W 31-30,346,59,5.86,67,5.28,0,31:10,3:06,GNB_BAL_2021-12-19
NYG,2021-09-26,346,Sun,3,3,,ATL,L 14-17,346,64,5.41,59,5.02,1,31:51,2:59,NYG_ATL_2021-09-26
PHI,2020-11-15,346,Sun,9,10,@,NYG,L 17-27,346,63,5.49,67,5.70,0,28:17,3:05,PHI_NYG_2020-11-15
KAN,2019-12-08,346,Sun,13,14,@,NWE,W 23-16,346,70,4.94,62,4.48,2,34:21,3:15,KAN_NWE_2019-12-08
IND,2019-09-29,346,Sun,4,4,,OAK,L 24-31,346,69,5.01,64,5.89,2,26:19,3:11,IND_OAK_2019-09-29
CLE,2019-09-08,346,Sun,1,1,,TEN,L 13-43,346,63,5.49,56,6.05,3,30:42,3:12,CLE_TEN_2019-09-08
NOR,2018-12-17,346,Mon,14,15,@,CAR,W 12-9,346,69,5.01,57,4.33,2,35:09,3:02,NOR_CAR_2018-12-17
SFO,2018-09-16,346,Sun,2,2,,DET,W 30-27,346,60,5.77,73,5.85,0,29:34,3:20,SFO_DET_2018-09-16
MIN,2017-12-17,346,Sun,14,15,,CIN,W 34-7,346,61,5.67,51,3.16,1,35:52,3:01,MIN_CIN_2017-12-17
NOR,2017-11-26,346,Sun,11,12,@,LAR,L 20-26,346,52,6.65,73,5.68,0,24:34,3:11,NOR_LAR_2017-11-26
CLE,2017-09-24,346,Sun,3,3,@,IND,L 28-31,346,69,5.01,63,5.32,3,26:33,3:18,CLE_IND_2017-09-24
GNB,2022-12-19,345,Mon,14,15,,LAR,W 24-12,345,68,5.07,43,3.63,2,37:19,2:57,GNB_LAR_2022-12-19
PIT,2021-10-17,345,Sun,6,6,,SEA,W 23-20 (OT),345,71,4.86,64,4.83,1,37:33,3:40,PIT_SEA_2021-10-17
LAC,2020-12-13,345,Sun,13,14,,ATL,W 20-17,345,71,4.86,55,5.80,1,34:15,2:47,LAC_ATL_2020-12-13
MIA,2020-11-29,345,Sun,11,12,@,NYJ,W 20-3,345,68,5.07,53,4.91,2,32:37,2:56,MIA_NYJ_2020-11-29
SFO,2020-11-29,345,Sun,11,12,@,LAR,W 23-20,345,70,4.93,61,5.05,3,34:03,3:11,SFO_LAR_2020-11-29
LAC,2019-12-15,345,Sun,14,15,,MIN,L 10-39,345,61,5.66,62,5.55,7,27:39,2:59,LAC_MIN_2019-12-15
CAR,2019-12-08,345,Sun,13,14,@,ATL,L 20-40,345,68,5.07,67,6.88,4,28:16,3:11,CAR_ATL_2019-12-08
ATL,2019-09-08,345,Sun,1,1,@,MIN,L 12-28,345,67,5.15,49,5.49,3,30:13,3:07,ATL_MIN_2019-09-08
MIA,2017-12-24,345,Sun,15,16,@,KAN,L 13-29,345,54,6.39,74,5.46,2,22:07,3:11,MIA_KAN_2017-12-24
CLE,2017-12-10,345,Sun,13,14,,GNB,L 21-27 (OT),345,57,6.05,74,4.61,2,28:38,3:19,CLE_GNB_2017-12-10
CAR,2017-12-10,345,Sun,13,14,,MIN,W 31-24,345,63,5.48,71,5.01,1,31:18,3:06,CAR_MIN_2017-12-10
DET,2017-11-12,345,Sun,9,10,,CLE,W 38-24,345,49,7.04,77,5.36,1,25:26,3:06,DET_CLE_2017-11-12
CLE,2022-12-11,344,Sun,13,14,@,CIN,L 10-23,344,70,4.91,61,5.95,1,31:52,3:06,CLE_CIN_2022-12-11
TEN,2022-11-27,344,Sun,11,12,,CIN,L 16-20,344,56,6.14,66,5.67,0,28:14,2:58,TEN_CIN_2022-11-27
WAS,2022-11-20,344,Sun,11,11,@,HOU,W 23-10,344,67,5.13,54,2.74,0,34:56,2:54,WAS_HOU_2022-11-20
MIN,2022-10-02,344,Sun,4,4,@,NOR,W 28-25,344,67,5.13,57,5.93,1,32:13,3:02,MIN_NOR_2022-10-02
NOR,2021-12-12,344,Sun,13,14,@,NYJ,W 30-9,344,68,5.06,62,4.13,0,38:52,3:01,NOR_NYJ_2021-12-12
DET,2021-09-20,344,Mon,2,2,@,GNB,L 17-35,344,56,6.14,61,5.30,2,26:35,2:55,DET_GNB_2021-09-20
SFO,2020-12-13,344,Sun,13,14,,WAS,L 15-23,344,76,4.53,62,3.11,3,32:11,3:18,SFO_WAS_2020-12-13
TAM,2020-11-02,344,Mon,8,8,@,NYG,W 25-23,344,66,5.21,69,5.17,1,30:10,3:08,TAM_NYG_2020-11-02
DAL,2020-10-19,344,Mon,6,6,,ARI,L 10-38,344,84,4.10,60,7.30,4,33:37,3:06,DAL_ARI_2020-10-19
MIN,2019-12-15,344,Sun,14,15,@,LAC,W 39-10,344,62,5.55,61,5.66,1,32:21,2:59,MIN_LAC_2019-12-15
PHI,2019-11-24,344,Sun,11,12,,SEA,L 9-17,344,71,4.85,57,6.11,5,31:55,3:12,PHI_SEA_2019-11-24
BUF,2019-11-10,344,Sun,9,10,@,CLE,L 16-19,344,62,5.55,66,5.58,0,28:14,3:14,BUF_CLE_2019-11-10
LAR,2019-09-22,344,Sun,3,3,@,CLE,W 20-13,344,64,5.38,63,4.29,3,28:23,3:04,LAR_CLE_2019-09-22
DEN,2019-09-09,344,Mon,1,1,@,OAK,L 16-24,344,57,6.04,54,6.61,0,27:15,2:49,DEN_OAK_2019-09-09
ATL,2018-12-09,344,Sun,13,14,@,GNB,L 20-34,344,68,5.06,61,4.92,2,30:49,3:12,ATL_GNB_2018-12-09
LAR,2018-12-02,344,Sun,12,13,@,DET,W 30-16,344,64,5.38,64,4.84,2,28:16,3:14,LAR_DET_2018-12-02
LAC,2018-10-21,344,Sun,7,7,,TEN,W 20-19,344,44,7.82,67,5.82,0,24:37,2:54,LAC_TEN_2018-10-21
TEN,2017-12-03,344,Sun,12,13,,HOU,W 24-13,344,50,6.88,75,5.12,1,26:11,3:29,TEN_HOU_2017-12-03
ARI,2017-11-26,344,Sun,11,12,,JAX,W 27-24,344,70,4.91,58,3.78,2,34:39,3:18,ARI_JAX_2017-11-26
OAK,2017-11-19,344,Sun,10,11,,NWE,L 8-33,344,71,4.85,58,7.26,2,32:23,3:06,OAK_NWE_2017-11-19
WAS,2017-10-23,344,Mon,6,7,@,PHI,L 24-34,344,62,5.55,61,6.08,1,30:15,3:09,WAS_PHI_2017-10-23
GNB,2017-09-24,344,Sun,3,3,,CIN,W 27-24 (OT),344,65,5.29,60,5.02,1,29:21,3:18,GNB_CIN_2017-09-24
KAN,2017-09-17,344,Sun,2,2,,PHI,W 27-20,344,51,6.75,69,5.88,0,29:11,3:07,KAN_PHI_2017-09-17
NOR,2017-09-11,344,Mon,1,1,@,MIN,L 19-29,344,59,5.83,63,7.46,0,28:44,2:55,NOR_MIN_2017-09-11
CAR,2022-10-23,343,Sun,7,7,,TAM,W 21-3,343,50,6.86,66,4.88,0,29:24,2:44,CAR_TAM_2022-10-23
DEN,2021-09-26,343,Sun,3,3,,NYJ,W 26-0,343,64,5.36,53,3.06,1,35:47,2:54,DEN_NYJ_2021-09-26
WAS,2020-10-04,343,Sun,4,4,,BAL,L 17-31,343,70,4.90,56,6.25,1,30:38,2:50,WAS_BAL_2020-10-04
CAR,2019-09-08,343,Sun,1,1,,LAR,L 27-30,343,64,5.36,72,4.85,3,26:44,3:12,CAR_LAR_2019-09-08
PIT,2018-12-30,343,Sun,16,17,,CIN,W 16-13,343,66,5.20,46,4.26,1,34:22,3:00,PIT_CIN_2018-12-30
MIN,2018-09-09,343,Sun,1,1,,SFO,W 24-16,343,71,4.83,61,5.36,1,31:09,3:12,MIN_SFO_2018-09-09
ATL,2017-12-07,343,Thu,13,14,,NOR,W 20-17,343,65,5.28,52,5.88,3,34:41,3:00,ATL_NOR_2017-12-07
ATL,2017-10-22,343,Sun,6,7,@,NWE,L 7-23,343,56,6.13,67,6.01,0,25:55,2:55,ATL_NWE_2017-10-22
LAC,2017-10-15,343,Sun,6,6,@,OAK,W 17-16,343,65,5.28,53,5.17,1,32:03,2:50,LAC_OAK_2017-10-15
PHI,2023-01-08,342,Sun,17,18,,NYG,W 22-16,342,72,4.75,63,4.51,1,31:26,2:57,PHI_NYG_2023-01-08
GNB,2022-11-27,342,Sun,12,12,@,PHI,L 33-40,342,49,6.98,79,6.33,2,24:26,3:09,GNB_PHI_2022-11-27
LVR,2021-12-26,342,Sun,15,16,,DEN,W 17-13,342,67,5.10,40,3.95,3,36:37,2:32,LVR_DEN_2021-12-26
WAS,2021-10-31,342,Sun,8,8,@,DEN,L 10-17,342,68,5.03,51,5.35,2,31:50,2:56,WAS_DEN_2021-10-31
PIT,2021-09-26,342,Sun,3,3,,CIN,L 10-24,342,77,4.44,42,6.38,2,35:22,3:02,PIT_CIN_2021-09-26
NWE,2019-11-03,342,Sun,9,9,@,BAL,L 20-37,342,65,5.26,65,5.72,2,22:59,2:59,NWE_BAL_2019-11-03
HOU,2018-12-30,342,Sun,16,17,,JAX,W 20-3,342,74,4.62,47,2.53,1,35:07,2:53,HOU_JAX_2018-12-30
CLE,2018-11-25,342,Sun,11,12,@,CIN,W 35-20,342,61,5.61,67,5.55,0,32:04,3:18,CLE_CIN_2018-11-25
SFO,2018-11-25,342,Sun,11,12,@,TAM,L 9-27,342,60,5.70,70,5.89,2,25:51,3:08,SFO_TAM_2018-11-25
PHI,2018-10-21,342,Sun,7,7,,CAR,L 17-21,342,65,5.26,58,6.40,1,35:17,2:55,PHI_CAR_2018-10-21
BAL,2018-09-23,342,Sun,3,3,,DEN,W 27-14,342,70,4.89,61,4.80,0,30:14,3:10,BAL_DEN_2018-09-23
MIA,2018-09-09,342,Sun,1,1,,TEN,W 27-20,342,58,5.90,67,5.01,2,30:25,7:08,MIA_TEN_2018-09-09
GNB,2017-11-12,342,Sun,9,10,@,CHI,W 23-16,342,65,5.26,57,5.67,0,33:53,3:03,GNB_CHI_2017-11-12
CHI,2017-10-15,342,Sun,6,6,@,BAL,W 27-24 (OT),342,75,4.56,70,4.16,2,36:45,3:26,CHI_BAL_2017-10-15
GNB,2017-10-08,342,Sun,5,5,@,DAL,W 35-31,342,58,5.90,72,5.67,1,24:54,3:07,GNB_DAL_2017-10-08
TAM,2017-09-24,342,Sun,2,3,@,MIN,L 17-34,342,51,6.71,70,7.06,3,22:14,3:01,TAM_MIN_2017-09-24
NWE,2023-01-08,341,Sun,17,18,@,BUF,L 23-35,341,64,5.33,58,5.64,3,32:37,3:08,NWE_BUF_2023-01-08
IND,2022-12-17,341,Sat,14,15,@,MIN,L 36-39 (OT),341,79,4.32,86,6.02,1,36:37,4:01,IND_MIN_2022-12-17
PIT,2022-10-23,341,Sun,7,7,@,MIA,L 10-16,341,69,4.94,62,6.00,3,33:16,3:00,PIT_MIA_2022-10-23
LAC,2022-01-02,341,Sun,16,17,,DEN,W 34-13,341,66,5.17,56,5.70,0,30:16,2:51,LAC_DEN_2022-01-02
CAR,2021-11-14,341,Sun,10,10,@,ARI,W 34-10,341,70,4.87,53,3.19,2,37:42,3:02,CAR_ARI_2021-11-14
JAX,2021-09-30,341,Thu,4,4,@,CIN,L 21-24,341,55,6.20,55,7.64,0,28:45,2:59,JAX_CIN_2021-09-30
TAM,2021-09-19,341,Sun,2,2,,ATL,W 48-25,341,60,5.68,69,5.04,1,26:29,3:10,TAM_ATL_2021-09-19
GNB,2019-12-08,341,Sun,13,14,,WAS,W 20-15,341,60,5.68,59,4.44,1,30:24,2:59,GNB_WAS_2019-12-08
PHI,2018-11-25,341,Sun,11,12,,NYG,W 25-22,341,60,5.68,57,7.05,0,32:38,3:06,PHI_NYG_2018-11-25
PHI,2017-12-17,341,Sun,14,15,@,NYG,W 34-29,341,66,5.17,81,6.22,0,30:53,3:25,PHI_NYG_2017-12-17
GNB,2017-12-10,341,Sun,13,14,@,CLE,W 27-21 (OT),341,74,4.61,57,6.05,0,36:17,3:19,GNB_CLE_2017-12-10
DEN,2017-11-19,341,Sun,10,11,,CIN,L 17-20,341,79,4.32,53,3.58,2,35:11,3:04,DEN_CIN_2017-11-19
BAL,2017-11-05,341,Sun,9,9,@,TEN,L 20-23,341,77,4.43,52,4.94,2,32:22,3:07,BAL_TEN_2017-11-05
TEN,2021-10-31,340,Sun,8,8,@,IND,W 34-31 (OT),340,68,5.00,72,4.26,2,34:59,3:33,TEN_IND_2021-10-31
BAL,2019-10-20,340,Sun,7,7,@,SEA,W 30-16,340,56,6.07,68,5.10,0,29:54,3:05,BAL_SEA_2019-10-20
SEA,2019-09-29,340,Sun,4,4,@,ARI,W 27-10,340,59,5.76,59,5.44,0,33:24,2:56,SEA_ARI_2019-09-29
TEN,2019-09-19,340,Thu,3,3,@,JAX,L 7-20,340,75,4.53,50,5.84,1,35:16,3:01,TEN_JAX_2019-09-19
MIN,2018-12-23,340,Sun,15,16,@,DET,W 27-9,340,58,5.86,69,3.23,0,28:32,3:09,MIN_DET_2018-12-23
PIT,2018-12-09,340,Sun,13,14,@,OAK,L 21-24,340,58,5.86,63,5.62,1,27:24,3:04,PIT_OAK_2018-12-09
TEN,2018-11-05,340,Mon,8,9,@,DAL,W 28-14,340,69,4.93,56,5.30,2,34:26,2:55,TEN_DAL_2018-11-05
KAN,2018-10-28,340,Sun,8,8,,DEN,W 30-23,340,54,6.30,69,5.96,1,27:19,3:10,KAN_DEN_2018-10-28
GNB,2018-09-23,340,Sun,3,3,@,WAS,L 17-31,340,66,5.15,55,7.02,1,30:55,3:16,GNB_WAS_2018-09-23
HOU,2017-10-15,340,Sun,6,6,,CLE,W 33-17,340,63,5.40,63,3.92,1,29:04,2:59,HOU_CLE_2017-10-15
ARI,2023-01-01,339,Sun,16,17,@,ATL,L 19-20,339,69,4.91,61,4.89,0,27:36,2:56,ARI_ATL_2023-01-01
MIA,2022-11-27,339,Sun,11,12,,HOU,W 30-15,339,72,4.71,58,3.62,1,32:27,3:03,MIA_HOU_2022-11-27
LAR,2022-09-25,339,Sun,3,3,@,ARI,W 20-12,339,46,7.37,81,4.51,1,26:04,3:01,LAR_ARI_2022-09-25
IND,2020-11-08,339,Sun,8,9,,BAL,L 10-24,339,65,5.22,63,4.22,2,26:34,3:03,IND_BAL_2020-11-08
BUF,2020-11-01,339,Sun,8,8,,NWE,W 24-21,339,57,5.95,61,5.72,1,29:14,2:50,BUF_NWE_2020-11-01
TAM,2020-10-08,339,Thu,5,5,@,CHI,L 19-20,339,64,5.30,59,4.12,1,31:32,3:10,TAM_CHI_2020-10-08
TAM,2020-09-20,339,Sun,2,2,,CAR,W 31-17,339,57,5.95,71,6.01,2,25:28,3:14,TAM_CAR_2020-09-20
SFO,2019-11-24,339,Sun,11,12,,GNB,W 37-8,339,45,7.53,70,2.83,0,24:44,2:56,SFO_GNB_2019-11-24
DET,2019-09-15,339,Sun,2,2,,LAC,W 13-10,339,58,5.84,62,6.84,2,28:41,2:55,DET_LAC_2019-09-15
TEN,2019-09-08,339,Sun,1,1,@,CLE,W 43-13,339,56,6.05,63,5.49,0,29:18,3:12,TEN_CLE_2019-09-08
NOR,2018-10-21,339,Sun,6,7,@,BAL,W 24-23,339,70,4.84,64,5.48,1,33:31,3:03,NOR_BAL_2018-10-21
LAR,2018-10-21,339,Sun,7,7,@,SFO,W 39-10,339,61,5.56,58,3.93,0,32:51,3:01,LAR_SFO_2018-10-21
DET,2018-09-10,339,Mon,1,1,,NYJ,L 17-48,339,67,5.06,59,5.92,5,26:53,3:18,DET_NYJ_2018-09-10
DEN,2017-11-12,339,Sun,9,10,,NWE,L 16-41,339,61,5.56,67,5.91,2,30:17,3:00,DEN_NWE_2017-11-12
ATL,2017-10-15,339,Sun,5,6,,MIA,L 17-20,339,56,6.05,64,4.52,1,25:36,2:52,ATL_MIA_2017-10-15
NYG,2022-10-09,338,Sun,5,5,@,GNB,W 27-22,338,59,5.73,61,4.93,0,32:11,2:59,NYG_GNB_2022-10-09
ARI,2022-10-02,338,Sun,4,4,@,CAR,W 26-16,338,70,4.83,51,4.31,1,38:35,3:07,ARI_CAR_2022-10-02
NOR,2022-10-02,338,Sun,4,4,,MIN,L 25-28,338,57,5.93,67,5.13,2,27:47,3:02,NOR_MIN_2022-10-02
GNB,2022-09-11,338,Sun,1,1,@,MIN,L 7-23,338,61,5.54,61,6.48,2,28:37,3:03,GNB_MIN_2022-09-11
DET,2021-12-26,338,Sun,15,16,@,ATL,L 16-20,338,68,4.97,45,5.64,1,38:05,2:41,DET_ATL_2021-12-26
DET,2021-12-19,338,Sun,14,15,,ARI,W 30-12,338,62,5.45,73,5.45,1,31:52,3:04,DET_ARI_2021-12-19
