Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
CHI,2021-10-17,31,Sun,6,6,,GNB,L 14-24,31,154,5.0,1,CHI_GNB_2021-10-17
PHI,2021-10-14,31,Thu,6,6,,TAM,L 22-28,31,102,3.3,2,PHI_TAM_2021-10-14
TEN,2021-10-10,31,Sun,5,5,@,JAX,W 37-19,31,198,6.4,2,TEN_JAX_2021-10-10
DET,2021-09-20,31,Mon,2,2,@,GNB,L 17-35,31,96,3.1,1,DET_GNB_2021-09-20
LAC,2021-09-19,31,Sun,2,2,,DAL,L 17-20,31,198,6.4,2,LAC_DAL_2021-09-19
NWE,2021-09-19,31,Sun,2,2,@,NYJ,W 25-6,31,152,4.9,0,NWE_NYJ_2021-09-19
ATL,2021-09-12,31,Sun,1,1,,PHI,L 6-32,31,173,5.6,1,ATL_PHI_2021-09-12
GNB,2021-01-03,31,Sun,16,17,@,CHI,W 35-16,31,108,3.5,1,GNB_CHI_2021-01-03
PIT,2021-01-03,31,Sun,16,17,@,CLE,L 22-24,31,192,6.2,2,PIT_CLE_2021-01-03
DET,2021-01-03,31,Sun,16,17,,MIN,L 35-37,31,125,4.0,2,DET_MIN_2021-01-03
NWE,2020-12-28,31,Mon,15,16,,BUF,L 9-38,31,130,4.2,1,NWE_BUF_2020-12-28
LAR,2020-12-20,31,Sun,14,15,,NYJ,L 20-23,31,93,3.0,1,LAR_NYJ_2020-12-20
LVR,2020-12-13,31,Sun,13,14,,IND,L 27-44,31,212,6.8,2,LVR_IND_2020-12-13
DET,2020-12-13,31,Sun,13,14,,GNB,L 24-31,31,120,3.9,1,DET_GNB_2020-12-13
DET,2020-12-06,31,Sun,12,13,@,CHI,W 34-30,31,140,4.5,3,DET_CHI_2020-12-06
SEA,2020-12-06,31,Sun,12,13,,NYG,L 12-17,31,190,6.1,1,SEA_NYG_2020-12-06
ARI,2020-12-06,31,Sun,12,13,,LAR,L 28-38,31,119,3.8,3,ARI_LAR_2020-12-06
MIN,2020-11-22,31,Sun,10,11,,DAL,L 28-31,31,180,5.8,1,MIN_DAL_2020-11-22
ARI,2020-11-19,31,Thu,10,11,@,SEA,L 21-28,31,165,5.3,1,ARI_SEA_2020-11-19
PIT,2020-11-08,31,Sun,8,9,@,DAL,W 24-19,31,144,4.6,0,PIT_DAL_2020-11-08
CHI,2020-11-08,31,Sun,9,9,@,TEN,L 17-24,31,92,3.0,0,CHI_TEN_2020-11-08
LVR,2020-11-08,31,Sun,8,9,@,LAC,W 31-26,31,128,4.1,1,LVR_LAC_2020-11-08
SFO,2020-11-05,31,Thu,9,9,,GNB,L 17-34,31,111,3.6,0,SFO_GNB_2020-11-05
BAL,2020-09-28,31,Mon,3,3,,KAN,L 20-34,31,132,4.3,1,BAL_KAN_2020-09-28
NYJ,2020-09-27,31,Sun,3,3,@,IND,L 7-36,31,119,3.8,1,NYJ_IND_2020-09-27
ATL,2020-09-20,31,Sun,2,2,@,DAL,L 39-40,31,125,4.0,4,ATL_DAL_2020-09-20
CAR,2020-09-13,31,Sun,1,1,,LVR,L 30-34,31,133,4.3,3,CAR_LVR_2020-09-13
NYG,2019-12-29,31,Sun,16,17,,PHI,L 17-34,31,121,3.9,3,NYG_PHI_2019-12-29
CLE,2019-12-08,31,Sun,13,14,,CIN,W 27-19,31,179,5.8,1,CLE_CIN_2019-12-08
JAX,2019-12-01,31,Sun,12,13,,TAM,L 11-28,31,74,2.4,2,JAX_TAM_2019-12-01
ARI,2019-10-31,31,Thu,9,9,,SFO,L 25-28,31,101,3.3,0,ARI_SFO_2019-10-31
DEN,2019-10-27,31,Sun,8,8,@,IND,L 13-15,31,127,4.1,1,DEN_IND_2019-10-27
GNB,2019-10-20,31,Sun,7,7,,OAK,W 42-24,31,155,5.0,0,GNB_OAK_2019-10-20
CAR,2019-10-06,31,Sun,5,5,,JAX,W 34-27,31,149,4.8,1,CAR_JAX_2019-10-06
TAM,2019-10-06,31,Sun,5,5,@,NOR,L 24-31,31,112,3.6,0,TAM_NOR_2019-10-06
ARI,2019-09-22,31,Sun,3,3,,CAR,L 20-38,31,173,5.6,1,ARI_CAR_2019-09-22
CAR,2019-09-12,31,Thu,2,2,,TAM,L 14-20,31,100,3.2,1,CAR_TAM_2019-09-12
WAS,2019-09-08,31,Sun,1,1,@,PHI,L 27-32,31,123,4.0,1,WAS_PHI_2019-09-08
HOU,2018-12-15,31,Sat,14,15,@,NYJ,W 29-22,31,90,2.9,1,HOU_NYJ_2018-12-15
NYJ,2018-12-09,31,Sun,13,14,@,BUF,W 27-23,31,176,5.7,2,NYJ_BUF_2018-12-09
ARI,2018-12-09,31,Sun,13,14,,DET,L 3-17,31,122,3.9,1,ARI_DET_2018-12-09
MIA,2018-12-02,31,Sun,12,13,,BUF,W 21-17,31,198,6.4,0,MIA_BUF_2018-12-02
NOR,2018-11-29,31,Thu,12,13,@,DAL,L 10-13,31,99,3.2,0,NOR_DAL_2018-11-29
SFO,2018-11-25,31,Sun,11,12,@,TAM,L 9-27,31,108,3.5,1,SFO_TAM_2018-11-25
ATL,2018-11-22,31,Thu,11,12,@,NOR,L 17-31,31,150,4.8,0,ATL_NOR_2018-11-22
OAK,2018-11-18,31,Sun,10,11,@,ARI,W 23-21,31,154,5.0,0,OAK_ARI_2018-11-18
WAS,2018-11-18,31,Sun,10,11,,HOU,L 21-23,31,139,4.5,0,WAS_HOU_2018-11-18
TAM,2018-11-18,31,Sun,10,11,@,NYG,L 35-38,31,163,5.3,2,TAM_NYG_2018-11-18
GNB,2018-11-04,31,Sun,8,9,@,NWE,L 17-31,31,123,4.0,3,GNB_NWE_2018-11-04
CLE,2018-10-28,31,Sun,8,8,@,PIT,L 18-33,31,168,5.4,2,CLE_PIT_2018-10-28
ARI,2018-10-28,31,Sun,8,8,,SFO,W 18-15,31,107,3.5,0,ARI_SFO_2018-10-28
ARI,2018-10-18,31,Thu,7,7,,DEN,L 10-45,31,131,4.2,2,ARI_DEN_2018-10-18
MIA,2018-10-14,31,Sun,6,6,,CHI,W 31-28 (OT),31,164,5.3,1,MIA_CHI_2018-10-14
CHI,2018-10-14,31,Sun,5,6,@,MIA,L 28-31 (OT),31,161,5.2,0,CHI_MIA_2018-10-14
NYG,2018-10-11,31,Thu,6,6,,PHI,L 13-34,31,108,3.5,1,NYG_PHI_2018-10-11
NYG,2018-10-07,31,Sun,5,5,@,CAR,L 31-33,31,118,3.8,0,NYG_CAR_2018-10-07
DAL,2018-10-07,31,Sun,5,5,@,HOU,L 16-19 (OT),31,88,2.8,0,DAL_HOU_2018-10-07
OAK,2018-10-07,31,Sun,5,5,@,LAC,L 10-26,31,79,2.5,1,OAK_LAC_2018-10-07
TAM,2018-09-30,31,Sun,4,4,@,CHI,L 10-48,31,139,4.5,0,TAM_CHI_2018-09-30
OAK,2018-09-30,31,Sun,4,4,,CLE,W 45-42 (OT),31,208,6.7,3,OAK_CLE_2018-09-30
ARI,2018-09-23,31,Sun,3,3,,CHI,L 14-16,31,122,3.9,1,ARI_CHI_2018-09-23
NYJ,2018-09-16,31,Sun,2,2,,MIA,L 12-20,31,135,4.4,1,NYJ_MIA_2018-09-16
HOU,2018-09-09,31,Sun,1,1,@,NWE,L 20-27,31,122,3.9,0,HOU_NWE_2018-09-09
TAM,2017-12-24,31,Sun,15,16,@,CAR,L 19-22,31,115,3.7,1,TAM_CAR_2017-12-24
CLE,2017-12-24,31,Sun,15,16,@,CHI,L 3-20,31,97,3.1,3,CLE_CHI_2017-12-24
ATL,2017-12-24,31,Sun,15,16,@,NOR,L 13-23,31,86,2.8,1,ATL_NOR_2017-12-24
OAK,2017-12-17,31,Sun,14,15,,DAL,L 17-20,31,126,4.1,2,OAK_DAL_2017-12-17
NWE,2017-12-17,31,Sun,14,15,@,PIT,W 27-24,31,143,4.6,1,NWE_PIT_2017-12-17
CLE,2017-12-17,31,Sun,14,15,,BAL,L 10-27,31,97,3.1,1,CLE_BAL_2017-12-17
NYG,2017-12-10,31,Sun,13,14,,DAL,L 10-30,31,122,3.9,1,NYG_DAL_2017-12-10
HOU,2017-12-10,31,Sun,13,14,,SFO,L 16-26,31,102,3.3,1,HOU_SFO_2017-12-10
ATL,2017-12-03,31,Sun,12,13,,MIN,L 9-14,31,105,3.4,0,ATL_MIN_2017-12-03
HOU,2017-11-27,31,Mon,11,12,@,BAL,L 16-23,31,139,4.5,2,HOU_BAL_2017-11-27
CIN,2017-11-26,31,Sun,11,12,,CLE,W 30-16,31,169,5.5,1,CIN_CLE_2017-11-26
JAX,2017-11-26,31,Sun,11,12,@,ARI,L 24-27,31,108,3.5,0,JAX_ARI_2017-11-26
NYG,2017-11-23,31,Thu,11,12,@,WAS,L 10-20,31,122,3.9,0,NYG_WAS_2017-11-23
WAS,2017-11-12,31,Sun,9,10,,MIN,L 30-38,31,102,3.3,1,WAS_MIN_2017-11-12
NYJ,2017-11-12,31,Sun,10,10,@,TAM,L 10-15,31,90,2.9,0,NYJ_TAM_2017-11-12
KAN,2017-11-05,31,Sun,9,9,@,DAL,L 17-28,31,131,4.2,2,KAN_DAL_2017-11-05
KAN,2017-10-30,31,Mon,8,8,,DEN,W 29-19,31,177,5.7,1,KAN_DEN_2017-10-30
TAM,2017-10-29,31,Sun,7,8,,CAR,L 3-17,31,100,3.2,1,TAM_CAR_2017-10-29
NOR,2017-10-29,31,Sun,7,8,,CHI,W 20-12,31,157,5.1,1,NOR_CHI_2017-10-29
SFO,2017-10-29,31,Sun,8,8,@,PHI,L 10-33,31,112,3.6,1,SFO_PHI_2017-10-29
NYG,2017-10-22,31,Sun,7,7,,SEA,L 7-24,31,104,3.4,0,NYG_SEA_2017-10-22
ATL,2017-10-15,31,Sun,5,6,,MIA,L 17-20,31,138,4.5,0,ATL_MIA_2017-10-15
CHI,2017-10-09,31,Mon,5,5,,MIN,L 17-20,31,159,5.1,1,CHI_MIN_2017-10-09
TEN,2017-10-08,31,Sun,5,5,@,MIA,L 10-16,31,100,3.2,0,TEN_MIA_2017-10-08
WAS,2017-10-02,31,Mon,4,4,@,KAN,L 20-29,31,168,5.4,1,WAS_KAN_2017-10-02
MIN,2017-10-01,31,Sun,4,4,,DET,L 7-14,31,97,3.1,1,MIN_DET_2017-10-01
DAL,2017-10-01,31,Sun,4,4,,LAR,L 30-35,31,168,5.4,0,DAL_LAR_2017-10-01
NOR,2017-09-17,31,Sun,2,2,,NWE,L 20-36,31,119,3.8,1,NOR_NWE_2017-09-17
NYG,2017-09-10,31,Sun,1,1,@,DAL,L 3-19,31,129,4.2,0,NYG_DAL_2017-09-10
WAS,2023-01-01,30,Sun,16,17,,CLE,L 10-24,30,146,4.9,0,WAS_CLE_2023-01-01
ARI,2022-12-25,30,Sun,15,16,,TAM,L 16-19 (OT),30,115,3.8,0,ARI_TAM_2022-12-25
TEN,2022-12-24,30,Sat,15,16,,HOU,L 14-19,30,70,2.3,0,TEN_HOU_2022-12-24
PHI,2022-12-18,30,Sun,14,15,@,CHI,W 25-20,30,157,5.2,1,PHI_CHI_2022-12-18
WAS,2022-12-18,30,Sun,14,15,,NYG,L 12-20,30,128,4.3,1,WAS_NYG_2022-12-18
MIN,2022-12-11,30,Sun,13,14,@,DET,L 23-34,30,134,4.5,1,MIN_DET_2022-12-11
DAL,2022-12-04,30,Sun,12,13,,IND,W 54-19,30,106,3.5,0,DAL_IND_2022-12-04
WAS,2022-12-04,30,Sun,13,13,@,NYG,T 20-20 (OT),30,134,4.5,1,WAS_NYG_2022-12-04
LAR,2022-11-27,30,Sun,11,12,@,KAN,L 10-26,30,117,3.9,1,LAR_KAN_2022-11-27
NOR,2022-11-20,30,Sun,11,11,,LAR,W 27-20,30,148,4.9,0,NOR_LAR_2022-11-20
CAR,2022-11-20,30,Sun,11,11,@,BAL,L 3-13,30,115,3.8,1,CAR_BAL_2022-11-20
KAN,2022-11-20,30,Sun,10,11,@,LAC,W 30-27,30,115,3.8,1,KAN_LAC_2022-11-20
LVR,2022-11-13,30,Sun,9,10,,IND,L 20-25,30,207,6.9,2,LVR_IND_2022-11-13
MIN,2022-11-06,30,Sun,8,9,@,WAS,W 20-17,30,137,4.6,0,MIN_WAS_2022-11-06
ARI,2022-10-16,30,Sun,6,6,@,SEA,L 9-19,30,136,4.5,1,ARI_SEA_2022-10-16
MIA,2022-09-29,30,Thu,4,4,@,CIN,L 15-27,30,67,2.2,1,MIA_CIN_2022-09-29
NYG,2022-09-26,30,Mon,3,3,,DAL,L 16-23,30,176,5.9,1,NYG_DAL_2022-09-26
WAS,2022-09-25,30,Sun,3,3,,PHI,L 8-24,30,72,2.4,0,WAS_PHI_2022-09-25
NOR,2022-09-18,30,Sun,2,2,,TAM,L 10-20,30,72,2.4,0,NOR_TAM_2022-09-18
BAL,2022-01-09,30,Sun,17,18,,PIT,L 13-16 (OT),30,79,2.6,0,BAL_PIT_2022-01-09
ARI,2022-01-09,30,Sun,17,18,,SEA,L 30-38,30,202,6.7,2,ARI_SEA_2022-01-09
NOR,2021-12-27,30,Mon,15,16,,MIA,L 3-20,30,86,2.9,0,NOR_MIA_2021-12-27
SEA,2021-12-26,30,Sun,15,16,,CHI,L 24-25,30,88,2.9,2,SEA_CHI_2021-12-26
NYG,2021-12-26,30,Sun,15,16,@,PHI,L 10-34,30,130,4.3,1,NYG_PHI_2021-12-26
NYG,2021-12-19,30,Sun,14,15,,DAL,L 6-21,30,125,4.2,1,NYG_DAL_2021-12-19
LVR,2021-12-12,30,Sun,13,14,@,KAN,L 9-48,30,132,4.4,3,LVR_KAN_2021-12-12
LVR,2021-12-05,30,Sun,12,13,,WAS,L 15-17,30,112,3.7,0,LVR_WAS_2021-12-05
ATL,2021-11-18,30,Thu,10,11,,NWE,L 0-25,30,134,4.5,0,ATL_NWE_2021-11-18
NYJ,2021-11-04,30,Thu,8,9,@,IND,L 30-45,30,260,8.7,3,NYJ_IND_2021-11-04
SEA,2021-10-17,30,Sun,6,6,@,PIT,L 20-23 (OT),30,119,4.0,1,SEA_PIT_2021-10-17
PHI,2021-10-10,30,Sun,5,5,@,CAR,W 21-18,30,109,3.6,0,PHI_CAR_2021-10-10
HOU,2021-10-10,30,Sun,5,5,,NWE,L 22-25,30,126,4.2,1,HOU_NWE_2021-10-10
DEN,2021-10-03,30,Sun,4,4,,BAL,L 7-23,30,102,3.4,1,DEN_BAL_2021-10-03
NWE,2021-10-03,30,Sun,4,4,,TAM,L 17-19,30,120,4.0,1,NWE_TAM_2021-10-03
CIN,2021-09-30,30,Thu,4,4,,JAX,W 24-21,30,139,4.6,3,CIN_JAX_2021-09-30
JAX,2021-09-26,30,Sun,3,3,,ARI,L 19-31,30,91,3.0,3,JAX_ARI_2021-09-26
LAC,2021-09-26,30,Sun,3,3,@,KAN,W 30-24,30,186,6.2,0,LAC_KAN_2021-09-26
MIA,2021-09-19,30,Sun,2,2,,BUF,L 0-35,30,143,4.8,3,MIA_BUF_2021-09-19
JAX,2021-09-19,30,Sun,2,2,,DEN,L 13-23,30,96,3.2,0,JAX_DEN_2021-09-19
SEA,2021-09-12,30,Sun,1,1,@,IND,W 28-16,30,113,3.8,0,SEA_IND_2021-09-12
MIA,2021-09-12,30,Sun,1,1,@,NWE,W 17-16,30,125,4.2,0,MIA_NWE_2021-09-12
ARI,2021-01-03,30,Sun,16,17,@,LAR,L 7-18,30,110,3.7,0,ARI_LAR_2021-01-03
CAR,2021-01-03,30,Sun,16,17,,NOR,L 7-33,30,156,5.2,1,CAR_NOR_2021-01-03
ARI,2020-12-26,30,Sat,15,16,,SFO,L 12-20,30,227,7.6,0,ARI_SFO_2020-12-26
NYG,2020-12-20,30,Sun,14,15,,CLE,L 6-20,30,106,3.5,1,NYG_CLE_2020-12-20
PHI,2020-12-20,30,Sun,14,15,@,ARI,L 26-33,30,103,3.4,1,PHI_ARI_2020-12-20
CAR,2020-12-13,30,Sun,13,14,,DEN,L 27-32,30,96,3.2,0,CAR_DEN_2020-12-13
DAL,2020-12-13,30,Sun,13,14,@,CIN,W 30-7,30,101,3.4,0,DAL_CIN_2020-12-13
PHI,2020-11-30,30,Mon,11,12,,SEA,L 17-23,30,76,2.5,1,PHI_SEA_2020-11-30
LAC,2020-11-29,30,Sun,11,12,@,BUF,L 17-27,30,172,5.7,1,LAC_BUF_2020-11-29
ARI,2020-11-29,30,Sun,11,12,@,NWE,L 17-20,30,110,3.7,2,ARI_NWE_2020-11-29
SFO,2020-11-15,30,Sun,10,10,@,NOR,L 13-27,30,114,3.8,2,SFO_NOR_2020-11-15
CHI,2020-11-01,30,Sun,8,8,,NOR,L 23-26 (OT),30,122,4.1,0,CHI_NOR_2020-11-01
ARI,2020-10-25,30,Sun,7,7,,SEA,W 37-34 (OT),30,200,6.7,1,ARI_SEA_2020-10-25
NYJ,2020-10-11,30,Sun,5,5,,ARI,L 10-30,30,127,4.2,3,NYJ_ARI_2020-10-11
NWE,2020-09-20,30,Sun,2,2,@,SEA,L 30-35,30,154,5.1,0,NWE_SEA_2020-09-20
NYG,2020-09-14,30,Mon,1,1,,PIT,L 16-26,30,141,4.7,0,NYG_PIT_2020-09-14
LVR,2020-09-13,30,Sun,1,1,@,CAR,W 34-30,30,129,4.3,2,LVR_CAR_2020-09-13
CLE,2020-09-13,30,Sun,1,1,@,BAL,L 6-38,30,111,3.7,2,CLE_BAL_2020-09-13
DET,2019-12-29,30,Sun,16,17,,GNB,L 20-23,30,120,4.0,0,DET_GNB_2019-12-29
SFO,2019-12-29,30,Sun,16,17,@,SEA,W 26-21,30,125,4.2,1,SFO_SEA_2019-12-29
TAM,2019-12-29,30,Sun,16,17,,ATL,L 22-28 (OT),30,87,2.9,0,TAM_ATL_2019-12-29
DAL,2019-12-22,30,Sun,15,16,@,PHI,L 9-17,30,118,3.9,1,DAL_PHI_2019-12-22
JAX,2019-12-08,30,Sun,13,14,,LAC,L 10-45,30,195,6.5,2,JAX_LAC_2019-12-08
IND,2019-12-01,30,Sun,12,13,,TEN,L 17-31,30,154,5.1,1,IND_TEN_2019-12-01
ARI,2019-12-01,30,Sun,12,13,,LAR,L 7-34,30,132,4.4,1,ARI_LAR_2019-12-01
CAR,2019-12-01,30,Sun,12,13,,WAS,L 21-29,30,248,8.3,3,CAR_WAS_2019-12-01
OAK,2019-11-24,30,Sun,11,12,@,NYJ,L 3-34,30,88,2.9,1,OAK_NYJ_2019-11-24
OAK,2019-11-07,30,Thu,9,10,,LAC,W 26-24,30,146,4.9,1,OAK_LAC_2019-11-07
NYG,2019-11-04,30,Mon,9,9,,DAL,L 18-37,30,172,5.7,0,NYG_DAL_2019-11-04
TEN,2019-10-27,30,Sun,8,8,,TAM,W 27-23,30,106,3.5,0,TEN_TAM_2019-10-27
BUF,2019-10-20,30,Sun,6,7,,MIA,W 31-21,30,109,3.6,2,BUF_MIA_2019-10-20
TEN,2019-10-13,30,Sun,6,6,@,DEN,L 0-16,30,103,3.4,1,TEN_DEN_2019-10-13
LAR,2019-09-29,30,Sun,4,4,,TAM,L 40-55,30,88,2.9,2,LAR_TAM_2019-09-29
DET,2019-09-22,30,Sun,3,3,@,PHI,W 27-24,30,127,4.2,1,DET_PHI_2019-09-22
NOR,2019-09-15,30,Sun,2,2,@,LAR,L 9-27,30,115,3.8,2,NOR_LAR_2019-09-15
JAX,2019-09-15,30,Sun,2,2,@,HOU,L 12-13,30,126,4.2,1,JAX_HOU_2019-09-15
NYG,2019-09-08,30,Sun,1,1,@,DAL,L 17-35,30,89,3.0,1,NYG_DAL_2019-09-08
DEN,2018-12-30,30,Sun,16,17,,LAC,L 9-23,30,116,3.9,1,DEN_LAC_2018-12-30
NYJ,2018-12-30,30,Sun,16,17,@,NWE,L 3-38,30,131,4.4,0,NYJ_NWE_2018-12-30
TAM,2018-12-30,30,Sun,16,17,,ATL,L 32-34,30,109,3.6,1,TAM_ATL_2018-12-30
DEN,2018-12-24,30,Mon,15,16,@,OAK,L 14-27,30,114,3.8,2,DEN_OAK_2018-12-24
LAR,2018-12-16,30,Sun,14,15,,PHI,L 23-30,30,111,3.7,3,LAR_PHI_2018-12-16
DEN,2018-12-09,30,Sun,13,14,@,SFO,L 14-20,30,84,2.8,0,DEN_SFO_2018-12-09
MIA,2018-12-09,30,Sun,13,14,,NWE,W 34-33,30,77,2.6,1,MIA_NWE_2018-12-09
TAM,2018-12-09,30,Sun,13,14,,NOR,L 14-28,30,100,3.3,2,TAM_NOR_2018-12-09
OAK,2018-12-02,30,Sun,12,13,,KAN,L 33-40,30,174,5.8,1,OAK_KAN_2018-12-02
ARI,2018-11-25,30,Sun,11,12,@,LAC,L 10-45,30,178,5.9,3,ARI_LAC_2018-11-25
NYG,2018-11-18,30,Sun,10,11,,TAM,W 38-35,30,151,5.0,2,NYG_TAM_2018-11-18
CAR,2018-11-08,30,Thu,9,10,@,PIT,L 21-52,30,138,4.6,1,CAR_PIT_2018-11-08
KAN,2018-10-28,30,Sun,8,8,,DEN,W 30-23,30,189,6.3,1,KAN_DEN_2018-10-28
GNB,2018-10-15,30,Mon,6,6,,SFO,W 33-30,30,174,5.8,1,GNB_SFO_2018-10-15
SEA,2018-10-07,30,Sun,5,5,,LAR,L 31-33,30,155,5.2,3,SEA_LAR_2018-10-07
JAX,2018-10-07,30,Sun,5,5,@,KAN,L 14-30,30,126,4.2,2,JAX_KAN_2018-10-07
PIT,2018-09-30,30,Sun,4,4,,BAL,L 14-26,30,96,3.2,0,PIT_BAL_2018-09-30
CLE,2018-09-20,30,Thu,3,3,,NYJ,W 21-17,30,107,3.6,2,CLE_NYJ_2018-09-20
BAL,2017-12-31,30,Sun,16,17,,CIN,L 27-31,30,146,4.9,0,BAL_CIN_2017-12-31
OAK,2017-12-31,30,Sun,16,17,@,LAC,L 10-30,30,115,3.8,0,OAK_LAC_2017-12-31
LAR,2017-12-31,30,Sun,16,17,,SFO,L 13-34,30,169,5.6,2,LAR_SFO_2017-12-31
DAL,2017-12-24,30,Sun,15,16,,SEA,L 12-21,30,76,2.5,0,DAL_SEA_2017-12-24
SEA,2017-12-24,30,Sun,15,16,@,DAL,W 21-12,30,128,4.3,0,SEA_DAL_2017-12-24
NYJ,2017-12-24,30,Sun,15,16,,LAC,L 7-14,30,89,3.0,1,NYJ_LAC_2017-12-24
LAC,2017-12-24,30,Sun,15,16,@,NYJ,W 14-7,30,197,6.6,1,LAC_NYJ_2017-12-24
MIA,2017-12-17,30,Sun,14,15,@,BUF,L 16-24,30,116,3.9,2,MIA_BUF_2017-12-17
NWE,2017-12-11,30,Mon,13,14,@,MIA,L 20-27,30,120,4.0,0,NWE_MIA_2017-12-11
DEN,2017-12-03,30,Sun,12,13,@,MIA,L 9-35,30,145,4.8,1,DEN_MIA_2017-12-03
CLE,2017-11-26,30,Sun,11,12,@,CIN,L 16-30,30,152,5.1,1,CLE_CIN_2017-11-26
SFO,2017-11-26,30,Sun,11,12,,SEA,L 13-24,30,90,3.0,1,SFO_SEA_2017-11-26
SEA,2017-11-20,30,Mon,10,11,,ATL,L 31-34,30,89,3.0,1,SEA_ATL_2017-11-20
DET,2017-11-19,30,Sun,10,11,@,CHI,W 27-24,30,222,7.4,2,DET_CHI_2017-11-19
IND,2017-11-12,30,Sun,10,10,,PIT,L 17-20,30,88,2.9,0,IND_PIT_2017-11-12
JAX,2017-11-12,30,Sun,9,10,,LAC,W 20-17 (OT),30,87,2.9,0,JAX_LAC_2017-11-12
CHI,2017-10-29,30,Sun,8,8,@,NOR,L 12-20,30,101,3.4,2,CHI_NOR_2017-10-29
CHI,2017-10-22,30,Sun,7,7,,CAR,W 17-3,30,108,3.6,0,CHI_CAR_2017-10-22
CLE,2017-10-01,30,Sun,4,4,,CIN,L 7-31,30,86,2.9,0,CLE_CIN_2017-10-01
GNB,2017-09-28,30,Thu,4,4,,CHI,W 35-14,30,103,3.4,1,GNB_CHI_2017-09-28
GNB,2017-09-24,30,Sun,3,3,,CIN,W 27-24 (OT),30,110,3.7,0,GNB_CIN_2017-09-24
NOR,2017-09-11,30,Mon,1,1,@,MIN,L 19-29,30,129,4.3,0,NOR_MIN_2017-09-11
HOU,2023-01-01,29,Sun,16,17,,JAX,L 3-31,29,169,5.8,3,HOU_JAX_2023-01-01
BUF,2022-12-24,29,Sat,15,16,@,CHI,W 35-13,29,80,2.8,0,BUF_CHI_2022-12-24
DAL,2022-12-24,29,Sat,15,16,,PHI,W 40-34,29,87,3.0,1,DAL_PHI_2022-12-24
MIA,2022-12-17,29,Sat,14,15,@,BUF,L 29-32,29,150,5.2,0,MIA_BUF_2022-12-17
NYJ,2022-12-04,29,Sun,12,13,@,MIN,L 22-27,29,128,4.4,2,NYJ_MIN_2022-12-04
LAC,2022-12-04,29,Sun,12,13,@,LVR,L 20-27,29,154,5.3,1,LAC_LVR_2022-12-04
NOR,2022-11-27,29,Sun,12,12,@,SFO,L 0-13,29,96,3.3,0,NOR_SFO_2022-11-27
NYJ,2022-11-27,29,Sun,11,12,,CHI,W 31-10,29,127,4.4,0,NYJ_CHI_2022-11-27
WAS,2022-11-27,29,Sun,12,12,,ATL,W 19-13,29,167,5.8,0,WAS_ATL_2022-11-27
DET,2022-11-24,29,Thu,11,12,,BUF,L 25-28,29,164,5.7,1,DET_BUF_2022-11-24
KAN,2022-11-06,29,Sun,8,9,,TEN,W 20-17 (OT),29,172,5.9,2,KAN_TEN_2022-11-06
CHI,2022-10-30,29,Sun,8,8,@,DAL,L 29-49,29,200,6.9,4,CHI_DAL_2022-10-30
ARI,2022-10-30,29,Sun,8,8,@,MIN,L 26-34,29,173,6.0,3,ARI_MIN_2022-10-30
WAS,2022-10-30,29,Sun,8,8,@,IND,W 17-16,29,135,4.7,1,WAS_IND_2022-10-30
CIN,2022-10-23,29,Sun,7,7,,ATL,W 35-17,29,107,3.7,1,CIN_ATL_2022-10-23
NOR,2022-10-20,29,Thu,7,7,@,ARI,L 34-42,29,137,4.7,2,NOR_ARI_2022-10-20
CAR,2022-10-16,29,Sun,6,6,@,LAR,L 10-24,29,111,3.8,2,CAR_LAR_2022-10-16
CLE,2022-10-16,29,Sun,6,6,,NWE,L 15-38,29,98,3.4,3,CLE_NWE_2022-10-16
TAM,2022-10-16,29,Sun,6,6,@,PIT,L 18-20,29,77,2.7,0,TAM_PIT_2022-10-16
CAR,2022-10-09,29,Sun,5,5,,SFO,L 15-37,29,153,5.3,2,CAR_SFO_2022-10-09
WAS,2022-10-02,29,Sun,4,4,@,DAL,L 10-25,29,62,2.1,0,WAS_DAL_2022-10-02
PIT,2022-10-02,29,Sun,4,4,,NYJ,L 20-24,29,98,3.4,1,PIT_NYJ_2022-10-02
DEN,2022-01-08,29,Sat,17,18,,KAN,L 24-28,29,135,4.7,0,DEN_KAN_2022-01-08
SEA,2021-12-21,29,Tue,14,15,@,LAR,L 10-20,29,123,4.2,0,SEA_LAR_2021-12-21
BUF,2021-12-19,29,Sun,14,15,,CAR,W 31-14,29,151,5.2,1,BUF_CAR_2021-12-19
BUF,2021-12-12,29,Sun,13,14,@,TAM,L 27-33 (OT),29,137,4.7,2,BUF_TAM_2021-12-12
HOU,2021-12-12,29,Sun,13,14,,SEA,L 13-33,29,193,6.7,2,HOU_SEA_2021-12-12
BAL,2021-12-12,29,Sun,13,14,@,CLE,L 22-24,29,100,3.4,0,BAL_CLE_2021-12-12
JAX,2021-11-28,29,Sun,11,12,,ATL,L 14-21,29,149,5.1,2,JAX_ATL_2021-11-28
DET,2021-11-25,29,Thu,11,12,,CHI,L 14-16,29,68,2.3,0,DET_CHI_2021-11-25
GNB,2021-11-21,29,Sun,11,11,@,MIN,L 31-34,29,90,3.1,1,GNB_MIN_2021-11-21
NOR,2021-11-14,29,Sun,9,10,@,TEN,L 21-23,29,66,2.3,1,NOR_TEN_2021-11-14
