Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,Season,game_id
HOU,2019-11-17,5,Sun,10,11,@,BAL,L 7-41,5,5,5,3,2,0,2019,2019_11_HOU_BAL
KAN,2019-11-10,5,Sun,10,10,@,TEN,L 32-35,5,4,3,0,0,0,2019,2019_10_KAN_TEN
TAM,2019-11-03,5,Sun,8,9,@,SEA,L 34-40 (OT),5,3,2,4,2,0,2019,2019_09_TAM_SEA
NWE,2019-11-03,5,Sun,9,9,@,BAL,L 20-37,5,5,4,1,1,0,2019,2019_09_NWE_BAL
PHI,2019-10-13,5,Sun,6,6,@,MIN,L 20-38,5,5,5,1,1,0,2019,2019_06_PHI_MIN
JAX,2019-10-06,5,Sun,5,5,@,CAR,L 27-34,5,5,4,2,0,0,2019,2019_05_JAX_CAR
TAM,2019-09-29,5,Sun,4,4,@,LAR,W 55-40,5,4,4,2,2,0,2019,2019_04_TAM_LAR
BAL,2019-09-29,5,Sun,4,4,,CLE,L 25-40,5,4,4,2,2,0,2019,2019_04_BAL_CLE
GNB,2019-09-26,5,Thu,4,4,,PHI,L 27-34,5,4,4,0,0,0,2019,2019_04_GNB_PHI
SEA,2019-09-22,5,Sun,3,3,,NOR,L 27-33,5,4,3,0,0,0,2019,2019_03_SEA_NOR
ARI,2019-09-22,5,Sun,3,3,,CAR,L 20-38,5,5,5,1,1,0,2019,2019_03_ARI_CAR
CIN,2019-09-15,5,Sun,2,2,,SFO,L 17-41,5,5,5,3,2,0,2019,2019_02_CIN_SFO
CLE,2019-09-08,5,Sun,1,1,,TEN,L 13-43,5,5,5,2,2,1,2019,2019_01_CLE_TEN
NYG,2019-09-08,5,Sun,1,1,@,DAL,L 17-35,5,5,5,0,0,0,2019,2019_01_NYG_DAL
NYJ,2018-12-30,5,Sun,16,17,@,NWE,L 3-38,5,5,5,1,1,0,2018,2018_17_NYJ_NWE
OAK,2018-12-30,5,Sun,16,17,@,KAN,L 3-35,5,5,5,0,0,0,2018,2018_17_OAK_KAN
NYG,2018-12-30,5,Sun,16,17,,DAL,L 35-36,5,4,4,1,0,0,2018,2018_17_NYG_DAL
KAN,2018-12-23,5,Sun,15,16,@,SEA,L 31-38,5,5,5,2,1,0,2018,2018_16_KAN_SEA
GNB,2018-12-23,5,Sun,15,16,@,NYJ,W 44-38 (OT),5,5,5,2,1,0,2018,2018_16_GNB_NYJ
NYJ,2018-12-23,5,Sun,15,16,,GNB,L 38-44 (OT),5,3,3,3,3,0,2018,2018_16_NYJ_GNB
MIA,2018-12-16,5,Sun,14,15,@,MIN,L 17-41,5,5,5,2,2,0,2018,2018_15_MIA_MIN
ARI,2018-12-16,5,Sun,14,15,@,ATL,L 14-40,5,4,4,2,2,0,2018,2018_15_ARI_ATL
WAS,2018-12-09,5,Sun,13,14,,NYG,L 16-40,5,5,4,2,2,0,2018,2018_14_WAS_NYG
NWE,2018-12-09,5,Sun,13,14,@,MIA,L 33-34,5,4,4,0,0,0,2018,2018_14_NWE_MIA
OAK,2018-12-02,5,Sun,12,13,,KAN,L 33-40,5,5,4,2,2,0,2018,2018_13_OAK_KAN
CIN,2018-11-25,5,Sun,11,12,,CLE,L 20-35,5,5,5,0,0,0,2018,2018_12_CIN_CLE
TAM,2018-11-18,5,Sun,10,11,@,NYG,L 35-38,5,5,5,1,1,0,2018,2018_11_TAM_NYG
TEN,2018-11-18,5,Sun,10,11,@,IND,L 10-38,5,5,5,1,1,0,2018,2018_11_TEN_IND
DET,2018-11-11,5,Sun,9,10,@,CHI,L 22-34,5,4,2,2,0,0,2018,2018_10_DET_CHI
WAS,2018-11-04,5,Sun,8,9,,ATL,L 14-38,5,5,5,1,1,0,2018,2018_09_WAS_ATL
BUF,2018-11-04,5,Sun,9,9,,CHI,L 9-41,5,5,5,2,2,0,2018,2018_09_BUF_CHI
CLE,2018-11-04,5,Sun,9,9,,KAN,L 21-37,5,5,4,1,1,0,2018,2018_09_CLE_KAN
TAM,2018-10-28,5,Sun,7,8,@,CIN,L 34-37,5,5,4,1,1,0,2018,2018_08_TAM_CIN
OAK,2018-10-28,5,Sun,7,8,,IND,L 28-42,5,4,4,2,2,0,2018,2018_08_OAK_IND
CHI,2018-10-21,5,Sun,6,7,,NWE,L 31-38,5,5,5,1,1,0,2018,2018_07_CHI_NWE
BUF,2018-10-21,5,Sun,7,7,@,IND,L 5-37,5,4,2,1,1,0,2018,2018_07_BUF_IND
CLE,2018-10-14,5,Sun,6,6,,LAC,L 14-38,5,5,5,1,1,0,2018,2018_06_CLE_LAC
IND,2018-10-04,5,Thu,5,5,@,NWE,L 24-38,5,5,5,1,1,0,2018,2018_05_IND_NWE
ATL,2018-09-30,5,Sun,4,4,,CIN,L 36-37,5,4,4,1,1,0,2018,2018_04_ATL_CIN
OAK,2018-09-30,5,Sun,4,4,,CLE,W 45-42 (OT),5,2,2,2,2,0,2018,2018_04_OAK_CLE
CLE,2018-09-30,5,Sun,4,4,@,OAK,L 42-45 (OT),5,4,4,5,3,0,2018,2018_04_CLE_OAK
MIA,2018-09-30,5,Sun,4,4,@,NWE,L 7-38,5,5,5,1,1,0,2018,2018_04_MIA_NWE
MIN,2018-09-27,5,Thu,4,4,@,LAR,L 31-38,5,5,5,2,1,0,2018,2018_04_MIN_LAR
NOR,2018-09-23,5,Sun,3,3,@,ATL,W 43-37 (OT),5,3,3,0,0,0,2018,2018_03_NOR_ATL
ATL,2018-09-23,5,Sun,3,3,,NOR,L 37-43 (OT),5,4,4,3,3,0,2018,2018_03_ATL_NOR
LAC,2018-09-23,5,Sun,3,3,@,LAR,L 23-35,5,5,5,1,0,0,2018,2018_03_LAC_LAR
SFO,2018-09-23,5,Sun,3,3,@,KAN,L 27-38,5,5,5,1,1,0,2018,2018_03_SFO_KAN
KAN,2018-09-16,5,Sun,2,2,@,PIT,W 42-37,5,4,3,1,0,1,2018,2018_02_KAN_PIT
TAM,2018-09-09,5,Sun,1,1,@,NOR,W 48-40,5,3,3,1,1,0,2018,2018_01_TAM_NOR
LAC,2018-09-09,5,Sun,1,1,,KAN,L 28-38,5,5,5,1,1,0,2018,2018_01_LAC_KAN
SEA,2017-12-17,5,Sun,14,15,,LAR,L 7-42,5,5,4,2,2,1,2017,2017_15_SEA_LAR
PIT,2017-12-10,5,Sun,13,14,,BAL,W 39-38,5,5,5,1,1,0,2017,2017_14_PIT_BAL
PHI,2017-12-10,5,Sun,13,14,@,LAR,W 43-35,5,5,5,0,0,0,2017,2017_14_PHI_LAR
LAR,2017-12-10,5,Sun,13,14,,PHI,L 35-43,5,4,4,3,3,0,2017,2017_14_LAR_PHI
DET,2017-12-03,5,Sun,12,13,@,BAL,L 20-44,5,5,5,3,3,0,2017,2017_13_DET_BAL
WAS,2017-11-30,5,Thu,12,13,@,DAL,L 14-38,5,5,5,1,1,0,2017,2017_13_WAS_DAL
MIA,2017-11-26,5,Sun,11,12,@,NWE,L 17-35,5,5,5,0,0,0,2017,2017_12_MIA_NWE
DAL,2017-11-19,5,Sun,10,11,,PHI,L 9-37,5,1,1,1,0,0,2017,2017_11_DAL_PHI
CLE,2017-11-12,5,Sun,9,10,@,DET,L 24-38,5,5,5,1,1,0,2017,2017_10_CLE_DET
WAS,2017-11-12,5,Sun,9,10,,MIN,L 30-38,5,5,5,1,1,0,2017,2017_10_WAS_MIN
DEN,2017-11-12,5,Sun,9,10,,NWE,L 16-41,5,5,5,2,2,0,2017,2017_10_DEN_NWE
HOU,2017-10-29,5,Sun,7,8,@,SEA,L 38-41,5,5,5,2,2,0,2017,2017_08_HOU_SEA
SEA,2017-10-29,5,Sun,7,8,,HOU,W 41-38,5,5,5,1,1,0,2017,2017_08_SEA_HOU
TAM,2017-10-15,5,Sun,5,6,@,ARI,L 33-38,5,5,5,1,1,0,2017,2017_06_TAM_ARI
ARI,2017-10-15,5,Sun,6,6,,TAM,W 38-33,5,1,1,0,0,0,2017,2017_06_ARI_TAM
NOR,2017-10-15,5,Sun,5,6,,DET,W 52-38,5,5,5,2,1,0,2017,2017_06_NOR_DET
DAL,2017-10-08,5,Sun,5,5,,GNB,L 31-35,5,4,2,1,1,0,2017,2017_05_DAL_GNB
KAN,2017-10-08,5,Sun,5,5,@,HOU,W 42-34,5,2,2,0,0,0,2017,2017_05_KAN_HOU
CHI,2017-09-28,5,Thu,4,4,@,GNB,L 14-35,5,5,5,0,0,0,2017,2017_04_CHI_GNB
BAL,2017-09-24,5,Sun,3,3,@,JAX,L 7-44,5,5,5,3,3,0,2017,2017_03_BAL_JAX
HOU,2017-09-24,5,Sun,3,3,@,NWE,L 33-36,5,4,4,0,0,0,2017,2017_03_HOU_NWE
LAR,2017-09-21,5,Thu,3,3,@,SFO,W 41-39,5,4,3,2,2,0,2017,2017_03_LAR_SFO
SFO,2017-09-21,5,Thu,3,3,,LAR,L 39-41,5,5,5,2,2,0,2017,2017_03_SFO_LAR
ARI,2017-09-10,5,Sun,1,1,@,DET,L 23-35,5,2,2,1,1,0,2017,2017_01_ARI_DET
IND,2017-09-10,5,Sun,1,1,@,LAR,L 9-46,5,5,5,3,3,1,2017,2017_01_IND_LAR
LAC,2023-01-08,4,Sun,17,18,@,DEN,L 28-31,4,4,4,1,1,0,2022,2022_18_LAC_DEN
IND,2023-01-08,4,Sun,17,18,,HOU,L 31-32,4,3,3,1,1,0,2022,2022_18_IND_HOU
HOU,2023-01-08,4,Sun,17,18,@,IND,W 32-31,4,4,4,1,1,0,2022,2022_18_HOU_IND
LVR,2023-01-07,4,Sat,17,18,,KAN,L 13-31,4,4,4,1,1,0,2022,2022_18_LVR_KAN
HOU,2023-01-01,4,Sun,16,17,,JAX,L 3-31,4,4,4,1,1,0,2022,2022_17_HOU_JAX
DEN,2023-01-01,4,Sun,16,17,@,KAN,L 24-27,4,3,3,1,0,0,2022,2022_17_DEN_KAN
CAR,2023-01-01,4,Sun,16,17,@,TAM,L 24-30,4,2,1,3,1,0,2022,2022_17_CAR_TAM
LAR,2023-01-01,4,Sun,16,17,@,LAC,L 10-31,4,4,4,1,1,0,2022,2022_17_LAR_LAC
SFO,2023-01-01,4,Sun,16,17,@,LVR,W 37-34 (OT),4,4,4,2,2,0,2022,2022_17_SFO_LVR
LVR,2023-01-01,4,Sun,16,17,,SFO,L 34-37 (OT),4,4,4,4,3,0,2022,2022_17_LVR_SFO
DAL,2022-12-24,4,Sat,15,16,,PHI,W 40-34,4,4,4,2,2,0,2022,2022_16_DAL_PHI
DET,2022-12-24,4,Sat,15,16,@,CAR,L 23-37,4,4,4,3,3,0,2022,2022_16_DET_CAR
PHI,2022-12-24,4,Sat,15,16,@,DAL,L 34-40,4,4,4,4,4,0,2022,2022_16_PHI_DAL
WAS,2022-12-24,4,Sat,15,16,@,SFO,L 20-37,4,4,4,3,3,0,2022,2022_16_WAS_SFO
NWE,2022-12-18,4,Sun,14,15,@,LVR,L 24-30,4,3,3,1,1,0,2022,2022_15_NWE_LVR
TAM,2022-12-18,4,Sun,14,15,,CIN,L 23-34,4,2,2,2,2,0,2022,2022_15_TAM_CIN
JAX,2022-12-18,4,Sun,14,15,,DAL,W 40-34 (OT),4,4,4,2,2,0,2022,2022_15_JAX_DAL
HOU,2022-12-18,4,Sun,14,15,,KAN,L 24-30 (OT),4,2,1,2,1,0,2022,2022_15_HOU_KAN
MIA,2022-12-17,4,Sat,14,15,@,BUF,L 29-32,4,3,3,1,1,0,2022,2022_15_MIA_BUF
MIN,2022-12-11,4,Sun,13,14,@,DET,L 23-34,4,4,4,3,2,0,2022,2022_14_MIN_DET
DEN,2022-12-11,4,Sun,13,14,,KAN,L 28-34,4,4,4,2,2,0,2022,2022_14_DEN_KAN
KAN,2022-12-11,4,Sun,13,14,@,DEN,W 34-28,4,4,4,0,0,0,2022,2022_14_KAN_DEN
TEN,2022-12-11,4,Sun,13,14,,JAX,L 22-36,4,3,3,3,3,0,2022,2022_14_TEN_JAX
JAX,2022-12-04,4,Sun,12,13,@,DET,L 14-40,4,4,4,4,4,0,2022,2022_13_JAX_DET
CHI,2022-11-27,4,Sun,12,12,@,NYJ,L 10-31,4,4,4,2,1,0,2022,2022_12_CHI_NYJ
LVR,2022-11-27,4,Sun,11,12,@,SEA,W 40-34 (OT),4,4,4,2,2,0,2022,2022_12_LVR_SEA
PHI,2022-11-27,4,Sun,11,12,,GNB,W 40-33,4,4,3,2,2,0,2022,2022_12_PHI_GNB
NWE,2022-11-24,4,Thu,11,12,@,MIN,L 26-33,4,4,3,2,2,0,2022,2022_12_NWE_MIN
NYG,2022-11-24,4,Thu,11,12,@,DAL,L 20-28,4,4,4,1,0,0,2022,2022_12_NYG_DAL
NYG,2022-11-20,4,Sun,10,11,,DET,L 18-31,4,4,4,1,1,0,2022,2022_11_NYG_DET
MIN,2022-11-20,4,Sun,10,11,,DAL,L 3-40,4,4,4,4,4,0,2022,2022_11_MIN_DAL
PIT,2022-11-20,4,Sun,10,11,,CIN,L 30-37,4,4,4,3,3,0,2022,2022_11_PIT_CIN
GNB,2022-11-17,4,Thu,11,11,,TEN,L 17-27,4,4,3,0,0,0,2022,2022_11_GNB_TEN
JAX,2022-11-13,4,Sun,10,10,@,KAN,L 17-27,4,4,3,0,0,0,2022,2022_10_JAX_KAN
GNB,2022-11-13,4,Sun,10,10,,DAL,W 31-28 (OT),4,4,4,0,0,0,2022,2022_10_GNB_DAL
DAL,2022-11-13,4,Sun,9,10,@,GNB,L 28-31 (OT),4,4,4,2,1,0,2022,2022_10_DAL_GNB
CHI,2022-11-13,4,Sun,10,10,,DET,L 30-31,4,4,4,1,1,0,2022,2022_10_CHI_DET
DET,2022-11-13,4,Sun,9,10,@,CHI,W 31-30,4,4,3,1,1,0,2022,2022_10_DET_CHI
BUF,2022-11-13,4,Sun,9,10,,MIN,L 30-33 (OT),4,4,3,2,2,0,2022,2022_10_BUF_MIN
MIA,2022-11-06,4,Sun,9,9,@,CHI,W 35-32,4,3,3,1,1,0,2022,2022_09_MIA_CHI
ARI,2022-11-06,4,Sun,9,9,,SEA,L 21-31,4,4,4,1,1,0,2022,2022_09_ARI_SEA
CHI,2022-11-06,4,Sun,9,9,,MIA,L 32-35,4,5,5,1,0,0,2022,2022_09_CHI_MIA
HOU,2022-11-03,4,Thu,8,9,,PHI,L 17-29,4,3,3,1,0,0,2022,2022_09_HOU_PHI
CIN,2022-10-31,4,Mon,8,8,@,CLE,L 13-32,4,3,3,2,1,0,2022,2022_08_CIN_CLE
ATL,2022-10-30,4,Sun,8,8,,CAR,W 37-34 (OT),4,3,2,3,2,0,2022,2022_08_ATL_CAR
DAL,2022-10-30,4,Sun,8,8,,CHI,W 49-29,4,2,2,1,1,0,2022,2022_08_DAL_CHI
LAR,2022-10-30,4,Sun,7,8,,SFO,L 14-31,4,4,4,1,1,0,2022,2022_08_LAR_SFO
DET,2022-10-30,4,Sun,7,8,,MIA,L 27-31,4,4,4,1,1,0,2022,2022_08_DET_MIA
CAR,2022-10-30,4,Sun,8,8,@,ATL,L 34-37 (OT),4,4,4,3,3,0,2022,2022_08_CAR_ATL
LAC,2022-10-23,4,Sun,7,7,,SEA,L 23-37,4,4,4,3,3,0,2022,2022_07_LAC_SEA
ARI,2022-10-20,4,Thu,7,7,,NOR,W 42-34,4,4,4,2,2,0,2022,2022_07_ARI_NOR
JAX,2022-10-16,4,Sun,6,6,@,IND,L 27-34,4,2,2,2,2,0,2022,2022_06_JAX_IND
NOR,2022-10-16,4,Sun,6,6,,CIN,L 26-30,4,3,3,1,1,0,2022,2022_06_NOR_CIN
IND,2022-10-16,4,Sun,6,6,,JAX,W 34-27,4,3,3,0,0,0,2022,2022_06_IND_JAX
SFO,2022-10-16,4,Sun,6,6,@,ATL,L 14-28,4,4,4,0,0,0,2022,2022_06_SFO_ATL
LVR,2022-10-10,4,Mon,5,5,@,KAN,L 29-30,4,3,3,2,1,0,2022,2022_05_LVR_KAN
LAC,2022-10-09,4,Sun,5,5,@,CLE,W 30-28,4,4,4,2,0,0,2022,2022_05_LAC_CLE
NOR,2022-10-09,4,Sun,5,5,,SEA,W 39-32,4,3,2,2,2,0,2022,2022_05_NOR_SEA
CHI,2022-10-09,4,Sun,5,5,@,MIN,L 22-29,4,3,3,2,0,0,2022,2022_05_CHI_MIN
KAN,2022-10-02,4,Sun,4,4,@,TAM,W 41-31,4,4,4,1,1,0,2022,2022_04_KAN_TAM
JAX,2022-10-02,4,Sun,4,4,@,PHI,L 21-29,4,3,2,1,1,0,2022,2022_04_JAX_PHI
HOU,2022-10-02,4,Sun,4,4,,LAC,L 24-34,4,4,4,2,2,0,2022,2022_04_HOU_LAC
DET,2022-09-25,4,Sun,3,3,@,MIN,L 24-28,4,4,4,2,0,0,2022,2022_03_DET_MIN
LAC,2022-09-25,4,Sun,3,3,,JAX,L 10-38,4,3,3,3,3,0,2022,2022_03_LAC_JAX
PIT,2022-09-22,4,Thu,3,3,@,CLE,L 17-29,4,3,2,1,1,0,2022,2022_03_PIT_CLE
LVR,2022-09-18,4,Sun,2,2,,ARI,L 23-29 (OT),4,1,1,0,0,0,2022,2022_02_LVR_ARI
WAS,2022-09-18,4,Sun,2,2,@,DET,L 27-36,4,4,4,2,2,1,2022,2022_02_WAS_DET
DET,2022-09-18,4,Sun,2,2,,WAS,W 36-27,4,2,1,0,0,0,2022,2022_02_DET_WAS
NYJ,2022-09-18,4,Sun,2,2,@,CLE,W 31-30,4,4,3,1,1,0,2022,2022_02_NYJ_CLE
ATL,2022-09-18,4,Sun,2,2,@,LAR,L 27-31,4,4,4,1,1,0,2022,2022_02_ATL_LAR
CLE,2022-09-18,4,Sun,2,2,,NYJ,L 30-31,4,4,4,1,1,0,2022,2022_02_CLE_NYJ
JAX,2022-09-11,4,Sun,1,1,@,WAS,L 22-28,4,2,2,0,0,0,2022,2022_01_JAX_WAS
LAR,2022-09-08,4,Thu,1,1,,BUF,L 10-31,4,4,4,1,1,0,2022,2022_01_LAR_BUF
NWE,2022-01-09,4,Sun,17,18,@,MIA,L 24-33,4,3,3,2,2,0,2021,2021_18_NWE_MIA
CHI,2022-01-09,4,Sun,17,18,@,MIN,L 17-31,4,4,4,1,1,0,2021,2021_18_CHI_MIN
LVR,2022-01-09,4,Sun,17,18,,LAC,W 35-32 (OT),4,3,3,2,1,0,2021,2021_18_LVR_LAC
HOU,2022-01-09,4,Sun,17,18,,TEN,L 25-28,4,4,4,1,0,0,2021,2021_18_HOU_TEN
GNB,2022-01-09,4,Sun,17,18,@,DET,L 30-37,4,4,4,3,3,0,2021,2021_18_GNB_DET
DET,2022-01-09,4,Sun,17,18,,GNB,W 37-30,4,2,1,1,1,0,2021,2021_18_DET_GNB
KAN,2022-01-02,4,Sun,16,17,@,CIN,L 31-34,4,4,4,2,2,0,2021,2021_17_KAN_CIN
CIN,2022-01-02,4,Sun,16,17,,KAN,W 34-31,4,4,4,1,1,0,2021,2021_17_CIN_KAN
MIA,2022-01-02,4,Sun,16,17,@,TEN,L 3-34,4,4,4,2,2,0,2021,2021_17_MIA_TEN
ATL,2022-01-02,4,Sun,16,17,@,BUF,L 15-29,4,3,3,0,0,0,2021,2021_17_ATL_BUF
MIN,2022-01-02,4,Sun,16,17,@,GNB,L 10-37,4,4,4,3,3,0,2021,2021_17_MIN_GNB
SEA,2022-01-02,4,Sun,16,17,,DET,W 51-29,4,3,3,1,0,0,2021,2021_17_SEA_DET
DEN,2022-01-02,4,Sun,16,17,@,LAC,L 13-34,4,4,4,2,2,0,2021,2021_17_DEN_LAC
NYG,2021-12-26,4,Sun,15,16,@,PHI,L 10-34,4,4,4,3,2,0,2021,2021_16_NYG_PHI
PIT,2021-12-26,4,Sun,15,16,@,KAN,L 10-36,4,4,3,4,3,0,2021,2021_16_PIT_KAN
NWE,2021-12-26,4,Sun,15,16,,BUF,L 21-33,4,3,3,2,2,0,2021,2021_16_NWE_BUF
NYJ,2021-12-19,4,Sun,14,15,@,MIA,L 24-31,4,4,4,1,1,0,2021,2021_15_NYJ_MIA
BAL,2021-12-19,4,Sun,14,15,,GNB,L 30-31,4,4,4,1,1,0,2021,2021_15_BAL_GNB
CAR,2021-12-19,4,Sun,14,15,@,BUF,L 14-31,4,4,4,1,1,0,2021,2021_15_CAR_BUF
GNB,2021-12-19,4,Sun,14,15,@,BAL,W 31-30,4,3,3,1,1,0,2021,2021_15_GNB_BAL
ATL,2021-12-19,4,Sun,14,15,@,SFO,L 13-31,4,4,4,1,1,0,2021,2021_15_ATL_SFO
LAC,2021-12-16,4,Thu,14,15,,KAN,L 28-34 (OT),4,2,2,2,2,0,2021,2021_15_LAC_KAN
KAN,2021-12-16,4,Thu,14,15,@,LAC,W 34-28 (OT),4,4,4,0,0,0,2021,2021_15_KAN_LAC
HOU,2021-12-12,4,Sun,13,14,,SEA,L 13-33,4,3,1,2,2,0,2021,2021_14_HOU_SEA
BUF,2021-12-12,4,Sun,13,14,@,TAM,L 27-33 (OT),4,3,3,2,2,0,2021,2021_14_BUF_TAM
NYG,2021-12-12,4,Sun,13,14,@,LAC,L 21-37,4,4,4,3,3,0,2021,2021_14_NYG_LAC
MIN,2021-12-09,4,Thu,13,14,,PIT,W 36-28,4,2,2,1,0,0,2021,2021_14_MIN_PIT
PIT,2021-12-09,4,Thu,13,14,@,MIN,L 28-36,4,4,3,4,3,0,2021,2021_14_PIT_MIN
SFO,2021-12-05,4,Sun,12,13,@,SEA,L 23-30,4,4,4,1,0,1,2021,2021_13_SFO_SEA
JAX,2021-12-05,4,Sun,12,13,@,LAR,L 7-37,4,4,4,3,3,0,2021,2021_13_JAX_LAR
CHI,2021-12-05,4,Sun,12,13,,ARI,L 22-33,4,3,3,2,2,0,2021,2021_13_CHI_ARI
ATL,2021-12-05,4,Sun,12,13,,TAM,L 17-30,4,4,3,1,1,0,2021,2021_13_ATL_TAM
HOU,2021-12-05,4,Sun,12,13,,IND,L 0-31,4,4,4,2,1,0,2021,2021_13_HOU_IND
MIN,2021-11-28,4,Sun,11,12,@,SFO,L 26-34,4,4,4,3,2,0,2021,2021_12_MIN_SFO
LAR,2021-11-28,4,Sun,11,12,@,GNB,L 28-36,4,3,3,4,3,0,2021,2021_12_LAR_GNB
LAC,2021-11-28,4,Sun,11,12,@,DEN,L 13-28,4,4,4,0,0,0,2021,2021_12_LAC_DEN
TAM,2021-11-28,4,Sun,11,12,@,IND,W 38-31,4,4,4,1,1,0,2021,2021_12_TAM_IND
SFO,2021-11-28,4,Sun,11,12,,MIN,W 34-26,4,3,2,0,0,0,2021,2021_12_SFO_MIN
LVR,2021-11-25,4,Thu,11,12,@,DAL,W 36-33 (OT),4,2,1,3,2,0,2021,2021_12_LVR_DAL
NOR,2021-11-25,4,Thu,11,12,,BUF,L 6-31,4,4,4,1,1,0,2021,2021_12_NOR_BUF
LAC,2021-11-21,4,Sun,10,11,,PIT,W 41-37,4,4,4,3,3,0,2021,2021_11_LAC_PIT
PHI,2021-11-21,4,Sun,11,11,,NOR,W 40-29,4,3,2,1,1,0,2021,2021_11_PHI_NOR
MIN,2021-11-21,4,Sun,10,11,,GNB,W 34-31,4,4,4,2,1,0,2021,2021_11_MIN_GNB
NOR,2021-11-21,4,Sun,10,11,@,PHI,L 29-40,4,4,4,4,4,0,2021,2021_11_NOR_PHI
GNB,2021-11-21,4,Sun,11,11,@,MIN,L 31-34,4,3,2,2,2,0,2021,2021_11_GNB_MIN
LAR,2021-11-15,4,Mon,10,10,@,SFO,L 10-31,4,4,4,1,1,0,2021,2021_10_LAR_SFO
LAR,2021-11-07,4,Sun,9,9,,TEN,L 16-28,4,4,4,0,0,0,2021,2021_09_LAR_TEN
SFO,2021-11-07,4,Sun,8,9,,ARI,L 17-31,4,4,4,1,1,0,2021,2021_09_SFO_ARI
BAL,2021-11-07,4,Sun,8,9,,MIN,W 34-31 (OT),4,4,4,1,1,0,2021,2021_09_BAL_MIN
MIN,2021-11-07,4,Sun,8,9,@,BAL,L 31-34 (OT),4,4,4,2,2,0,2021,2021_09_MIN_BAL
IND,2021-11-04,4,Thu,9,9,,NYJ,W 45-30,4,3,3,1,1,0,2021,2021_09_IND_NYJ
JAX,2021-10-31,4,Sun,7,8,@,SEA,L 7-31,4,4,4,1,1,0,2021,2021_08_JAX_SEA
TAM,2021-10-31,4,Sun,8,8,@,NOR,L 27-36,4,4,3,3,3,0,2021,2021_08_TAM_NOR
NYJ,2021-10-31,4,Sun,7,8,,CIN,W 34-31,4,4,4,1,1,0,2021,2021_08_NYJ_CIN
IND,2021-10-31,4,Sun,8,8,,TEN,L 31-34 (OT),4,4,4,2,2,0,2021,2021_08_IND_TEN
NOR,2021-10-31,4,Sun,7,8,,TAM,W 36-27,4,3,3,0,0,0,2021,2021_08_NOR_TAM
CIN,2021-10-31,4,Sun,8,8,@,NYJ,L 31-34,4,2,2,3,2,0,2021,2021_08_CIN_NYJ
TEN,2021-10-31,4,Sun,8,8,@,IND,W 34-31 (OT),4,4,4,1,1,0,2021,2021_08_TEN_IND
HOU,2021-10-24,4,Sun,7,7,@,ARI,L 5-31,4,4,4,1,1,0,2021,2021_07_HOU_ARI
ATL,2021-10-24,4,Sun,6,7,@,MIA,W 30-28,4,4,4,1,0,0,2021,2021_07_ATL_MIA
PHI,2021-10-24,4,Sun,7,7,@,LVR,L 22-33,4,4,3,2,2,0,2021,2021_07_PHI_LVR
SFO,2021-10-24,4,Sun,6,7,,IND,L 18-30,4,3,3,1,1,0,2021,2021_07_SFO_IND
BUF,2021-10-18,4,Mon,6,6,@,TEN,L 31-34,4,4,4,2,2,0,2021,2021_06_BUF_TEN
WAS,2021-10-17,4,Sun,6,6,,KAN,L 13-31,4,4,4,1,1,0,2021,2021_06_WAS_KAN
NWE,2021-10-17,4,Sun,6,6,,DAL,L 29-35 (OT),4,2,2,4,3,0,2021,2021_06_NWE_DAL
DAL,2021-10-17,4,Sun,6,6,@,NWE,W 35-29 (OT),4,3,3,0,0,0,2021,2021_06_DAL_NWE
DET,2021-10-17,4,Sun,6,6,,CIN,L 11-34,4,4,4,2,2,0,2021,2021_06_DET_CIN
CLE,2021-10-17,4,Sun,6,6,,ARI,L 14-37,4,4,4,3,3,0,2021,2021_06_CLE_ARI
DEN,2021-10-17,4,Sun,6,6,,LVR,L 24-34,4,4,4,3,2,0,2021,2021_06_DEN_LVR
HOU,2021-10-17,4,Sun,6,6,@,IND,L 3-31,4,4,4,1,1,0,2021,2021_06_HOU_IND
CAR,2021-10-17,4,Sun,6,6,,MIN,L 28-34 (OT),4,1,1,5,3,0,2021,2021_06_CAR_MIN
LAC,2021-10-17,4,Sun,6,6,@,BAL,L 6-34,4,4,4,2,2,0,2021,2021_06_LAC_BAL
PHI,2021-10-14,4,Thu,6,6,,TAM,L 22-28,4,4,4,0,0,0,2021,2021_06_PHI_TAM
IND,2021-10-11,4,Mon,5,5,@,BAL,L 25-31 (OT),4,0,0,1,1,0,2021,2021_05_IND_BAL
LVR,2021-10-04,4,Mon,4,4,@,LAC,L 14-28,4,4,4,0,0,0,2021,2021_04_LVR_LAC
WAS,2021-10-03,4,Sun,4,4,@,ATL,W 34-30,4,3,3,1,1,0,2021,2021_04_WAS_ATL
DAL,2021-10-03,4,Sun,4,4,,CAR,W 36-28,4,4,4,1,0,0,2021,2021_04_DAL_CAR
SFO,2021-10-03,4,Sun,4,4,,SEA,L 21-28,4,4,4,0,0,0,2021,2021_04_SFO_SEA
LAR,2021-10-03,4,Sun,4,4,,ARI,L 20-37,4,4,4,3,3,0,2021,2021_04_LAR_ARI
HOU,2021-10-03,4,Sun,4,4,@,BUF,L 0-40,4,4,4,4,4,0,2021,2021_04_HOU_BUF
NWE,2021-09-26,4,Sun,3,3,,NOR,L 13-28,4,4,4,2,0,0,2021,2021_03_NWE_NOR
