Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,TO,Season,game_id
JAX,2020-10-18,403,Sun,6,6,,DET,L 16-34,403,1,2020,2020_06_JAX_DET
ATL,2020-10-05,403,Mon,4,4,@,GNB,L 16-30,403,0,2020,2020_04_ATL_GNB
LAC,2019-10-20,403,Sun,7,7,@,TEN,L 20-23,403,1,2019,2019_07_LAC_TEN
NYJ,2018-12-02,403,Sun,12,13,@,TEN,L 22-26,403,1,2018,2018_13_NYJ_TEN
CIN,2018-11-18,403,Sun,10,11,@,BAL,L 21-24,403,1,2018,2018_11_CIN_BAL
ATL,2017-10-22,403,Sun,6,7,@,NWE,L 7-23,403,0,2017,2017_07_ATL_NWE
LAR,2023-01-08,402,Sun,17,18,@,SEA,L 16-19 (OT),402,2,2022,2022_18_LAR_SEA
CLE,2022-09-18,402,Sun,2,2,,NYJ,L 30-31,402,1,2022,2022_02_CLE_NYJ
NYG,2021-11-22,402,Mon,10,11,@,TAM,L 10-30,402,1,2021,2021_11_NYG_TAM
LVR,2020-12-17,402,Thu,14,15,,LAC,L 27-30 (OT),402,0,2020,2020_15_LVR_LAC
BUF,2020-12-07,402,Mon,12,13,@,SFO,W 34-24,402,2,2020,2020_13_BUF_SFO
NYG,2020-11-08,402,Sun,9,9,@,WAS,W 23-20,402,5,2020,2020_09_NYG_WAS
NYG,2020-10-11,402,Sun,5,5,@,DAL,L 34-37,402,2,2020,2020_05_NYG_DAL
PHI,2019-10-20,402,Sun,7,7,@,DAL,L 10-37,402,1,2019,2019_07_PHI_DAL
GNB,2018-12-30,402,Sun,16,17,,DET,L 0-31,402,0,2018,2018_17_GNB_DET
NYG,2018-12-23,402,Sun,15,16,@,IND,L 27-28,402,1,2018,2018_16_NYG_IND
WAS,2018-12-09,402,Sun,13,14,,NYG,L 16-40,402,1,2018,2018_14_WAS_NYG
PHI,2018-11-25,402,Sun,11,12,,NYG,W 25-22,402,1,2018,2018_12_PHI_NYG
DET,2018-11-11,402,Sun,9,10,@,CHI,L 22-34,402,0,2018,2018_10_DET_CHI
TAM,2018-10-28,402,Sun,7,8,@,CIN,L 34-37,402,0,2018,2018_08_TAM_CIN
TEN,2017-12-24,402,Sun,15,16,,LAR,L 23-27,402,1,2017,2017_16_TEN_LAR
IND,2017-10-08,402,Sun,5,5,,SFO,W 26-23 (OT),402,0,2017,2017_05_IND_SFO
TAM,2017-10-05,402,Thu,4,5,,NWE,L 14-19,402,2,2017,2017_05_TAM_NWE
DET,2022-11-24,401,Thu,11,12,,BUF,L 25-28,401,1,2022,2022_12_DET_BUF
PIT,2022-10-30,401,Sun,8,8,@,PHI,L 13-35,401,0,2022,2022_08_PIT_PHI
JAX,2022-10-02,401,Sun,4,4,@,PHI,L 21-29,401,1,2022,2022_04_JAX_PHI
KAN,2022-09-15,401,Thu,2,2,,LAC,W 27-24,401,1,2022,2022_02_KAN_LAC
ARI,2021-10-03,401,Sun,4,4,@,LAR,W 37-20,401,2,2021,2021_04_ARI_LAR
DAL,2020-12-08,401,Tue,12,13,@,BAL,L 17-34,401,1,2020,2020_13_DAL_BAL
CAR,2020-10-29,401,Thu,8,8,,ATL,L 17-25,401,1,2020,2020_08_CAR_ATL
OAK,2019-11-24,401,Sun,11,12,@,NYJ,L 3-34,401,1,2019,2019_12_OAK_NYJ
GNB,2019-11-10,401,Sun,10,10,,CAR,W 24-16,401,2,2019,2019_10_GNB_CAR
LAR,2019-10-27,401,Sun,8,8,,CIN,W 24-10,401,0,2019,2019_08_LAR_CIN
GNB,2018-10-15,401,Mon,6,6,,SFO,W 33-30,401,3,2018,2018_06_GNB_SFO
PHI,2018-10-11,401,Thu,6,6,@,NYG,W 34-13,401,1,2018,2018_06_PHI_NYG
JAX,2017-12-10,401,Sun,13,14,,SEA,W 30-24,401,3,2017,2017_14_JAX_SEA
NYG,2017-12-03,401,Sun,12,13,@,OAK,L 17-24,401,1,2017,2017_13_NYG_OAK
TAM,2023-01-01,400,Sun,16,17,,CAR,W 30-24,400,3,2022,2022_17_TAM_CAR
HOU,2022-10-23,400,Sun,6,7,@,LVR,L 20-38,400,0,2022,2022_07_HOU_LVR
WAS,2022-09-25,400,Sun,3,3,,PHI,L 8-24,400,0,2022,2022_03_WAS_PHI
MIN,2020-11-01,400,Sun,7,8,@,GNB,W 28-22,400,1,2020,2020_08_MIN_GNB
NYG,2019-12-29,400,Sun,16,17,,PHI,L 17-34,400,0,2019,2019_17_NYG_PHI
WAS,2019-11-17,400,Sun,10,11,,NYJ,L 17-34,400,2,2019,2019_11_WAS_NYJ
MIN,2019-10-13,400,Sun,6,6,,PHI,W 38-20,400,3,2019,2019_06_MIN_PHI
DET,2017-12-10,400,Sun,13,14,@,TAM,W 24-21,400,5,2017,2017_14_DET_TAM
CAR,2017-12-03,400,Sun,12,13,@,NOR,L 21-31,400,1,2017,2017_13_CAR_NOR
PHI,2017-10-01,400,Sun,4,4,@,LAC,W 26-24,400,1,2017,2017_04_PHI_LAC
CIN,2022-10-16,399,Sun,6,6,@,NOR,W 30-26,399,0,2022,2022_06_CIN_NOR
CLE,2022-10-16,399,Sun,6,6,,NWE,L 15-38,399,1,2022,2022_06_CLE_NWE
DAL,2022-01-02,399,Sun,16,17,,ARI,L 22-25,399,0,2021,2021_17_DAL_ARI
LAR,2021-11-28,399,Sun,11,12,@,GNB,L 28-36,399,1,2021,2021_12_LAR_GNB
PHI,2021-10-14,399,Thu,6,6,,TAM,L 22-28,399,1,2021,2021_06_PHI_TAM
NWE,2020-11-22,399,Sun,10,11,@,HOU,L 20-27,399,0,2020,2020_11_NWE_HOU
NYJ,2019-10-13,399,Sun,5,6,,DAL,W 24-22,399,0,2019,2019_06_NYJ_DAL
HOU,2023-01-08,398,Sun,17,18,@,IND,W 32-31,398,3,2022,2022_18_HOU_IND
BUF,2022-10-30,398,Sun,7,8,,GNB,W 27-17,398,1,2022,2022_08_BUF_GNB
DET,2021-12-19,398,Sun,14,15,,ARI,W 30-12,398,1,2021,2021_15_DET_ARI
DET,2021-10-17,398,Sun,6,6,,CIN,L 11-34,398,1,2021,2021_06_DET_CIN
JAX,2021-09-19,398,Sun,2,2,,DEN,L 13-23,398,0,2021,2021_02_JAX_DEN
ARI,2020-12-26,398,Sat,15,16,,SFO,L 12-20,398,1,2020,2020_16_ARI_SFO
IND,2020-12-06,398,Sun,12,13,@,HOU,W 26-20,398,2,2020,2020_13_IND_HOU
CIN,2020-10-25,398,Sun,7,7,,CLE,L 34-37,398,1,2020,2020_07_CIN_CLE
IND,2020-10-18,398,Sun,6,6,,CIN,W 31-27,398,1,2020,2020_06_IND_CIN
SEA,2019-12-29,398,Sun,16,17,,SFO,L 21-26,398,0,2019,2019_17_SEA_SFO
CHI,2019-10-06,398,Sun,5,5,@,OAK,L 21-24,398,2,2019,2019_05_CHI_OAK
PHI,2019-09-08,398,Sun,1,1,,WAS,W 32-27,398,0,2019,2019_01_PHI_WAS
DET,2017-11-19,398,Sun,10,11,@,CHI,W 27-24,398,1,2017,2017_11_DET_CHI
LAC,2017-11-12,398,Sun,9,10,@,JAX,L 17-20 (OT),398,2,2017,2017_10_LAC_JAX
JAX,2022-12-18,397,Sun,14,15,,DAL,W 40-34 (OT),397,2,2022,2022_15_JAX_DAL
CAR,2022-10-09,397,Sun,5,5,,SFO,L 15-37,397,1,2022,2022_05_CAR_SFO
ATL,2021-12-19,397,Sun,14,15,@,SFO,L 13-31,397,1,2021,2021_15_ATL_SFO
SFO,2021-12-12,397,Sun,13,14,@,CIN,W 26-23 (OT),397,2,2021,2021_14_SFO_CIN
HOU,2021-10-24,397,Sun,7,7,@,ARI,L 5-31,397,1,2021,2021_07_HOU_ARI
MIA,2021-10-24,397,Sun,7,7,,ATL,L 28-30,397,2,2021,2021_07_MIA_ATL
TEN,2021-09-19,397,Sun,2,2,@,SEA,W 33-30 (OT),397,0,2021,2021_02_TEN_SEA
CLE,2021-09-12,397,Sun,1,1,@,KAN,L 29-33,397,0,2021,2021_01_CLE_KAN
MIN,2020-12-20,397,Sun,14,15,,CHI,L 27-33,397,1,2020,2020_15_MIN_CHI
CAR,2020-11-08,397,Sun,9,9,@,KAN,L 31-33,397,1,2020,2020_09_CAR_KAN
DAL,2020-10-25,397,Sun,7,7,@,WAS,L 3-25,397,0,2020,2020_07_DAL_WAS
GNB,2020-09-27,397,Sun,3,3,@,NOR,W 37-30,397,1,2020,2020_03_GNB_NOR
PHI,2019-12-29,397,Sun,16,17,@,NYG,W 34-17,397,2,2019,2019_17_PHI_NYG
NOR,2019-12-22,397,Sun,15,16,@,TEN,W 38-28,397,1,2019,2019_16_NOR_TEN
IND,2019-09-22,397,Sun,3,3,,ATL,W 27-24,397,1,2019,2019_03_IND_ATL
CAR,2018-11-25,397,Sun,11,12,,SEA,L 27-30,397,0,2018,2018_12_CAR_SEA
TEN,2018-11-18,397,Sun,10,11,@,IND,L 10-38,397,0,2018,2018_11_TEN_IND
PHI,2018-09-30,397,Sun,4,4,@,TEN,L 23-26 (OT),397,1,2018,2018_04_PHI_TEN
LAC,2017-12-16,397,Sat,14,15,@,KAN,L 13-30,397,0,2017,2017_15_LAC_KAN
ARI,2022-12-25,396,Sun,15,16,,TAM,L 16-19 (OT),396,2,2022,2022_16_ARI_TAM
CIN,2022-12-18,396,Sun,14,15,@,TAM,W 34-23,396,4,2022,2022_15_CIN_TAM
BUF,2022-11-20,396,Sun,10,11,,CLE,W 31-23,396,1,2022,2022_11_BUF_CLE
NOR,2022-10-09,396,Sun,5,5,,SEA,W 39-32,396,1,2022,2022_05_NOR_SEA
TEN,2022-09-25,396,Sun,3,3,,LVR,W 24-22,396,1,2022,2022_03_TEN_LVR
DET,2022-09-18,396,Sun,2,2,,WAS,W 36-27,396,1,2022,2022_02_DET_WAS
MIA,2021-10-17,396,Sun,6,6,@,JAX,L 20-23,396,1,2021,2021_06_MIA_JAX
LAC,2020-12-27,396,Sun,15,16,,DEN,W 19-16,396,2,2020,2020_16_LAC_DEN
IND,2019-11-21,396,Thu,11,12,@,HOU,L 17-20,396,1,2019,2019_12_IND_HOU
CAR,2018-09-23,396,Sun,3,3,,CIN,W 31-21,396,4,2018,2018_03_CAR_CIN
DEN,2017-11-12,396,Sun,9,10,,NWE,L 16-41,396,0,2017,2017_10_DEN_NWE
HOU,2017-09-24,396,Sun,3,3,@,NWE,L 33-36,396,1,2017,2017_03_HOU_NWE
GNB,2022-09-11,395,Sun,1,1,@,MIN,L 7-23,395,0,2022,2022_01_GNB_MIN
HOU,2021-09-12,395,Sun,1,1,,JAX,W 37-21,395,3,2021,2021_01_HOU_JAX
ATL,2020-12-27,395,Sun,15,16,@,KAN,L 14-17,395,2,2020,2020_16_ATL_KAN
JAX,2020-11-15,395,Sun,9,10,@,GNB,L 20-24,395,2,2020,2020_10_JAX_GNB
SFO,2019-12-21,395,Sat,15,16,,LAR,W 34-31,395,1,2019,2019_16_SFO_LAR
CLE,2019-09-29,395,Sun,4,4,@,BAL,W 40-25,395,3,2019,2019_04_CLE_BAL
BAL,2018-11-04,395,Sun,9,9,,PIT,L 16-23,395,0,2018,2018_09_BAL_PIT
JAX,2018-10-28,395,Sun,8,8,,PHI,L 18-24,395,2,2018,2018_08_JAX_PHI
NYJ,2018-10-28,395,Sun,8,8,@,CHI,L 10-24,395,0,2018,2018_08_NYJ_CHI
LAR,2018-09-10,395,Mon,1,1,@,OAK,W 33-13,395,3,2018,2018_01_LAR_OAK
GNB,2017-12-03,395,Sun,12,13,,TAM,W 26-20 (OT),395,1,2017,2017_13_GNB_TAM
OAK,2017-11-05,395,Sun,9,9,@,MIA,W 27-24,395,1,2017,2017_09_OAK_MIA
IND,2023-01-01,394,Sun,16,17,@,NYG,L 10-38,394,1,2022,2022_17_IND_NYG
NWE,2022-09-25,394,Sun,3,3,,BAL,L 26-37,394,2,2022,2022_03_NWE_BAL
TEN,2022-09-11,394,Sun,1,1,,NYG,L 20-21,394,2,2022,2022_01_TEN_NYG
TEN,2021-11-28,394,Sun,12,12,@,NWE,L 13-36,394,0,2021,2021_12_TEN_NWE
CLE,2021-01-03,394,Sun,16,17,,PIT,W 24-22,394,1,2020,2020_17_CLE_PIT
CHI,2020-11-01,394,Sun,8,8,,NOR,L 23-26 (OT),394,0,2020,2020_08_CHI_NOR
MIN,2019-11-17,394,Sun,11,11,,DEN,W 27-23,394,1,2019,2019_11_MIN_DEN
MIA,2019-10-28,394,Mon,7,8,@,PIT,L 14-27,394,1,2019,2019_08_MIA_PIT
MIN,2017-11-12,394,Sun,9,10,@,WAS,W 38-30,394,1,2017,2017_10_MIN_WAS
MIA,2022-10-30,393,Sun,8,8,@,DET,W 31-27,393,0,2022,2022_08_MIA_DET
SEA,2021-11-14,393,Sun,9,10,@,GNB,L 0-17,393,1,2021,2021_10_SEA_GNB
CIN,2021-10-24,393,Sun,7,7,@,BAL,W 41-17,393,0,2021,2021_07_CIN_BAL
MIA,2021-09-12,393,Sun,1,1,@,NWE,W 17-16,393,2,2021,2021_01_MIA_NWE
CHI,2020-11-29,393,Sun,11,12,@,GNB,L 25-41,393,0,2020,2020_12_CHI_GNB
LAR,2019-12-29,393,Sun,16,17,,ARI,W 31-24,393,5,2019,2019_17_LAR_ARI
ARI,2019-12-15,393,Sun,14,15,,CLE,W 38-24,393,2,2019,2019_15_ARI_CLE
CLE,2018-12-09,393,Sun,13,14,,CAR,W 26-20,393,1,2018,2018_14_CLE_CAR
LAC,2017-11-19,393,Sun,10,11,,BUF,W 54-24,393,6,2017,2017_11_LAC_BUF
TAM,2021-11-28,392,Sun,11,12,@,IND,W 38-31,392,5,2021,2021_12_TAM_IND
BUF,2021-10-10,392,Sun,5,5,@,KAN,W 38-20,392,4,2021,2021_05_BUF_KAN
NYG,2020-12-20,392,Sun,14,15,,CLE,L 6-20,392,0,2020,2020_15_NYG_CLE
DET,2020-10-04,392,Sun,4,4,,NOR,L 29-35,392,1,2020,2020_04_DET_NOR
IND,2018-12-23,392,Sun,15,16,,NYG,W 28-27,392,1,2018,2018_16_IND_NYG
CAR,2017-12-24,392,Sun,15,16,,TAM,W 22-19,392,3,2017,2017_16_CAR_TAM
DET,2017-10-29,392,Sun,7,8,,PIT,L 15-20,392,2,2017,2017_08_DET_PIT
KAN,2017-10-08,392,Sun,5,5,@,HOU,W 42-34,392,1,2017,2017_05_KAN_HOU
NYG,2017-09-10,392,Sun,1,1,@,DAL,L 3-19,392,0,2017,2017_01_NYG_DAL
WAS,2022-10-13,391,Thu,6,6,@,CHI,W 12-7,391,2,2022,2022_06_WAS_CHI
NYG,2022-09-26,391,Mon,3,3,,DAL,L 16-23,391,0,2022,2022_03_NYG_DAL
CAR,2021-12-26,391,Sun,15,16,,TAM,L 6-32,391,0,2021,2021_16_CAR_TAM
DEN,2021-10-10,391,Sun,5,5,@,PIT,L 19-27,391,1,2021,2021_05_DEN_PIT
WAS,2021-09-16,391,Thu,2,2,,NYG,W 30-29,391,0,2021,2021_02_WAS_NYG
JAX,2020-12-27,391,Sun,15,16,,CHI,L 17-41,391,1,2020,2020_16_JAX_CHI
HOU,2019-12-08,391,Sun,13,14,,DEN,L 24-38,391,1,2019,2019_14_HOU_DEN
TEN,2019-12-01,391,Sun,12,13,@,IND,W 31-17,391,3,2019,2019_13_TEN_IND
IND,2019-10-20,391,Sun,6,7,,HOU,W 30-23,391,2,2019,2019_07_IND_HOU
LAR,2018-12-30,391,Sun,16,17,,SFO,W 48-32,391,4,2018,2018_17_LAR_SFO
CAR,2017-11-26,391,Sun,11,12,@,NYJ,W 35-27,391,1,2017,2017_12_CAR_NYJ
NWE,2022-10-24,390,Mon,7,7,,CHI,L 14-33,390,1,2022,2022_07_NWE_CHI
JAX,2022-09-11,390,Sun,1,1,@,WAS,L 22-28,390,3,2022,2022_01_JAX_WAS
DEN,2022-01-08,390,Sat,17,18,,KAN,L 24-28,390,0,2021,2021_18_DEN_KAN
NYG,2020-12-13,390,Sun,13,14,,ARI,L 7-26,390,0,2020,2020_14_NYG_ARI
MIN,2020-12-06,390,Sun,12,13,,JAX,W 27-24 (OT),390,4,2020,2020_13_MIN_JAX
LAR,2020-10-18,390,Sun,6,6,@,SFO,L 16-24,390,0,2020,2020_06_LAR_SFO
MIA,2019-09-29,390,Sun,4,4,,LAC,L 10-30,390,0,2019,2019_04_MIA_LAC
BUF,2018-12-23,390,Sun,15,16,@,NWE,L 12-24,390,3,2018,2018_16_BUF_NWE
LAC,2018-10-21,390,Sun,7,7,,TEN,W 20-19,390,1,2018,2018_07_LAC_TEN
JAX,2017-09-17,390,Sun,2,2,,TEN,L 16-37,390,1,2017,2017_02_JAX_TEN
DET,2022-11-06,389,Sun,8,9,,GNB,W 15-9,389,3,2022,2022_09_DET_GNB
TEN,2021-12-23,389,Thu,15,16,,SFO,W 20-17,389,2,2021,2021_16_TEN_SFO
CLE,2021-12-12,389,Sun,13,14,,BAL,W 24-22,389,2,2021,2021_14_CLE_BAL
HOU,2021-12-05,389,Sun,12,13,,IND,L 0-31,389,1,2021,2021_13_HOU_IND
MIN,2021-09-26,389,Sun,3,3,,SEA,W 30-17,389,0,2021,2021_03_MIN_SEA
DET,2020-12-06,389,Sun,12,13,@,CHI,W 34-30,389,1,2020,2020_13_DET_CHI
SEA,2020-11-15,389,Sun,9,10,@,LAR,L 16-23,389,1,2020,2020_10_SEA_LAR
NWE,2019-12-29,389,Sun,16,17,,MIA,L 24-27,389,0,2019,2019_17_NWE_MIA
JAX,2019-11-17,389,Sun,10,11,@,IND,L 13-33,389,2,2019,2019_11_JAX_IND
TEN,2019-10-27,389,Sun,8,8,,TAM,W 27-23,389,4,2019,2019_08_TEN_TAM
NYJ,2019-10-27,389,Sun,7,8,@,JAX,L 15-29,389,1,2019,2019_08_NYJ_JAX
WAS,2019-09-29,389,Sun,4,4,@,NYG,L 3-24,389,4,2019,2019_04_WAS_NYG
DEN,2018-12-09,389,Sun,13,14,@,SFO,L 14-20,389,1,2018,2018_14_DEN_SFO
NYG,2018-09-30,389,Sun,4,4,,NOR,L 18-33,389,0,2018,2018_04_NYG_NOR
HOU,2018-09-09,389,Sun,1,1,@,NWE,L 20-27,389,3,2018,2018_01_HOU_NWE
LAR,2017-10-15,389,Sun,6,6,@,JAX,W 27-17,389,1,2017,2017_06_LAR_JAX
BUF,2017-10-01,389,Sun,4,4,@,ATL,W 23-17,389,3,2017,2017_04_BUF_ATL
IND,2017-09-17,389,Sun,2,2,,ARI,L 13-16 (OT),389,1,2017,2017_02_IND_ARI
DEN,2022-12-25,388,Sun,15,16,@,LAR,L 14-51,388,0,2022,2022_16_DEN_LAR
NYJ,2021-11-21,388,Sun,10,11,,MIA,L 17-24,388,1,2021,2021_11_NYJ_MIA
HOU,2021-10-17,388,Sun,6,6,@,IND,L 3-31,388,0,2021,2021_06_HOU_IND
BAL,2020-12-08,388,Tue,12,13,,DAL,W 34-17,388,1,2020,2020_13_BAL_DAL
HOU,2020-11-26,388,Thu,11,12,@,DET,W 41-25,388,3,2020,2020_12_HOU_DET
DET,2020-10-25,388,Sun,6,7,@,ATL,W 23-22,388,1,2020,2020_07_DET_ATL
LVR,2020-09-13,388,Sun,1,1,@,CAR,W 34-30,388,0,2020,2020_01_LVR_CAR
CAR,2019-11-10,388,Sun,9,10,@,GNB,L 16-24,388,0,2019,2019_10_CAR_GNB
CAR,2019-10-27,388,Sun,7,8,@,SFO,L 13-51,388,1,2019,2019_08_CAR_SFO
LAC,2019-10-27,388,Sun,8,8,@,CHI,W 17-16,388,2,2019,2019_08_LAC_CHI
OAK,2019-10-27,388,Sun,7,8,@,HOU,L 24-27,388,0,2019,2019_08_OAK_HOU
NYG,2019-09-15,388,Sun,2,2,,BUF,L 14-28,388,0,2019,2019_02_NYG_BUF
KAN,2018-11-04,388,Sun,9,9,@,CLE,W 37-21,388,1,2018,2018_09_KAN_CLE
CHI,2017-12-03,388,Sun,12,13,,SFO,L 14-15,388,1,2017,2017_13_CHI_SFO
BUF,2017-10-08,388,Sun,5,5,@,CIN,L 16-20,388,3,2017,2017_05_BUF_CIN
NYG,2022-12-18,387,Sun,14,15,@,WAS,W 20-12,387,2,2022,2022_15_NYG_WAS
ARI,2022-11-21,387,Mon,11,11,,SFO,L 10-38,387,0,2022,2022_11_ARI_SFO
LAC,2022-11-13,387,Sun,9,10,@,SFO,L 16-22,387,1,2022,2022_10_LAC_SFO
NYG,2022-11-13,387,Sun,9,10,,HOU,W 24-16,387,2,2022,2022_10_NYG_HOU
NWE,2022-10-30,387,Sun,8,8,@,NYJ,W 22-17,387,3,2022,2022_08_NWE_NYJ
BUF,2022-10-16,387,Sun,6,6,@,KAN,W 24-20,387,2,2022,2022_06_BUF_KAN
DET,2021-11-14,387,Sun,9,10,@,PIT,T 16-16 (OT),387,3,2021,2021_10_DET_PIT
DET,2021-09-26,387,Sun,3,3,,BAL,L 17-19,387,1,2021,2021_03_DET_BAL
CAR,2020-11-29,387,Sun,12,12,@,MIN,L 27-28,387,3,2020,2020_12_CAR_MIN
HOU,2020-09-27,387,Sun,3,3,@,PIT,L 21-28,387,0,2020,2020_03_HOU_PIT
DET,2019-09-08,387,Sun,1,1,@,ARI,T 27-27 (OT),387,1,2019,2019_01_DET_ARI
DET,2018-11-18,387,Sun,10,11,,CAR,W 20-19,387,1,2018,2018_11_DET_CAR
BUF,2018-10-29,387,Mon,8,8,,NWE,L 6-25,387,0,2018,2018_08_BUF_NWE
GNB,2017-12-17,387,Sun,14,15,@,CAR,L 24-31,387,0,2017,2017_15_GNB_CAR
CHI,2017-10-29,387,Sun,8,8,@,NOR,L 12-20,387,2,2017,2017_08_CHI_NOR
CIN,2023-01-08,386,Sun,16,18,,BAL,W 27-16,386,4,2022,2022_18_CIN_BAL
LVR,2022-12-04,386,Sun,12,13,,LAC,W 27-20,386,1,2022,2022_13_LVR_LAC
SEA,2022-09-25,386,Sun,3,3,,ATL,L 23-27,386,2,2022,2022_03_SEA_ATL
PHI,2022-09-11,386,Sun,1,1,@,DET,W 38-35,386,1,2022,2022_01_PHI_DET
DEN,2021-11-14,386,Sun,10,10,,PHI,L 13-30,386,1,2021,2021_10_DEN_PHI
CHI,2021-09-12,386,Sun,1,1,@,LAR,L 14-34,386,0,2021,2021_01_CHI_LAR
CAR,2020-12-27,386,Sun,15,16,@,WAS,W 20-13,386,4,2020,2020_16_CAR_WAS
CIN,2020-11-29,386,Sun,11,12,,NYG,L 17-19,386,1,2020,2020_12_CIN_NYG
ATL,2020-10-25,386,Sun,7,7,,DET,L 22-23,386,0,2020,2020_07_ATL_DET
MIN,2020-10-04,386,Sun,4,4,@,HOU,W 31-23,386,1,2020,2020_04_MIN_HOU
MIA,2019-12-01,386,Sun,12,13,,PHI,W 37-31,386,1,2019,2019_13_MIA_PHI
CIN,2019-11-17,386,Sun,10,11,@,OAK,L 10-17,386,2,2019,2019_11_CIN_OAK
BAL,2018-10-28,386,Sun,8,8,@,CAR,L 21-36,386,0,2018,2018_08_BAL_CAR
GNB,2018-09-23,386,Sun,3,3,@,WAS,L 17-31,386,1,2018,2018_03_GNB_WAS
DEN,2017-12-24,386,Sun,15,16,@,WAS,L 11-27,386,2,2017,2017_16_DEN_WAS
NYJ,2017-10-29,386,Sun,8,8,,ATL,L 20-25,386,2,2017,2017_08_NYJ_ATL
BAL,2017-09-17,386,Sun,2,2,,CLE,W 24-10,386,5,2017,2017_02_BAL_CLE
IND,2022-12-04,385,Sun,13,13,@,DAL,L 19-54,385,1,2022,2022_13_IND_DAL
TEN,2022-10-09,385,Sun,5,5,@,WAS,W 21-17,385,1,2022,2022_05_TEN_WAS
DEN,2022-10-02,385,Sun,4,4,@,LVR,L 23-32,385,0,2022,2022_04_DEN_LVR
ATL,2022-09-11,385,Sun,1,1,,NOR,L 26-27,385,1,2022,2022_01_ATL_NOR
TAM,2021-01-03,385,Sun,16,17,,ATL,W 44-27,385,2,2020,2020_17_TAM_ATL
CLE,2020-12-14,385,Mon,13,14,,BAL,L 42-47,385,0,2020,2020_14_CLE_BAL
CHI,2020-11-16,385,Mon,10,10,,MIN,L 13-19,385,2,2020,2020_10_CHI_MIN
IND,2020-10-11,385,Sun,5,5,@,CLE,L 23-32,385,2,2020,2020_05_IND_CLE
OAK,2019-09-22,385,Sun,3,3,@,MIN,L 14-34,385,0,2019,2019_03_OAK_MIN
SFO,2018-12-16,385,Sun,14,15,,SEA,W 26-23 (OT),385,0,2018,2018_15_SFO_SEA
NWE,2018-11-11,385,Sun,10,10,@,TEN,L 10-34,385,0,2018,2018_10_NWE_TEN
KAN,2018-10-01,385,Mon,4,4,@,DEN,W 27-23,385,1,2018,2018_04_KAN_DEN
OAK,2018-09-16,385,Sun,2,2,@,DEN,L 19-20,385,1,2018,2018_02_OAK_DEN
LAR,2017-09-17,385,Sun,2,2,,WAS,L 20-27,385,0,2017,2017_02_LAR_WAS
NYJ,2021-12-26,384,Sun,15,16,,JAX,W 26-21,384,1,2021,2021_16_NYJ_JAX
DET,2021-10-10,384,Sun,5,5,@,MIN,L 17-19,384,2,2021,2021_05_DET_MIN
DET,2020-11-26,384,Thu,11,12,,HOU,L 25-41,384,1,2020,2020_12_DET_HOU
NYG,2019-12-15,384,Sun,14,15,,MIA,W 36-20,384,1,2019,2019_15_NYG_MIA
TAM,2019-09-22,384,Sun,3,3,,NYG,L 31-32,384,2,2019,2019_03_TAM_NYG
CLE,2018-12-02,384,Sun,12,13,@,HOU,L 13-29,384,0,2018,2018_13_CLE_HOU
SFO,2018-09-23,384,Sun,3,3,@,KAN,L 27-38,384,0,2018,2018_03_SFO_KAN
CAR,2017-12-17,384,Sun,14,15,,GNB,W 31-24,384,4,2017,2017_15_CAR_GNB
TEN,2017-12-03,384,Sun,12,13,,HOU,W 24-13,384,1,2017,2017_13_TEN_HOU
WAS,2022-09-11,383,Sun,1,1,,JAX,W 28-22,383,1,2022,2022_01_WAS_JAX
NOR,2021-09-19,383,Sun,2,2,@,CAR,L 7-26,383,1,2021,2021_02_NOR_CAR
LVR,2020-12-26,383,Sat,15,16,,MIA,L 25-26,383,0,2020,2020_16_LVR_MIA
NWE,2020-12-20,383,Sun,14,15,@,MIA,L 12-22,383,1,2020,2020_15_NWE_MIA
BUF,2020-10-04,383,Sun,4,4,@,LVR,W 30-23,383,2,2020,2020_04_BUF_LVR
ATL,2020-09-13,383,Sun,1,1,,SEA,L 25-38,383,0,2020,2020_01_ATL_SEA
MIN,2019-12-23,383,Mon,15,16,,GNB,L 10-23,383,3,2019,2019_16_MIN_GNB
HOU,2019-10-20,383,Sun,7,7,@,IND,L 23-30,383,1,2019,2019_07_HOU_IND
DAL,2018-12-23,383,Sun,15,16,,TAM,W 27-20,383,2,2018,2018_16_DAL_TAM
DAL,2017-11-19,383,Sun,10,11,,PHI,L 9-37,383,0,2017,2017_11_DAL_PHI
TAM,2023-01-08,382,Sun,17,18,@,ATL,L 17-30,382,1,2022,2022_18_TAM_ATL
PHI,2020-11-15,382,Sun,9,10,@,NYG,L 17-27,382,0,2020,2020_10_PHI_NYG
GNB,2020-09-13,382,Sun,1,1,@,MIN,W 43-34,382,1,2020,2020_01_GNB_MIN
DAL,2019-12-05,382,Thu,13,14,@,CHI,L 24-31,382,2,2019,2019_14_DAL_CHI
DAL,2019-10-13,382,Sun,6,6,@,NYJ,L 22-24,382,1,2019,2019_06_DAL_NYJ
CLE,2018-11-11,382,Sun,10,10,,ATL,W 28-16,382,2,2018,2018_10_CLE_ATL
DAL,2018-09-30,382,Sun,4,4,,DET,W 26-24,382,0,2018,2018_04_DAL_DET
NYG,2017-10-08,382,Sun,5,5,,LAC,L 22-27,382,1,2017,2017_05_NYG_LAC
