Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Season,game_id
IND,2019-09-15,19,Sun,2,2,@,TEN,W 19-17,19,28,67.9,119,1,4,35,0,88.2,2019,2019_02_IND_TEN
NOR,2019-09-15,19,Sun,2,2,@,LAR,L 9-27,19,28,67.9,265,1,3,18,0,110.0,2019,2019_02_NOR_LAR
BUF,2018-12-30,19,Sun,16,17,,MIA,W 42-17,19,32,59.4,126,1,4,24,2,52.3,2018,2018_17_BUF_MIA
DET,2018-12-30,19,Sun,16,17,@,GNB,W 31-0,19,40,47.5,129,0,3,29,1,44.7,2018,2018_17_DET_GNB
DEN,2018-12-24,19,Mon,15,16,@,OAK,L 14-27,19,26,73.1,159,0,1,8,0,88.5,2018,2018_16_DEN_OAK
ARI,2018-12-23,19,Sun,15,16,,LAR,L 9-31,19,24,79.2,192,1,2,24,0,113.9,2018,2018_16_ARI_LAR
CIN,2018-12-09,19,Sun,13,14,@,LAC,L 21-26,19,29,65.5,203,1,2,17,0,97.3,2018,2018_14_CIN_LAC
TEN,2018-11-26,19,Mon,11,12,@,HOU,L 17-34,19,24,79.2,181,2,4,29,0,125.9,2018,2018_12_TEN_HOU
CIN,2018-11-25,19,Sun,11,12,,CLE,L 20-35,19,26,73.1,258,4,0,0,0,143.9,2018,2018_12_CIN_CLE
ARI,2018-11-18,19,Sun,10,11,,OAK,L 21-23,19,31,61.3,173,2,4,19,0,97.9,2018,2018_11_ARI_OAK
NOR,2018-11-18,19,Sun,10,11,,PHI,W 48-7,19,33,57.6,138,0,3,18,3,29.6,2018,2018_11_NOR_PHI
BAL,2018-11-18,19,Sun,10,11,,CIN,W 24-21,19,37,51.4,207,2,1,4,0,86.2,2018,2018_11_BAL_CIN
SFO,2018-11-12,19,Mon,10,10,,NYG,L 23-27,19,31,61.3,180,3,1,8,0,109.6,2018,2018_10_SFO_NYG
TAM,2018-11-11,19,Sun,9,10,,WAS,L 3-16,19,27,70.4,170,1,3,8,0,99.3,2018,2018_10_TAM_WAS
MIA,2018-11-11,19,Sun,10,10,@,GNB,L 12-31,19,28,67.9,182,2,2,17,0,109.5,2018,2018_10_MIA_GNB
TAM,2018-11-04,19,Sun,8,9,@,CAR,L 28-42,19,25,76.0,228,2,2,19,0,130.1,2018,2018_09_TAM_CAR
MIN,2018-10-28,19,Sun,8,8,,NOR,L 20-30,19,24,79.2,164,1,0,0,1,91.7,2018,2018_08_MIN_NOR
TEN,2018-10-21,19,Sun,7,7,@,LAC,L 19-20,19,26,73.1,297,2,2,9,0,136.2,2018,2018_07_TEN_LAC
KAN,2018-10-21,19,Sun,7,7,,CIN,W 45-10,19,33,57.6,174,1,2,13,1,69.5,2018,2018_07_KAN_CIN
ATL,2018-10-07,19,Sun,5,5,@,PIT,L 17-41,19,29,65.5,250,3,0,0,1,112.7,2018,2018_05_ATL_PIT
TAM,2018-09-30,19,Sun,4,4,@,CHI,L 10-48,19,26,73.1,344,6,1,10,0,154.6,2018,2018_04_TAM_CHI
NYG,2018-09-30,19,Sun,4,4,,NOR,L 18-33,19,34,55.9,219,0,1,8,0,75.5,2018,2018_04_NYG_NOR
ARI,2018-09-30,19,Sun,4,4,,SEA,L 17-20,19,26,73.1,160,0,2,12,0,88.6,2018,2018_04_ARI_SEA
SEA,2018-09-23,19,Sun,3,3,,DAL,W 24-13,19,34,55.9,137,1,5,31,2,50.7,2018,2018_03_SEA_DAL
OAK,2018-09-16,19,Sun,2,2,@,DEN,L 19-20,19,35,54.3,217,0,1,5,1,61.3,2018,2018_02_OAK_DEN
DEN,2018-09-09,19,Sun,1,1,,SEA,W 27-24,19,33,57.6,242,3,6,56,2,85.7,2018,2018_01_DEN_SEA
CAR,2018-09-09,19,Sun,1,1,,DAL,W 16-8,19,29,65.5,138,0,6,32,0,76.5,2018,2018_01_CAR_DAL
NYJ,2017-12-31,19,Sun,16,17,@,NWE,L 6-26,19,40,47.5,183,2,2,12,0,77.4,2017,2017_17_NYJ_NWE
LAC,2017-12-31,19,Sun,16,17,,OAK,W 30-10,19,28,67.9,231,1,2,12,1,90.0,2017,2017_17_LAC_OAK
NWE,2017-12-31,19,Sun,16,17,,NYJ,W 26-6,19,36,52.8,207,0,4,25,0,70.0,2017,2017_17_NWE_NYJ
MIA,2017-12-31,19,Sun,16,17,,BUF,L 16-22,19,27,70.4,186,1,4,18,0,101.8,2017,2017_17_MIA_BUF
OAK,2017-12-25,19,Mon,15,16,@,PHI,L 10-19,19,38,50.0,138,1,2,25,1,56.7,2017,2017_16_OAK_PHI
DEN,2017-12-24,19,Sun,15,16,@,WAS,L 11-27,19,37,51.4,299,3,0,0,1,94.3,2017,2017_16_DEN_WAS
CIN,2017-12-24,19,Sun,15,16,,DET,W 26-17,19,35,54.3,189,1,2,14,1,67.4,2017,2017_16_CIN_DET
KAN,2017-12-24,19,Sun,15,16,,MIA,W 29-13,19,38,50.0,286,1,0,0,0,83.9,2017,2017_16_KAN_MIA
NOR,2017-12-17,19,Sun,14,15,,NYJ,W 31-19,19,39,48.7,170,1,1,9,2,48.0,2017,2017_15_NOR_NYJ
WAS,2017-12-10,19,Sun,13,14,@,LAC,L 13-30,19,34,55.9,314,2,2,8,1,94.5,2017,2017_14_WAS_LAC
NYJ,2017-12-10,19,Sun,13,14,@,DEN,L 0-23,19,31,61.3,189,1,2,11,0,89.3,2017,2017_14_NYJ_DEN
NYJ,2017-12-03,19,Sun,12,13,,KAN,W 38-31,19,33,57.6,362,4,2,4,0,135.4,2017,2017_13_NYJ_KAN
MIA,2017-12-03,19,Sun,12,13,,DEN,W 35-9,19,41,46.3,167,0,3,33,3,27.2,2017,2017_13_MIA_DEN
ARI,2017-11-26,19,Sun,11,12,,JAX,W 27-24,19,33,57.6,128,0,3,32,1,53.6,2017,2017_12_ARI_JAX
CAR,2017-11-26,19,Sun,11,12,@,NYJ,W 35-27,19,36,52.8,282,3,3,25,0,106.5,2017,2017_12_CAR_NYJ
KAN,2017-11-26,19,Sun,11,12,,BUF,L 10-16,19,29,65.5,164,1,2,19,0,91.7,2017,2017_12_KAN_BUF
NYG,2017-11-23,19,Thu,11,12,@,WAS,L 10-20,19,31,61.3,201,2,6,41,1,88.2,2017,2017_12_NYG_WAS
SEA,2017-11-20,19,Mon,10,11,,ATL,L 31-34,19,27,70.4,190,2,1,5,0,114.7,2017,2017_11_SEA_ATL
KAN,2017-11-19,19,Sun,10,11,@,NYG,L 9-12 (OT),19,36,52.8,205,0,0,0,1,58.2,2017,2017_11_KAN_NYG
IND,2017-11-12,19,Sun,10,10,,PIT,L 17-20,19,31,61.3,228,2,1,8,1,91.9,2017,2017_10_IND_PIT
NYG,2017-11-12,19,Sun,9,10,@,SFO,L 21-31,19,25,76.0,288,2,0,0,1,123.4,2017,2017_10_NYG_SFO
IND,2017-11-05,19,Sun,9,9,@,HOU,W 20-14,19,44,43.2,194,1,2,25,0,64.0,2017,2017_09_IND_HOU
PHI,2017-11-05,19,Sun,9,9,,DEN,W 51-23,19,38,50.0,191,1,3,17,2,51.5,2017,2017_09_PHI_DEN
BAL,2017-11-05,19,Sun,9,9,@,TEN,L 20-23,19,28,67.9,186,2,3,32,1,95.2,2017,2017_09_BAL_TEN
KAN,2017-10-30,19,Mon,8,8,,DEN,W 29-19,19,36,52.8,187,1,3,11,3,42.2,2017,2017_08_KAN_DEN
SEA,2017-10-29,19,Sun,7,8,,HOU,W 41-38,19,30,63.3,367,4,5,35,3,105.8,2017,2017_08_SEA_HOU
SEA,2017-10-22,19,Sun,6,7,@,NYG,W 24-7,19,39,48.7,131,1,1,3,0,65.2,2017,2017_07_SEA_NYG
PIT,2017-10-15,19,Sun,6,6,@,KAN,W 19-13,19,34,55.9,223,1,3,23,0,85.8,2017,2017_06_PIT_KAN
ATL,2017-10-15,19,Sun,5,6,,MIA,L 17-20,19,33,57.6,151,2,0,0,1,76.7,2017,2017_06_ATL_MIA
OAK,2017-10-08,19,Sun,5,5,,BAL,L 17-30,19,26,73.1,222,0,0,0,0,98.6,2017,2017_05_OAK_BAL
DAL,2017-10-08,19,Sun,5,5,,GNB,L 31-35,19,29,65.5,182,3,4,39,0,117.3,2017,2017_05_DAL_GNB
MIN,2017-10-01,19,Sun,4,4,,DET,L 7-14,19,31,61.3,154,0,6,55,0,73.9,2017,2017_04_MIN_DET
CHI,2017-09-28,19,Thu,4,4,@,GNB,L 14-35,19,27,70.4,169,4,2,10,0,126.4,2017,2017_04_CHI_GNB
NOR,2017-09-24,19,Sun,3,3,@,CAR,W 34-13,19,33,57.6,156,0,4,28,3,31.9,2017,2017_03_NOR_CAR
WAS,2017-09-24,19,Sun,3,3,,OAK,W 27-10,19,31,61.3,96,1,4,22,2,49.9,2017,2017_03_WAS_OAK
GNB,2017-09-17,19,Sun,2,2,@,ATL,L 23-34,19,28,67.9,223,1,3,29,0,103.7,2017,2017_02_GNB_ATL
IND,2017-09-17,19,Sun,2,2,,ARI,L 13-16 (OT),19,36,52.8,306,1,4,26,1,79.2,2017,2017_02_IND_ARI
JAX,2017-09-10,19,Sun,1,1,@,HOU,W 29-7,19,36,52.8,110,1,10,54,1,56.5,2017,2017_01_JAX_HOU
MIA,2023-01-08,18,Sun,17,18,,NYJ,W 11-6,18,33,54.5,149,0,0,0,0,66.4,2022,2022_18_MIA_NYJ
LVR,2023-01-07,18,Sat,17,18,,KAN,L 13-31,18,26,69.2,181,1,2,21,0,101.6,2022,2022_18_LVR_KAN
NYJ,2023-01-01,18,Sun,16,17,@,SEA,L 6-23,18,29,62.1,148,2,4,35,0,98.1,2022,2022_17_NYJ_SEA
NOR,2023-01-01,18,Sun,16,17,@,PHI,W 20-10,18,32,56.3,246,1,6,28,1,78.4,2022,2022_17_NOR_PHI
BUF,2022-12-24,18,Sat,15,16,@,CHI,W 35-13,18,28,64.3,129,1,2,15,1,71.9,2022,2022_16_BUF_CHI
LAC,2022-12-18,18,Sun,14,15,,TEN,W 17-14,18,26,69.2,157,0,4,28,1,68.9,2022,2022_15_LAC_TEN
DET,2022-12-18,18,Sun,14,15,@,NYJ,W 20-17,18,35,51.4,287,2,4,30,1,86.3,2022,2022_15_DET_NYJ
BAL,2022-12-17,18,Sat,14,15,@,CLE,L 3-13,18,28,64.3,140,1,3,21,0,88.4,2022,2022_15_BAL_CLE
CLE,2022-12-11,18,Sun,13,14,@,CIN,L 10-23,18,33,54.5,227,2,2,12,1,83.8,2022,2022_14_CLE_CIN
SFO,2022-12-04,18,Sun,12,13,,MIA,W 33-17,18,34,52.9,275,2,3,20,3,62.7,2022,2022_13_SFO_MIA
CHI,2022-12-04,18,Sun,13,13,,GNB,L 19-28,18,31,58.1,182,1,0,0,0,85.7,2022,2022_13_CHI_GNB
LAC,2022-11-27,18,Sun,11,12,@,ARI,W 25-24,18,29,62.1,185,2,1,6,1,89.0,2022,2022_12_LAC_ARI
SFO,2022-11-27,18,Sun,11,12,,NOR,W 13-0,18,30,60.0,197,0,1,7,0,79.4,2022,2022_12_SFO_NOR
IND,2022-11-20,18,Sun,11,11,,PHI,L 16-17,18,25,72.0,173,1,3,17,0,104.2,2022,2022_11_IND_PHI
CLE,2022-11-20,18,Sun,10,11,@,BUF,L 23-31,18,27,66.7,186,1,2,11,0,98.7,2022,2022_11_CLE_BUF
NOR,2022-11-13,18,Sun,10,10,@,PIT,L 10-20,18,30,60.0,162,0,6,37,0,74.6,2022,2022_10_NOR_PIT
BUF,2022-11-06,18,Sun,8,9,@,NYJ,L 17-20,18,25,72.0,136,1,2,18,0,98.1,2022,2022_09_BUF_NYJ
NYJ,2022-11-06,18,Sun,9,9,,BUF,W 20-17,18,34,52.9,183,0,5,22,2,44.1,2022,2022_09_NYJ_BUF
JAX,2022-10-30,18,Sun,8,8,,DEN,L 17-21,18,30,60.0,230,1,3,22,1,81.3,2022,2022_08_JAX_DEN
DAL,2022-10-30,18,Sun,8,8,,CHI,W 49-29,18,24,75.0,131,2,4,25,0,115.1,2022,2022_08_DAL_CHI
DEN,2022-10-30,18,Sun,8,8,@,JAX,W 21-17,18,31,58.1,114,1,2,19,2,49.7,2022,2022_08_DEN_JAX
PHI,2022-10-16,18,Sun,6,6,,DAL,W 26-17,18,38,47.4,181,1,0,0,3,37.3,2022,2022_06_PHI_DAL
CAR,2022-10-09,18,Sun,5,5,,SFO,L 15-37,18,30,60.0,244,2,2,9,0,108.2,2022,2022_05_CAR_SFO
DEN,2022-09-25,18,Sun,3,3,,SFO,W 11-10,18,29,62.1,179,1,4,32,1,76.7,2022,2022_03_DEN_SFO
ARI,2022-09-25,18,Sun,3,3,,LAR,L 12-20,18,25,72.0,239,0,1,10,0,101.9,2022,2022_03_ARI_LAR
NWE,2022-09-25,18,Sun,3,3,,BAL,L 26-37,18,29,62.1,206,4,4,12,1,108.6,2022,2022_03_NWE_BAL
NOR,2022-09-18,18,Sun,2,2,,TAM,L 10-20,18,34,52.9,188,1,1,2,0,79.0,2022,2022_02_NOR_TAM
DAL,2022-09-11,18,Sun,1,1,,TAM,L 3-19,18,27,66.7,195,1,2,17,1,84.6,2022,2022_01_DAL_TAM
CAR,2022-09-11,18,Sun,1,1,,CLE,L 24-26,18,34,52.9,138,1,1,9,0,72.9,2022,2022_01_CAR_CLE
DET,2022-09-11,18,Sun,1,1,,PHI,L 35-38,18,32,56.3,239,0,1,4,0,80.1,2022,2022_01_DET_PHI
TEN,2022-01-02,18,Sun,16,17,,MIA,W 34-3,18,39,46.2,182,0,4,23,1,49.3,2021,2021_17_TEN_MIA
NYG,2022-01-02,18,Sun,16,17,@,CHI,L 3-29,18,36,50.0,162,1,2,11,2,48.6,2021,2021_17_NYG_CHI
CAR,2021-12-26,18,Sun,15,16,,TAM,L 6-32,18,31,58.1,232,1,0,0,0,92.4,2021,2021_16_CAR_TAM
DET,2021-12-26,18,Sun,15,16,@,ATL,L 16-20,18,24,75.0,207,1,3,8,0,114.4,2021,2021_16_DET_ATL
ARI,2021-12-25,18,Sat,15,16,,IND,L 16-22,18,28,64.3,220,2,2,5,0,112.2,2021,2021_16_ARI_IND
CIN,2021-12-19,18,Sun,14,15,@,DEN,W 15-10,18,34,52.9,159,1,3,27,0,75.5,2021,2021_15_CIN_DEN
ATL,2021-12-19,18,Sun,14,15,@,SFO,L 13-31,18,24,75.0,235,1,0,0,0,119.3,2021,2021_15_ATL_SFO
BUF,2021-12-19,18,Sun,14,15,,CAR,W 31-14,18,38,47.4,124,1,4,32,1,53.0,2021,2021_15_BUF_CAR
DET,2021-12-12,18,Sun,13,14,@,DEN,L 10-38,18,25,72.0,174,2,1,5,0,117.7,2021,2021_14_DET_DEN
GNB,2021-12-12,18,Sun,13,14,,CHI,W 45-30,18,33,54.5,210,2,2,14,2,69.0,2021,2021_14_GNB_CHI
BAL,2021-11-28,18,Sun,11,12,,CLE,W 16-10,18,37,48.6,222,1,3,25,0,76.6,2021,2021_12_BAL_CLE
NWE,2021-10-31,18,Sun,8,8,@,LAC,W 27-24,18,35,51.4,206,2,3,17,2,64.7,2021,2021_08_NWE_LAC
LAC,2021-10-31,18,Sun,7,8,,NWE,L 24-27,18,35,51.4,210,0,1,7,0,69.9,2021,2021_08_LAC_NWE
LVR,2021-10-24,18,Sun,7,7,,PHI,W 33-22,18,34,52.9,223,2,2,13,0,93.1,2021,2021_07_LVR_PHI
BUF,2021-10-18,18,Mon,6,6,@,TEN,L 31-34,18,29,62.1,216,0,0,0,1,70.5,2021,2021_06_BUF_TEN
DEN,2021-10-17,18,Sun,6,6,,LVR,L 24-34,18,27,66.7,340,2,2,1,0,134.4,2021,2021_06_DEN_LVR
IND,2021-09-26,18,Sun,3,3,@,TEN,L 16-25,18,27,66.7,188,3,1,9,2,92.8,2021,2021_03_IND_TEN
KAN,2021-09-19,18,Sun,2,2,@,BAL,L 35-36,18,26,69.2,230,1,1,9,2,77.4,2021,2021_02_KAN_BAL
CLE,2021-09-19,18,Sun,2,2,,HOU,W 31-21,18,29,62.1,220,2,1,7,1,94.0,2021,2021_02_CLE_HOU
DET,2021-09-12,18,Sun,1,1,,SFO,L 33-41,18,26,69.2,311,2,1,8,0,135.3,2021,2021_01_DET_SFO
IND,2021-09-12,18,Sun,1,1,,SEA,L 16-28,18,23,78.3,241,4,3,13,0,149.9,2021,2021_01_IND_SEA
BUF,2021-09-12,18,Sun,1,1,,PIT,L 16-23,18,32,56.3,177,1,2,11,0,82.4,2021,2021_01_BUF_PIT
NOR,2021-01-03,18,Sun,16,17,@,CAR,W 33-7,18,37,48.6,246,0,3,25,5,30.7,2020,2020_17_NOR_CAR
HOU,2021-01-03,18,Sun,16,17,,TEN,L 38-41,18,27,66.7,204,1,2,12,0,101.5,2020,2020_17_HOU_TEN
WAS,2020-12-20,18,Sun,14,15,,SEA,L 15-20,18,27,66.7,121,1,0,0,1,73.2,2020,2020_15_WAS_SEA
ATL,2020-11-22,18,Sun,10,11,@,NOR,L 9-24,18,23,78.3,210,0,3,23,0,104.7,2020,2020_11_ATL_NOR
CAR,2020-11-22,18,Sun,11,11,,DET,W 20-0,18,33,54.5,145,0,5,33,0,65.8,2020,2020_11_CAR_DET
MIA,2020-11-22,18,Sun,10,11,@,DEN,L 13-20,18,30,60.0,270,0,0,0,1,75.7,2020,2020_11_MIA_DEN
GNB,2020-11-15,18,Sun,9,10,,JAX,W 24-20,18,35,51.4,151,1,3,18,1,60.5,2020,2020_10_GNB_JAX
NWE,2020-11-09,18,Mon,8,9,@,NYJ,W 30-27,18,25,72.0,257,3,1,5,1,127.8,2020,2020_09_NWE_NYJ
KAN,2020-11-01,18,Sun,8,8,,NYJ,W 35-9,18,30,60.0,128,0,1,5,0,69.9,2020,2020_08_KAN_NYJ
CIN,2020-11-01,18,Sun,8,8,,TEN,W 31-20,18,30,60.0,223,2,1,10,1,91.4,2020,2020_08_CIN_TEN
PIT,2020-10-25,18,Sun,6,7,@,TEN,W 27-24,18,31,58.1,210,2,2,10,0,100.2,2020,2020_07_PIT_TEN
LAR,2020-10-11,18,Sun,5,5,@,WAS,W 30-10,18,30,60.0,70,0,8,41,0,64.6,2020,2020_05_LAR_WAS
ARI,2020-10-11,18,Sun,5,5,@,NYJ,W 30-10,18,33,54.5,162,1,3,33,0,78.1,2020,2020_05_ARI_NYJ
SFO,2020-10-04,18,Sun,4,4,,PHI,L 20-25,18,28,64.3,174,1,3,19,1,78.6,2020,2020_04_SFO_PHI
JAX,2020-09-24,18,Thu,3,3,,MIA,L 13-31,18,20,90.0,156,2,1,4,0,132.5,2020,2020_03_JAX_MIA
HOU,2020-09-20,18,Sun,2,2,,BAL,L 16-33,18,24,75.0,177,1,4,27,0,109.2,2020,2020_02_HOU_BAL
DET,2020-09-20,18,Sun,2,2,@,GNB,L 21-42,18,30,60.0,229,2,1,11,0,106.1,2020,2020_02_DET_GNB
NYG,2020-09-20,18,Sun,2,2,@,CHI,L 13-17,18,28,64.3,169,2,4,21,2,74.9,2020,2020_02_NYG_CHI
JAX,2020-09-20,18,Sun,2,2,@,TEN,L 30-33,18,24,75.0,231,4,1,8,0,144.3,2020,2020_02_JAX_TEN
DAL,2019-12-29,18,Sun,16,17,,WAS,W 47-16,18,37,48.6,183,1,2,23,1,61.0,2019,2019_17_DAL_WAS
SEA,2019-12-29,18,Sun,16,17,,SFO,L 21-26,18,22,81.8,270,0,2,15,0,117.8,2019,2019_17_SEA_SFO
KAN,2019-12-22,18,Sun,15,16,@,CHI,W 26-3,18,34,52.9,133,0,3,24,0,62.5,2019,2019_16_KAN_CHI
NOR,2019-12-16,18,Mon,14,15,,IND,W 34-7,18,34,52.9,159,0,1,6,0,65.7,2019,2019_15_NOR_IND
KAN,2019-12-15,18,Sun,14,15,,DEN,W 23-3,18,40,45.0,199,0,2,9,1,49.9,2019,2019_15_KAN_DEN
BAL,2019-12-12,18,Thu,14,15,,NYJ,W 42-21,18,32,56.3,207,2,1,11,1,83.7,2019,2019_15_BAL_NYJ
WAS,2019-12-08,18,Sun,13,14,@,GNB,L 15-20,18,28,64.3,167,1,4,28,0,92.4,2019,2019_14_WAS_GNB
LAC,2019-12-01,18,Sun,12,13,@,DEN,L 20-23,18,28,64.3,134,2,0,0,1,84.5,2019,2019_13_LAC_DEN
PIT,2019-12-01,18,Sun,12,13,,CLE,W 20-13,18,34,52.9,173,1,5,23,1,65.0,2019,2019_13_PIT_CLE
ATL,2019-11-28,18,Thu,12,13,,NOR,L 18-26,18,31,58.1,184,1,0,0,0,86.0,2019,2019_13_ATL_NOR
ATL,2019-11-24,18,Sun,11,12,,TAM,L 22-35,18,28,64.3,313,3,0,0,2,108.2,2019,2019_12_ATL_TAM
MIN,2019-11-17,18,Sun,11,11,,DEN,W 27-23,18,40,45.0,270,1,2,8,1,65.6,2019,2019_11_MIN_DEN
BAL,2019-11-17,18,Sun,10,11,,HOU,W 41-7,18,30,60.0,110,0,7,59,1,53.5,2019,2019_11_BAL_HOU
CIN,2019-11-10,18,Sun,9,10,,BAL,L 13-49,18,22,81.8,243,3,1,0,1,133.3,2019,2019_10_CIN_BAL
MIA,2019-11-10,18,Sun,9,10,@,IND,W 16-12,18,39,46.2,191,1,1,13,3,37.4,2019,2019_10_MIA_IND
HOU,2019-10-27,18,Sun,8,8,,OAK,W 27-24,18,30,60.0,285,3,0,0,0,125.0,2019,2019_08_HOU_OAK
CAR,2019-10-27,18,Sun,7,8,@,SFO,L 13-51,18,22,81.8,156,2,3,19,1,107.6,2019,2019_08_CAR_SFO
GNB,2019-10-14,18,Mon,6,6,,DET,W 23-22,18,32,56.3,243,0,3,22,0,80.6,2019,2019_06_GNB_DET
TEN,2019-10-13,18,Sun,6,6,@,DEN,L 0-16,18,28,64.3,167,0,1,10,1,65.6,2019,2019_06_TEN_DEN
NWE,2019-10-06,18,Sun,5,5,@,WAS,W 33-7,18,27,66.7,78,0,6,44,1,54.7,2019,2019_05_NWE_WAS
KAN,2019-10-06,18,Sun,5,5,,IND,L 13-19,18,29,62.1,151,0,0,0,1,61.1,2019,2019_05_KAN_IND
ATL,2019-09-29,18,Sun,4,4,,TEN,L 10-24,18,27,66.7,227,3,0,0,0,129.7,2019,2019_04_ATL_TEN
BUF,2019-09-29,18,Sun,4,4,,NWE,L 10-16,18,39,46.2,150,0,0,0,1,45.9,2019,2019_04_BUF_NWE
LAR,2019-09-22,18,Sun,3,3,@,CLE,W 20-13,18,36,50.0,175,1,3,20,1,61.7,2019,2019_03_LAR_CLE
PHI,2019-09-22,18,Sun,3,3,,DET,L 24-27,18,32,56.3,201,1,0,0,0,85.5,2019,2019_03_PHI_DET
NWE,2019-09-15,18,Sun,2,2,@,MIA,W 43-0,18,39,46.2,142,0,7,44,4,16.1,2019,2019_02_NWE_MIA
CIN,2019-09-15,18,Sun,2,2,,SFO,L 17-41,18,26,69.2,312,3,0,0,1,132.2,2019,2019_02_CIN_SFO
TAM,2019-09-08,18,Sun,1,1,,SFO,L 17-31,18,27,66.7,158,1,1,8,1,78.9,2019,2019_01_TAM_SFO
CHI,2019-09-05,18,Thu,1,1,,GNB,L 3-10,18,30,60.0,166,1,5,37,0,86.2,2019,2019_01_CHI_GNB
SEA,2018-12-30,18,Sun,16,17,,ARI,W 27-24,18,34,52.9,113,1,6,36,0,69.9,2018,2018_17_SEA_ARI
MIN,2018-12-30,18,Sun,16,17,,CHI,L 10-24,18,26,69.2,163,0,0,0,0,85.9,2018,2018_17_MIN_CHI
IND,2018-12-30,18,Sun,16,17,@,TEN,W 33-17,18,29,62.1,165,1,0,0,2,60.3,2018,2018_17_IND_TEN
NOR,2018-12-30,18,Sun,16,17,,CAR,L 14-33,18,30,60.0,263,2,1,5,0,110.8,2018,2018_17_NOR_CAR
LAR,2018-12-23,18,Sun,15,16,@,ARI,W 31-9,18,31,58.1,159,1,4,23,0,82.6,2018,2018_16_LAR_ARI
KAN,2018-12-23,18,Sun,15,16,@,SEA,L 31-38,18,29,62.1,254,3,3,17,0,124.8,2018,2018_16_KAN_SEA
DEN,2018-12-15,18,Sat,14,15,,CLE,L 16-17,18,31,58.1,175,2,2,13,1,82.1,2018,2018_15_DEN_CLE
NOR,2018-12-09,18,Sun,13,14,@,TAM,W 28-14,18,38,47.4,174,2,4,39,1,67.2,2018,2018_14_NOR_TAM
NYJ,2018-12-09,18,Sun,13,14,@,BUF,W 27-23,18,37,48.6,192,0,3,14,2,41.7,2018,2018_14_NYJ_BUF
LAC,2018-12-09,18,Sun,13,14,,CIN,W 26-21,18,27,66.7,151,1,3,19,0,93.3,2018,2018_14_LAC_CIN
CAR,2018-12-09,18,Sun,13,14,@,CLE,L 20-26,18,23,78.3,232,1,1,6,0,123.2,2018,2018_14_CAR_CLE
JAX,2018-12-06,18,Thu,13,14,@,TEN,L 9-30,18,24,75.0,162,0,1,0,1,75.3,2018,2018_14_JAX_TEN
MIA,2018-12-02,18,Sun,12,13,,BUF,W 21-17,18,33,54.5,217,2,2,14,2,69.9,2018,2018_13_MIA_BUF
IND,2018-12-02,18,Sun,12,13,@,JAX,L 0-6,18,24,75.0,132,0,3,18,0,87.5,2018,2018_13_IND_JAX
DAL,2018-11-29,18,Thu,12,13,,NOR,W 13-10,18,28,64.3,111,1,2,16,1,69.2,2018,2018_13_DAL_NOR
TAM,2018-11-25,18,Sun,11,12,,SFO,W 27-9,18,32,56.3,194,1,4,27,2,58.6,2018,2018_12_TAM_SFO
HOU,2018-11-18,18,Sun,10,11,@,WAS,W 23-21,18,39,46.2,154,1,5,35,2,44.2,2018,2018_11_HOU_WAS
OAK,2018-11-11,18,Sun,9,10,,LAC,L 6-20,18,26,69.2,222,2,1,1,1,105.0,2018,2018_10_OAK_LAC
DET,2018-11-04,18,Sun,8,9,@,MIN,L 9-24,18,22,81.8,155,1,1,9,1,92.2,2018,2018_09_DET_MIN
LAR,2018-10-28,18,Sun,8,8,,GNB,W 29-27,18,30,60.0,253,1,3,33,0,98.3,2018,2018_08_LAR_GNB
MIA,2018-10-21,18,Sun,7,7,,DET,L 21-32,18,22,81.8,209,2,1,8,0,136.6,2018,2018_07_MIA_DET
SFO,2018-10-21,18,Sun,7,7,,LAR,L 10-39,18,24,75.0,193,2,1,9,0,125.9,2018,2018_07_SFO_LAR
HOU,2018-10-07,18,Sun,5,5,,DAL,W 19-16 (OT),18,29,62.1,194,1,2,14,2,64.4,2018,2018_05_HOU_DAL
LAR,2018-09-23,18,Sun,3,3,,LAC,W 35-23,18,30,60.0,215,2,2,11,0,104.2,2018,2018_03_LAR_LAC
OAK,2018-09-23,18,Sun,3,3,@,MIA,L 20-28,18,24,75.0,332,4,1,9,0,156.2,2018,2018_03_OAK_MIA
LAC,2018-09-16,18,Sun,2,2,@,BUF,W 31-20,18,33,54.5,209,1,5,36,2,58.8,2018,2018_02_LAC_BUF
DET,2018-09-16,18,Sun,2,2,@,SFO,L 27-30,18,26,69.2,156,2,6,50,0,110.4,2018,2018_02_DET_SFO
OAK,2018-09-10,18,Mon,1,1,,LAR,L 13-33,18,33,54.5,225,2,1,8,0,96.1,2018,2018_01_OAK_LAR
NYG,2018-09-09,18,Sun,1,1,,JAX,L 15-20,18,33,54.5,168,1,1,8,1,66.2,2018,2018_01_NYG_JAX
ARI,2017-12-31,18,Sun,16,17,@,SEA,W 26-24,18,29,62.1,195,2,3,26,0,104.8,2017,2017_17_ARI_SEA
CHI,2017-12-24,18,Sun,15,16,,CLE,W 20-3,18,36,50.0,178,0,1,4,2,41.2,2017,2017_16_CHI_CLE
OAK,2017-12-17,18,Sun,14,15,,DAL,L 17-20,18,27,66.7,204,0,2,8,2,58.3,2017,2017_15_OAK_DAL
